aircraft_id,department,year,month,maintenance_hours,technician_id,effective_condition_score
TB2-D03,Delta,2023,8,10.7,G22168,79.4
TB2-D03,Delta,2023,9,12.1,G25456,83.1
TB2-D03,Delta,2023,10,14.3,G24390,83.9
TB2-D03,Delta,2023,11,18.4,G13401,85.9
TB2-D03,Delta,2023,12,14.0,G22168,86.0
TB2-D03,Delta,2024,1,5.9,G24951,83.2
TB2-D03,Delta,2024,2,13.1,G22415,83.9
TB2-D03,Delta,2024,3,7.3,G24065,78.5
TB2-D03,Delta,2024,4,7.5,G09841,81.9
TB2-D03,Delta,2024,5,22.6,G22436,86.4
TB2-D03,Delta,2024,6,16.1,G24065,85.2
TB2-D03,Delta,2024,7,6.2,G07820,83.6
TB2-D03,Delta,2024,8,11.9,G23074,82.3
TB2-D03,Delta,2024,9,7.0,G09841,79.9
TB2-D03,Delta,2024,10,24.9,G24065,88.8
TB2-D03,Delta,2024,11,5.1,G22579,81.9
TB2-D03,Delta,2024,12,17.0,G22535,82.2
TB2-D03,Delta,2025,1,19.0,G09841,79.0
TB2-D03,Delta,2025,2,6.2,G24390,84.0
TB2-D03,Delta,2025,3,26.6,G25707,84.5
TB2-D03,Delta,2025,4,19.5,G23810,88.9
TB2-D03,Delta,2025,5,13.6,G23804,76.9
TB2-D03,Delta,2025,6,10.0,G22535,78.5
TB2-D03,Delta,2025,7,21.4,G11903,90.2
TB2-D03,Delta,2025,8,14.5,G22037,84.5
TB2-D03,Delta,2025,9,7.8,G24390,88.1
TB2-D03,Delta,2025,10,11.0,G21565,80.8
TB2-D03,Delta,2025,11,16.3,G25177,79.6
TB2-D03,Delta,2025,12,4.0,G22485,79.8
TB2-D03,Delta,2026,1,13.5,G07673,77.2
TB2-D03,Delta,2026,2,8.4,G22485,78.6
TB2-D03,Delta,2026,3,23.3,G23312,82.1
TB2-D03,Delta,2026,4,13.2,G09553,79.1
TB2-D03,Delta,2026,5,11.3,G13401,79.2
TB2-D03,Delta,2026,6,14.0,G22168,81.5
TB2-D04,Delta,2021,1,17.4,G13194,95.6
TB2-D04,Delta,2021,2,6.4,G25456,93.3
TB2-D04,Delta,2021,3,9.4,G11789,91.2
TB2-D04,Delta,2021,4,26.6,G25456,92.1
TB2-D04,Delta,2021,5,18.2,G24151,95.5
TB2-D04,Delta,2021,6,23.7,G22579,98.7
TB2-D04,Delta,2021,7,17.9,G22168,92.1
TB2-D04,Delta,2021,8,7.2,G22977,88.7
TB2-D04,Delta,2021,9,16.7,G23626,94.2
TB2-D04,Delta,2021,10,19.9,G24311,88.4
TB2-D04,Delta,2021,11,5.2,G23918,93.2
TB2-D04,Delta,2021,12,4.0,G09841,89.9
TB2-D04,Delta,2022,1,17.0,G22415,90.6
TB2-D04,Delta,2022,2,14.5,G22436,95.3
TB2-D04,Delta,2022,3,19.8,G22415,94.2
TB2-D04,Delta,2022,4,19.2,G09841,91.9
TB2-D04,Delta,2022,5,15.3,G25584,93.2
TB2-D04,Delta,2022,6,13.4,G15955,90.8
TB2-D04,Delta,2022,7,28.6,G24951,98.3
TB2-D04,Delta,2022,8,13.8,G21565,91.0
TB2-D04,Delta,2022,9,17.4,G25584,90.4
TB2-D04,Delta,2022,10,20.1,G07820,93.7
TB2-D04,Delta,2022,11,14.9,G23918,91.9
TB2-D04,Delta,2022,12,10.4,G24065,89.2
TB2-D04,Delta,2023,1,17.4,G11789,91.5
TB2-D04,Delta,2023,2,16.4,G11789,91.2
TB2-D04,Delta,2023,3,18.0,G21305,93.1
TB2-D04,Delta,2023,4,9.9,G23626,90.6
TB2-D04,Delta,2023,5,14.0,G22535,94.8
TB2-D04,Delta,2023,6,17.2,G24151,91.7
TB2-D04,Delta,2023,7,18.3,G11789,90.2
TB2-D04,Delta,2023,8,11.3,G25177,90.2
TB2-D04,Delta,2023,9,22.7,G23804,90.6
TB2-D04,Delta,2023,10,10.1,G22415,88.9
TB2-D04,Delta,2023,11,22.3,G23626,94.5
TB2-D04,Delta,2023,12,20.0,G11903,94.0
TB2-D04,Delta,2024,1,21.9,G07405,91.1
TB2-D04,Delta,2024,2,17.6,G24151,94.9
TB2-D04,Delta,2024,3,16.4,G24065,88.1
TB2-D04,Delta,2024,4,12.8,G24065,86.2
TB2-D04,Delta,2024,5,34.4,G22502,96.7
TB2-D04,Delta,2024,6,25.7,G23804,99.8
TB2-D04,Delta,2024,7,16.3,G25707,83.1
TB2-D04,Delta,2024,8,19.9,G22977,85.3
TB2-D04,Delta,2024,9,16.8,G23918,86.8
TB2-D04,Delta,2024,10,12.5,G22168,90.1
TB2-D04,Delta,2024,11,18.4,G22415,95.9
TB2-D04,Delta,2024,12,21.3,G11789,90.6
TB2-D04,Delta,2025,1,14.1,G23074,86.8
TB2-D04,Delta,2025,2,22.4,G07673,87.5
TB2-D04,Delta,2025,3,28.9,G24151,92.9
TB2-D04,Delta,2025,4,18.2,G22535,86.7
TB2-D04,Delta,2025,5,13.1,G22037,84.8
TB2-D04,Delta,2025,6,10.0,G25456,86.0
TB2-D04,Delta,2025,7,8.4,G13401,78.0
TB2-D04,Delta,2025,8,24.7,G23626,94.7
TB2-D04,Delta,2025,9,14.1,G22502,84.3
TB2-D04,Delta,2025,10,21.1,G25456,91.2
TB2-D04,Delta,2025,11,19.5,G25132,89.2
TB2-D04,Delta,2025,12,24.1,G24951,90.5
TB2-D04,Delta,2026,1,16.5,G25456,86.5
TB2-D04,Delta,2026,2,19.5,G24065,86.1
TB2-D04,Delta,2026,3,24.1,G09841,89.2
TB2-D04,Delta,2026,4,29.0,G22579,91.6
TB2-D04,Delta,2026,5,20.3,G22579,88.5
TB2-D04,Delta,2026,6,21.6,G22485,86.8
TB2-G01,Gamma,2021,1,16.3,G07800,93.5
TB2-G01,Gamma,2021,2,8.4,G06810,93.3
TB2-G01,Gamma,2021,3,16.6,G21074,90.9
TB2-G01,Gamma,2021,4,7.0,G22135,83.6
TB2-G01,Gamma,2021,5,4.0,G09851,93.1
TB2-G01,Gamma,2021,6,14.0,G21406,91.1
TB2-G01,Gamma,2021,7,13.9,G16679,88.4
TB2-G01,Gamma,2021,8,12.4,G25117,86.1
TB2-G01,Gamma,2021,9,16.0,G22495,87.4
TB2-G01,Gamma,2021,10,16.5,G09028,90.6
TB2-G01,Gamma,2021,11,15.2,G21086,90.3
TB2-G01,Gamma,2021,12,10.9,G22788,93.3
TB2-G01,Gamma,2022,1,12.1,G18048,84.4
TB2-G01,Gamma,2022,2,9.5,G07800,92.3
TB2-G01,Gamma,2022,3,8.5,G19692,82.1
TB2-G01,Gamma,2022,4,18.3,G21406,92.5
TB2-G01,Gamma,2022,5,4.8,G25117,91.0
TB2-G01,Gamma,2022,6,25.3,G16461,91.6
TB2-G01,Gamma,2022,7,15.7,G23622,94.0
TB2-G01,Gamma,2022,8,26.4,G17884,90.8
TB2-G01,Gamma,2022,9,13.0,G09028,89.1
TB2-G01,Gamma,2022,10,9.6,G18048,89.3
TB2-G01,Gamma,2022,11,14.6,G22817,89.6
TB2-G01,Gamma,2022,12,5.9,G24842,86.6
TB2-G01,Gamma,2023,1,8.0,G23617,89.2
TB2-G01,Gamma,2023,2,4.0,G22788,83.9
TB2-G01,Gamma,2023,3,10.2,G25779,84.4
TB2-G01,Gamma,2023,4,19.7,G18336,87.9
TB2-G01,Gamma,2023,5,26.8,G22189,94.3
TB2-G01,Gamma,2023,6,19.1,G18336,93.5
TB2-G01,Gamma,2023,7,15.4,G18607,84.7
TB2-G01,Gamma,2023,8,16.8,G22616,86.0
TB2-G01,Gamma,2023,9,11.5,G21226,81.9
TB2-G01,Gamma,2023,10,17.3,G22495,92.8
TB2-G01,Gamma,2023,11,18.1,G25490,91.4
TB2-G01,Gamma,2023,12,10.6,G25881,83.2
TB2-G01,Gamma,2024,1,27.3,G16461,88.9
TB2-G01,Gamma,2024,2,19.5,G21074,88.8
TB2-G01,Gamma,2024,3,20.0,G22817,90.9
TB2-G01,Gamma,2024,4,17.9,G21406,89.0
TB2-G01,Gamma,2024,5,18.4,G25044,89.6
TB2-G01,Gamma,2024,6,20.8,G19692,87.7
TB2-G01,Gamma,2024,7,23.1,G18607,91.1
TB2-G01,Gamma,2024,8,12.2,G08080,84.6
TB2-G01,Gamma,2024,9,17.5,G21086,84.8
TB2-G01,Gamma,2024,10,20.8,G16679,85.4
TB2-G01,Gamma,2024,11,16.6,G19856,85.4
TB2-G01,Gamma,2024,12,17.0,G18048,86.5
TB2-G01,Gamma,2025,1,18.8,G23617,83.0
TB2-G01,Gamma,2025,2,24.9,G23603,89.1
TB2-G01,Gamma,2025,3,19.9,G17884,88.6
TB2-G01,Gamma,2025,4,13.5,G16679,78.0
TB2-G01,Gamma,2025,5,23.6,G18336,88.1
TB2-G01,Gamma,2025,6,21.2,G23603,82.5
TB2-G01,Gamma,2025,7,11.0,G19856,81.3
TB2-G01,Gamma,2025,8,15.6,G18336,86.1
TB2-G01,Gamma,2025,9,18.3,G09851,87.2
TB2-G01,Gamma,2025,10,18.9,G25779,84.1
TB2-G01,Gamma,2025,11,16.8,G16461,85.2
TB2-G01,Gamma,2025,12,34.5,G22135,91.0
TB2-G01,Gamma,2026,1,21.0,G22448,80.3
TB2-G01,Gamma,2026,2,19.3,G21086,81.8
TB2-G01,Gamma,2026,3,15.9,G21226,81.5
TB2-G01,Gamma,2026,4,26.1,G21074,88.4
TB2-G01,Gamma,2026,5,18.1,G08080,79.9
TB2-G01,Gamma,2026,6,9.6,G18607,82.9
TB2-G02,Gamma,2022,9,12.8,G21406,93.2
TB2-G02,Gamma,2022,10,14.5,G22616,90.8
TB2-G02,Gamma,2022,11,13.0,G23250,92.5
TB2-G02,Gamma,2022,12,18.2,G18048,90.9
TB2-G02,Gamma,2023,1,21.6,G24842,95.5
TB2-G02,Gamma,2023,2,10.7,G22081,90.1
TB2-G02,Gamma,2023,3,5.0,G25779,88.4
TB2-G02,Gamma,2023,4,18.1,G21074,93.3
TB2-G02,Gamma,2023,5,16.4,G25779,91.1
TB2-G02,Gamma,2023,6,15.3,G24842,94.2
TB2-G02,Gamma,2023,7,6.1,G18336,92.5
TB2-G02,Gamma,2023,8,15.7,G23603,88.4
TB2-G02,Gamma,2023,9,10.0,G25117,91.7
TB2-G02,Gamma,2023,10,14.1,G21074,90.1
TB2-G02,Gamma,2023,11,10.7,G24028,93.1
TB2-G02,Gamma,2023,12,11.2,G25779,88.9
TB2-G02,Gamma,2024,1,16.6,G22616,92.2
TB2-G02,Gamma,2024,2,17.3,G22448,88.5
TB2-G02,Gamma,2024,3,12.9,G23617,90.0
TB2-G02,Gamma,2024,4,7.0,G23622,82.0
TB2-G02,Gamma,2024,5,12.2,G18048,87.0
TB2-G02,Gamma,2024,6,8.9,G16679,89.5
TB2-G02,Gamma,2024,7,11.7,G22448,89.0
TB2-G02,Gamma,2024,8,13.8,G21086,94.4
TB2-G02,Gamma,2024,9,20.3,G22616,91.7
TB2-G02,Gamma,2024,10,13.0,G24842,82.1
TB2-G02,Gamma,2024,11,15.4,G21074,88.1
TB2-G02,Gamma,2024,12,7.0,G24028,92.1
TB2-G02,Gamma,2025,1,22.2,G16679,88.6
TB2-G02,Gamma,2025,2,14.0,G25044,91.7
TB2-G02,Gamma,2025,3,12.3,G18336,88.8
TB2-G02,Gamma,2025,4,12.8,G21335,85.6
TB2-G02,Gamma,2025,5,7.3,G24842,80.1
TB2-G02,Gamma,2025,6,18.0,G22081,90.7
TB2-G02,Gamma,2025,7,7.4,G21074,87.4
TB2-G02,Gamma,2025,8,9.4,G21335,91.7
TB2-G02,Gamma,2025,9,10.7,G08080,83.6
TB2-G02,Gamma,2025,10,11.8,G21397,89.8
TB2-G02,Gamma,2025,11,23.1,G23603,89.9
TB2-G02,Gamma,2025,12,13.4,G21397,92.5
TB2-G02,Gamma,2026,1,18.6,G07800,92.2
TB2-G02,Gamma,2026,2,4.0,G23250,80.5
TB2-G02,Gamma,2026,3,18.6,G25881,94.6
TB2-G02,Gamma,2026,4,20.6,G25490,84.1
TB2-G02,Gamma,2026,5,16.3,G24144,91.9
TB2-G02,Gamma,2026,6,12.0,G09028,90.0
TB2-G03,Gamma,2021,7,16.2,G25044,95.9
TB2-G03,Gamma,2021,8,18.9,G25117,96.6
TB2-G03,Gamma,2021,9,13.6,G23603,92.7
TB2-G03,Gamma,2021,10,10.4,G21074,98.7
TB2-G03,Gamma,2021,11,4.7,G24144,92.3
TB2-G03,Gamma,2021,12,20.1,G25779,100.0
TB2-G03,Gamma,2022,1,8.9,G22135,96.3
TB2-G03,Gamma,2022,2,4.9,G25779,93.7
TB2-G03,Gamma,2022,3,18.5,G22788,95.3
TB2-G03,Gamma,2022,4,18.8,G19856,92.7
TB2-G03,Gamma,2022,5,12.2,G22817,90.7
TB2-G03,Gamma,2022,6,9.1,G25881,89.0
TB2-G03,Gamma,2022,7,23.9,G23250,100.0
TB2-G03,Gamma,2022,8,13.1,G19856,88.5
TB2-G03,Gamma,2022,9,14.5,G25881,94.5
TB2-G03,Gamma,2022,10,6.9,G22495,89.1
TB2-G03,Gamma,2022,11,17.5,G22817,94.2
TB2-G03,Gamma,2022,12,4.2,G16461,90.3
TB2-G03,Gamma,2023,1,15.7,G22788,93.4
TB2-G03,Gamma,2023,2,19.8,G22135,95.8
TB2-G03,Gamma,2023,3,18.7,G16679,95.0
TB2-G03,Gamma,2023,4,13.3,G07800,98.5
TB2-G03,Gamma,2023,5,6.4,G18336,90.6
TB2-G03,Gamma,2023,6,11.9,G24028,86.0
TB2-G03,Gamma,2023,7,17.6,G23603,93.1
TB2-G03,Gamma,2023,8,16.3,G25044,86.3
TB2-G03,Gamma,2023,9,11.7,G25117,84.2
TB2-G03,Gamma,2023,10,4.0,G09028,96.7
TB2-G03,Gamma,2023,11,8.0,G25044,96.2
TB2-G03,Gamma,2023,12,21.6,G23617,91.0
TB2-G03,Gamma,2024,1,15.1,G24028,90.7
TB2-G03,Gamma,2024,2,11.6,G25881,93.5
TB2-G03,Gamma,2024,3,11.8,G22236,88.7
TB2-G03,Gamma,2024,4,21.5,G19856,94.2
TB2-G03,Gamma,2024,5,12.1,G23617,94.6
TB2-G03,Gamma,2024,6,15.3,G23603,88.8
TB2-G03,Gamma,2024,7,20.0,G16679,93.5
TB2-G03,Gamma,2024,8,24.2,G21406,93.0
TB2-G03,Gamma,2024,9,16.5,G22788,95.8
TB2-G03,Gamma,2024,10,17.7,G18048,90.9
TB2-G03,Gamma,2024,11,31.3,G21086,93.0
TB2-G03,Gamma,2024,12,21.3,G18048,90.8
TB2-G03,Gamma,2025,1,18.1,G25490,91.9
TB2-G03,Gamma,2025,2,20.6,G22189,88.2
TB2-G03,Gamma,2025,3,16.9,G25881,88.5
TB2-G03,Gamma,2025,4,19.0,G23250,95.7
TB2-G03,Gamma,2025,5,15.6,G17884,90.3
TB2-G03,Gamma,2025,6,17.9,G25044,91.3
TB2-G03,Gamma,2025,7,13.9,G22448,87.4
TB2-G03,Gamma,2025,8,10.4,G18607,85.0
TB2-G03,Gamma,2025,9,18.0,G21406,93.2
TB2-G03,Gamma,2025,10,17.1,G22616,89.2
TB2-G03,Gamma,2025,11,19.7,G23617,91.4
TB2-G03,Gamma,2025,12,18.8,G25044,87.6
TB2-G03,Gamma,2026,1,17.7,G25881,91.0
TB2-G03,Gamma,2026,2,17.7,G22236,90.8
TB2-G03,Gamma,2026,3,15.2,G22788,87.7
TB2-G03,Gamma,2026,4,15.5,G21406,89.4
TB2-G03,Gamma,2026,5,23.9,G25044,90.5
TB2-G03,Gamma,2026,6,10.3,G22788,85.9
TB2-G04,Gamma,2021,5,11.6,G24144,87.1
TB2-G04,Gamma,2021,6,13.3,G25044,82.5
TB2-G04,Gamma,2021,7,9.6,G22189,89.2
TB2-G04,Gamma,2021,8,6.2,G23250,92.5
TB2-G04,Gamma,2021,9,14.7,G09028,92.5
TB2-G04,Gamma,2021,10,12.6,G23622,85.9
TB2-G04,Gamma,2021,11,9.6,G22135,87.4
TB2-G04,Gamma,2021,12,9.3,G21335,93.4
TB2-G04,Gamma,2022,1,21.1,G24028,94.1
TB2-G04,Gamma,2022,2,4.9,G18336,85.9
TB2-G04,Gamma,2022,3,10.0,G23622,82.7
TB2-G04,Gamma,2022,4,8.4,G22236,84.9
TB2-G04,Gamma,2022,5,11.8,G18048,83.5
TB2-G04,Gamma,2022,6,17.5,G23250,84.9
TB2-G04,Gamma,2022,7,23.8,G22495,91.4
TB2-G04,Gamma,2022,8,18.2,G17884,91.1
TB2-G04,Gamma,2022,9,5.2,G18336,86.0
TB2-G04,Gamma,2022,10,11.6,G16679,87.7
TB2-G04,Gamma,2022,11,14.6,G22081,90.4
TB2-G04,Gamma,2022,12,4.8,G23622,83.4
TB2-G04,Gamma,2023,1,17.8,G24144,91.1
TB2-G04,Gamma,2023,2,7.1,G18607,82.9
TB2-G04,Gamma,2023,3,17.2,G25490,87.1
TB2-G04,Gamma,2023,4,15.5,G07800,84.9
TB2-G04,Gamma,2023,5,15.3,G21226,86.5
TB2-G04,Gamma,2023,6,13.2,G16461,86.0
TB2-G04,Gamma,2023,7,11.3,G24028,81.7
TB2-G04,Gamma,2023,8,20.2,G18048,86.1
TB2-G04,Gamma,2023,9,10.6,G18607,85.6
TB2-G04,Gamma,2023,10,17.2,G18336,84.4
TB2-G04,Gamma,2023,11,16.2,G21074,86.1
TB2-G04,Gamma,2023,12,16.9,G24842,91.1
TB2-G04,Gamma,2024,1,28.7,G22448,88.5
TB2-G04,Gamma,2024,2,20.2,G22236,86.6
TB2-G04,Gamma,2024,3,18.6,G21086,85.0
TB2-G04,Gamma,2024,4,11.4,G21335,82.4
TB2-G04,Gamma,2024,5,12.7,G22189,82.5
TB2-G04,Gamma,2024,6,13.0,G06810,83.4
TB2-G04,Gamma,2024,7,24.3,G23603,90.0
TB2-G04,Gamma,2024,8,23.6,G22081,87.2
TB2-G04,Gamma,2024,9,18.3,G23617,83.0
TB2-G04,Gamma,2024,10,9.5,G22817,83.0
TB2-G04,Gamma,2024,11,20.8,G18607,90.0
TB2-G04,Gamma,2024,12,20.4,G24842,86.5
TB2-G04,Gamma,2025,1,22.2,G23250,83.3
TB2-G04,Gamma,2025,2,15.8,G24028,87.3
TB2-G04,Gamma,2025,3,17.3,G23622,83.8
TB2-G04,Gamma,2025,4,16.6,G16679,81.4
TB2-G04,Gamma,2025,5,13.9,G22495,85.8
TB2-G04,Gamma,2025,6,19.7,G22189,82.8
TB2-G04,Gamma,2025,7,27.6,G17884,85.8
TB2-G04,Gamma,2025,8,9.0,G19692,77.4
TB2-G04,Gamma,2025,9,17.1,G22448,85.2
TB2-G04,Gamma,2025,10,21.5,G18048,84.8
TB2-G04,Gamma,2025,11,12.8,G09028,85.9
TB2-G04,Gamma,2025,12,13.6,G25044,85.1
TB2-G04,Gamma,2026,1,24.2,G21397,86.5
TB2-G04,Gamma,2026,2,16.1,G23622,81.9
TB2-G04,Gamma,2026,3,20.3,G25779,80.0
TB2-G04,Gamma,2026,4,15.1,G25044,81.4
TB2-G04,Gamma,2026,5,20.1,G22081,86.0
TB2-G04,Gamma,2026,6,17.6,G23617,82.2
TB2-S01,Sigma,2022,3,15.8,G23270,84.5
TB2-S01,Sigma,2022,4,8.2,G21906,82.5
TB2-S01,Sigma,2022,5,7.4,G09565,79.8
TB2-S01,Sigma,2022,6,4.5,G22782,80.3
TB2-S01,Sigma,2022,7,4.6,G25308,86.7
TB2-S01,Sigma,2022,8,17.9,G23231,84.7
TB2-S01,Sigma,2022,9,5.4,G22471,81.0
TB2-S01,Sigma,2022,10,12.1,G22782,82.0
TB2-S01,Sigma,2022,11,7.8,G23588,84.8
TB2-S01,Sigma,2022,12,4.0,G17879,82.2
TB2-S01,Sigma,2023,1,17.5,G23898,83.0
TB2-S01,Sigma,2023,2,11.9,G10254,77.8
TB2-S01,Sigma,2023,3,14.7,G09033,76.5
TB2-S01,Sigma,2023,4,17.0,G09565,81.8
TB2-S01,Sigma,2023,5,9.4,G22471,76.1
TB2-S01,Sigma,2023,6,10.2,G09033,79.0
TB2-S01,Sigma,2023,7,9.3,G22982,78.9
TB2-S01,Sigma,2023,8,19.3,G23878,82.0
TB2-S01,Sigma,2023,9,7.0,G23419,80.9
TB2-S01,Sigma,2023,10,15.7,G22691,79.0
TB2-S01,Sigma,2023,11,9.4,G18619,80.1
TB2-S01,Sigma,2023,12,15.1,G21049,80.3
TB2-S01,Sigma,2024,1,24.5,G23898,80.8
TB2-S01,Sigma,2024,2,13.4,G23592,78.8
TB2-S01,Sigma,2024,3,17.0,G22712,76.3
TB2-S01,Sigma,2024,4,8.0,G22712,77.8
TB2-S01,Sigma,2024,5,9.4,G17402,75.1
TB2-S01,Sigma,2024,6,18.6,G22982,75.5
TB2-S01,Sigma,2024,7,14.6,G23902,77.8
TB2-S01,Sigma,2024,8,15.8,G25872,82.3
TB2-S01,Sigma,2024,9,18.3,G23270,81.6
TB2-S01,Sigma,2024,10,18.4,G22590,83.0
TB2-S01,Sigma,2024,11,5.3,G25872,77.3
TB2-S01,Sigma,2024,12,18.5,G22782,83.0
TB2-S01,Sigma,2025,1,15.2,G23282,75.2
TB2-S01,Sigma,2025,2,15.4,G22782,76.2
TB2-S01,Sigma,2025,3,14.4,G22028,78.9
TB2-S01,Sigma,2025,4,12.9,G22712,77.6
TB2-S01,Sigma,2025,5,19.8,G17879,74.8
TB2-S01,Sigma,2025,6,18.6,G18131,76.5
TB2-S01,Sigma,2025,7,12.7,G23588,78.5
TB2-S01,Sigma,2025,8,21.2,G18619,80.5
TB2-S01,Sigma,2025,9,17.3,G21049,77.1
TB2-S01,Sigma,2025,10,14.8,G21906,81.9
TB2-S01,Sigma,2025,11,19.5,G18430,79.1
TB2-S01,Sigma,2025,12,24.1,G18131,77.0
TB2-S01,Sigma,2026,1,22.3,G24364,74.6
TB2-S01,Sigma,2026,2,22.6,G18512,79.3
TB2-S01,Sigma,2026,3,25.9,G22590,83.2
TB2-S01,Sigma,2026,4,13.3,G17402,68.0
TB2-S01,Sigma,2026,5,16.1,G23231,74.7
TB2-S01,Sigma,2026,6,8.9,G23231,75.5
TB2-S02,Sigma,2023,10,8.5,G18430,88.0
TB2-S02,Sigma,2023,11,15.4,G25308,90.6
TB2-S02,Sigma,2023,12,6.8,G09033,85.5
TB2-S02,Sigma,2024,1,16.8,G09565,78.5
TB2-S02,Sigma,2024,2,13.6,G22590,82.8
TB2-S02,Sigma,2024,3,12.4,G23588,85.5
TB2-S02,Sigma,2024,4,19.3,G21906,86.5
TB2-S02,Sigma,2024,5,13.5,G23264,80.6
TB2-S02,Sigma,2024,6,8.2,G23461,76.1
TB2-S02,Sigma,2024,7,15.9,G17879,79.8
TB2-S02,Sigma,2024,8,21.1,G17879,83.0
TB2-S02,Sigma,2024,9,8.2,G18131,82.2
TB2-S02,Sigma,2024,10,15.4,G25920,78.4
TB2-S02,Sigma,2024,11,19.3,G22590,85.7
TB2-S02,Sigma,2024,12,10.0,G25531,78.5
TB2-S02,Sigma,2025,1,6.5,G10254,78.2
TB2-S02,Sigma,2025,2,13.9,G09565,79.1
TB2-S02,Sigma,2025,3,6.6,G18512,80.3
TB2-S02,Sigma,2025,4,11.4,G22986,81.3
TB2-S02,Sigma,2025,5,11.0,G10254,83.1
TB2-S02,Sigma,2025,6,20.1,G23231,78.2
TB2-S02,Sigma,2025,7,8.8,G18512,85.4
TB2-S02,Sigma,2025,8,20.8,G23231,80.9
TB2-S02,Sigma,2025,9,14.6,G23902,79.3
TB2-S02,Sigma,2025,10,9.4,G21049,80.8
TB2-S02,Sigma,2025,11,19.9,G09033,81.4
TB2-S02,Sigma,2025,12,17.9,G17879,81.9
TB2-S02,Sigma,2026,1,16.9,G17402,79.6
TB2-S02,Sigma,2026,2,16.4,G25920,80.3
TB2-S02,Sigma,2026,3,21.2,G18131,82.6
TB2-S02,Sigma,2026,4,15.4,G23902,80.6
TB2-S02,Sigma,2026,5,10.4,G22986,76.2
TB2-S02,Sigma,2026,6,15.7,G21906,77.5
TB2-S03,Sigma,2023,10,20.9,G21049,87.4
TB2-S03,Sigma,2023,11,12.0,G18430,83.9
TB2-S03,Sigma,2023,12,15.1,G22347,78.9
TB2-S03,Sigma,2024,1,10.3,G25356,77.7
TB2-S03,Sigma,2024,2,19.7,G24364,81.2
TB2-S03,Sigma,2024,3,15.9,G23276,79.2
TB2-S03,Sigma,2024,4,16.2,G18512,78.3
TB2-S03,Sigma,2024,5,15.1,G23264,79.4
TB2-S03,Sigma,2024,6,15.7,G25920,76.9
TB2-S03,Sigma,2024,7,8.9,G23588,82.0
TB2-S03,Sigma,2024,8,22.5,G25308,87.6
TB2-S03,Sigma,2024,9,20.5,G23270,80.8
TB2-S03,Sigma,2024,10,18.2,G23592,83.6
TB2-S03,Sigma,2024,11,12.7,G24109,76.4
TB2-S03,Sigma,2024,12,18.2,G23231,84.2
TB2-S03,Sigma,2025,1,17.9,G09565,78.5
TB2-S03,Sigma,2025,2,14.1,G09565,81.5
TB2-S03,Sigma,2025,3,11.9,G09033,75.3
TB2-S03,Sigma,2025,4,18.0,G24109,79.5
TB2-S03,Sigma,2025,5,16.0,G23276,76.4
TB2-S03,Sigma,2025,6,20.4,G21906,77.1
TB2-S03,Sigma,2025,7,11.7,G18512,77.1
TB2-S03,Sigma,2025,8,14.5,G23588,73.7
TB2-S03,Sigma,2025,9,18.1,G23276,73.7
TB2-S03,Sigma,2025,10,18.8,G24364,83.0
TB2-S03,Sigma,2025,11,12.8,G25531,76.1
TB2-S03,Sigma,2025,12,14.0,G25308,75.5
TB2-S03,Sigma,2026,1,18.2,G23898,76.9
TB2-S03,Sigma,2026,2,13.6,G25531,73.5
TB2-S03,Sigma,2026,3,25.6,G23588,80.8
TB2-S03,Sigma,2026,4,14.7,G24364,73.8
TB2-S03,Sigma,2026,5,8.1,G23231,73.9
TB2-S03,Sigma,2026,6,9.8,G23419,69.6
TB2-S04,Sigma,2021,1,27.2,G23878,80.7
TB2-S04,Sigma,2021,2,15.7,G23902,80.6
TB2-S04,Sigma,2021,3,13.8,G23902,75.7
TB2-S04,Sigma,2021,4,10.2,G23264,74.2
TB2-S04,Sigma,2021,5,4.6,G24109,72.7
TB2-S04,Sigma,2021,6,4.0,G23264,80.5
TB2-S04,Sigma,2021,7,5.0,G23419,70.5
TB2-S04,Sigma,2021,8,14.6,G22028,74.8
TB2-S04,Sigma,2021,9,14.0,G22712,76.0
TB2-S04,Sigma,2021,10,8.0,G21049,77.8
TB2-S04,Sigma,2021,11,11.2,G24364,74.2
TB2-S04,Sigma,2021,12,9.4,G23419,75.4
TB2-S04,Sigma,2022,1,7.3,G22347,76.0
TB2-S04,Sigma,2022,2,13.4,G22691,71.0
TB2-S04,Sigma,2022,3,7.1,G22982,70.7
TB2-S04,Sigma,2022,4,8.4,G25356,74.4
TB2-S04,Sigma,2022,5,14.9,G23264,80.6
TB2-S04,Sigma,2022,6,10.7,G23592,73.8
TB2-S04,Sigma,2022,7,11.3,G22471,74.8
TB2-S04,Sigma,2022,8,11.8,G25920,72.0
TB2-S04,Sigma,2022,9,12.2,G25920,77.4
TB2-S04,Sigma,2022,10,10.9,G09565,74.6
TB2-S04,Sigma,2022,11,16.4,G25920,78.4
TB2-S04,Sigma,2022,12,9.1,G24109,69.5
TB2-S04,Sigma,2023,1,20.4,G23461,77.1
TB2-S04,Sigma,2023,2,14.4,G22986,71.6
TB2-S04,Sigma,2023,3,18.2,G17402,77.6
TB2-S04,Sigma,2023,4,20.0,G18430,75.1
TB2-S04,Sigma,2023,5,8.7,G22347,73.6
TB2-S04,Sigma,2023,6,20.8,G23461,73.0
TB2-S04,Sigma,2023,7,8.2,G23592,78.5
TB2-S04,Sigma,2023,8,14.4,G09565,78.2
