person_id,year,age_group,pullups_count,run_3km_minutes,pullup_score,run_score,fitness_score,result
G25102,2024,1,7,16.83,45.0,61.7,53.4,Fail
G25102,2025,1,12,14.82,70.0,81.8,75.9,Pass
G25102,2026,1,18,14.65,100.0,83.5,91.8,Pass
G13541,2024,3,22,10.36,100.0,100.0,100.0,Pass
G13541,2025,3,20,10.26,100.0,100.0,100.0,Pass
G13541,2026,3,23,12.29,100.0,100.0,100.0,Pass
G23338,2022,1,15,15.85,85.0,71.5,78.3,Pass
G23338,2023,1,15,13.16,85.0,98.4,91.7,Pass
G23338,2024,1,16,14.95,90.0,80.5,85.3,Pass
G23338,2025,1,13,12.34,75.0,100.0,87.5,Pass
G23338,2026,1,18,15.25,100.0,77.5,88.8,Pass
G21587,2021,1,13,16.21,75.0,67.9,71.5,Pass
G21587,2022,1,13,17.21,75.0,57.9,66.5,Pass
G21587,2023,1,15,14.56,85.0,84.4,84.7,Pass
G21587,2024,1,17,14.17,95.0,88.3,91.7,Pass
G21587,2025,1,17,15.04,95.0,79.6,87.3,Pass
G21587,2026,1,19,15.55,100.0,74.5,87.3,Pass
G08482,2021,3,18,12.59,100.0,100.0,100.0,Pass
G08482,2022,3,21,13.73,100.0,100.0,100.0,Pass
G08482,2023,4,29,13.73,100.0,100.0,100.0,Pass
G08482,2024,4,26,11.34,100.0,100.0,100.0,Pass
G08482,2025,4,24,12.62,100.0,100.0,100.0,Pass
G08482,2026,4,18,14.35,100.0,100.0,100.0,Pass
G25255,2024,1,9,13.82,55.0,91.8,73.4,Pass
G25255,2025,1,14,15.46,80.0,75.4,77.7,Pass
G25255,2026,1,13,15.19,75.0,78.1,76.6,Pass
AO97199,2021,5,3,13.16,29.3,100.0,64.7,Pass
AO97199,2022,5,0,12.17,10.0,100.0,55.0,Fail
AO97199,2023,5,1,15.24,16.4,97.6,57.0,Fail
AO97199,2024,5,2,15.61,22.9,93.9,58.4,Fail
AO97199,2025,5,4,15.94,35.7,90.6,63.2,Pass
AO97199,2026,5,7,12.77,55.0,100.0,77.5,Pass
AO16486,2022,2,13,13.85,78.8,96.5,87.7,Pass
AO16486,2023,2,17,15.22,100.0,82.8,91.4,Pass
AO16486,2024,3,12,16.15,77.5,78.5,78.0,Pass
AO16486,2025,3,12,12.52,77.5,100.0,88.8,Pass
AO16486,2026,3,14,16.3,88.8,77.0,82.9,Pass
AO12560,2022,3,11,17.66,71.9,63.4,67.7,Pass
AO12560,2023,3,15,14.19,94.4,98.1,96.3,Pass
AO12560,2024,3,10,11.82,66.2,100.0,83.1,Pass
AO12560,2025,3,5,13.3,38.1,100.0,69.1,Pass
AO12560,2026,4,14,13.06,94.0,100.0,97.0,Pass
G15848,2023,2,22,13.45,100.0,100.0,100.0,Pass
G15848,2024,2,25,12.03,100.0,100.0,100.0,Pass
G15848,2025,3,22,12.56,100.0,100.0,100.0,Pass
G15848,2026,3,25,12.35,100.0,100.0,100.0,Pass
AO13826,2021,2,13,15.76,78.8,77.4,78.1,Pass
AO13826,2022,3,16,14.06,100.0,99.4,99.7,Pass
AO13826,2023,3,11,12.2,71.9,100.0,86.0,Pass
AO13826,2024,3,6,15.39,43.8,86.1,65.0,Pass
AO13826,2025,3,12,16.37,77.5,76.3,76.9,Pass
AO13826,2026,3,13,13.43,83.1,100.0,91.6,Pass
AO21460,2022,1,13,10.96,75.0,100.0,87.5,Pass
AO21460,2023,1,11,11.03,65.0,100.0,82.5,Pass
AO21460,2024,2,14,15.98,84.1,75.2,79.7,Pass
AO21460,2025,2,6,10.06,41.8,100.0,70.9,Pass
AO21460,2026,2,11,11.15,68.2,100.0,84.1,Pass
AO18804,2024,2,14,12.77,84.1,100.0,92.1,Pass
AO18804,2025,2,19,18.93,100.0,45.7,72.9,Pass
AO18804,2026,2,12,14.65,73.5,88.5,81.0,Pass
AO17999,2024,2,6,13.32,41.8,100.0,70.9,Pass
AO17999,2025,2,9,16.04,57.6,74.6,66.1,Pass
AO17999,2026,3,16,16.71,100.0,72.9,86.5,Pass
AO21945,2023,1,14,14.73,80.0,82.7,81.4,Pass
AO21945,2024,1,9,13.9,55.0,91.0,73.0,Pass
AO21945,2025,2,6,11.14,41.8,100.0,70.9,Pass
AO21945,2026,2,9,12.15,57.6,100.0,78.8,Pass
AO22715,2021,1,14,10.16,80.0,100.0,90.0,Pass
AO22715,2022,1,9,16.69,55.0,63.1,59.1,Fail
AO22715,2023,1,10,15.28,60.0,77.2,68.6,Pass
AO22715,2024,1,14,9.67,80.0,100.0,90.0,Pass
AO22715,2025,2,10,13.69,62.9,98.1,80.5,Pass
AO22715,2026,2,14,10.98,84.1,100.0,92.1,Pass
AO16664,2024,3,13,11.83,83.1,100.0,91.6,Pass
AO16664,2025,3,11,15.12,71.9,88.8,80.4,Pass
AO16664,2026,3,9,17.03,60.6,69.7,65.2,Pass
AO24322,2023,1,18,12.14,100.0,100.0,100.0,Pass
AO24322,2024,1,18,12.26,100.0,100.0,100.0,Pass
AO24322,2025,1,15,11.92,85.0,100.0,92.5,Pass
AO24322,2026,2,19,12.77,100.0,100.0,100.0,Pass
AO24715,2023,1,16,14.32,90.0,86.8,88.4,Pass
AO24715,2024,1,14,13.8,80.0,92.0,86.0,Pass
AO24715,2025,1,12,12.51,70.0,100.0,85.0,Pass
AO24715,2026,1,15,9.99,85.0,100.0,92.5,Pass
AO16557,2021,1,14,14.62,80.0,83.8,81.9,Pass
AO16557,2022,2,12,15.13,73.5,83.7,78.6,Pass
AO16557,2023,2,11,13.09,68.2,100.0,84.1,Pass
AO16557,2024,2,12,14.85,73.5,86.5,80.0,Pass
AO16557,2025,2,10,12.46,62.9,100.0,81.5,Pass
AO16557,2026,2,15,14.07,89.4,94.3,91.9,Pass
AO20423,2022,1,18,14.9,100.0,81.0,90.5,Pass
AO20423,2023,2,6,13.21,41.8,100.0,70.9,Pass
AO20423,2024,2,17,13.27,100.0,100.0,100.0,Pass
AO20423,2025,2,16,15.16,94.7,83.4,89.1,Pass
AO20423,2026,2,13,12.39,78.8,100.0,89.4,Pass
AO15870,2022,2,15,13.42,89.4,100.0,94.7,Pass
AO15870,2023,2,14,12.78,84.1,100.0,92.1,Pass
AO15870,2024,3,4,13.54,32.5,100.0,66.3,Pass
AO15870,2025,3,9,16.51,60.6,74.9,67.8,Pass
AO15870,2026,3,8,12.61,55.0,100.0,77.5,Pass
AO17162,2021,2,8,11.97,52.4,100.0,76.2,Pass
AO17162,2022,2,14,13.3,84.1,100.0,92.1,Pass
AO17162,2023,2,8,13.91,52.4,95.9,74.2,Pass
AO17162,2024,2,10,11.39,62.9,100.0,81.5,Pass
AO17162,2025,3,10,13.38,66.2,100.0,83.1,Pass
AO17162,2026,3,12,13.73,77.5,100.0,88.8,Pass
AO24225,2024,1,17,13.16,95.0,98.4,96.7,Pass
AO24225,2025,1,15,14.17,85.0,88.3,86.7,Pass
AO24225,2026,1,19,15.56,100.0,74.4,87.2,Pass
AO24481,2024,1,14,14.69,80.0,83.1,81.6,Pass
AO24481,2025,1,15,11.41,85.0,100.0,92.5,Pass
AO24481,2026,1,20,11.99,100.0,100.0,100.0,Pass
AO12508,2023,3,4,12.46,32.5,100.0,66.3,Pass
AO12508,2024,3,4,16.12,32.5,78.8,55.7,Fail
AO12508,2025,3,7,16.5,49.4,75.0,62.2,Pass
AO12508,2026,4,3,13.52,28.0,100.0,64.0,Pass
AO23007,2023,1,19,13.81,100.0,91.9,96.0,Pass
AO23007,2024,1,17,13.11,95.0,98.9,97.0,Pass
AO23007,2025,1,16,14.06,90.0,89.4,89.7,Pass
AO23007,2026,1,22,17.0,100.0,60.0,80.0,Pass
AO21316,2021,1,11,13.58,65.0,94.2,79.6,Pass
AO21316,2022,1,12,14.83,70.0,81.7,75.9,Pass
AO21316,2023,1,15,16.19,85.0,68.1,76.6,Pass
AO21316,2024,1,10,11.65,60.0,100.0,80.0,Pass
AO21316,2025,1,12,13.76,70.0,92.4,81.2,Pass
AO21316,2026,2,7,11.3,47.1,100.0,73.6,Pass
AO21906,2021,1,21,12.81,100.0,100.0,100.0,Pass
AO21906,2022,1,19,12.71,100.0,100.0,100.0,Pass
AO21906,2023,1,17,12.03,95.0,100.0,97.5,Pass
AO21906,2024,2,10,14.85,62.9,86.5,74.7,Pass
AO21906,2025,2,15,11.66,89.4,100.0,94.7,Pass
AO21906,2026,2,12,14.82,73.5,86.8,80.2,Pass
AO24203,2023,1,13,12.18,75.0,100.0,87.5,Pass
AO24203,2024,1,17,12.99,95.0,100.0,97.5,Pass
AO24203,2025,1,17,10.98,95.0,100.0,97.5,Pass
AO24203,2026,1,13,13.88,75.0,91.2,83.1,Pass
AO20690,2024,1,17,15.87,95.0,71.3,83.2,Pass
AO20690,2025,1,13,13.13,75.0,98.7,86.9,Pass
AO20690,2026,2,13,9.0,78.8,100.0,89.4,Pass
AO19316,2021,1,12,12.18,70.0,100.0,85.0,Pass
AO19316,2022,1,13,14.36,75.0,86.4,80.7,Pass
AO19316,2023,1,13,14.35,75.0,86.5,80.8,Pass
AO19316,2024,1,13,15.07,75.0,79.3,77.2,Pass
AO19316,2025,2,10,13.02,62.9,100.0,81.5,Pass
AO19316,2026,2,12,14.13,73.5,93.7,83.6,Pass
AO20211,2022,1,20,11.4,100.0,100.0,100.0,Pass
AO20211,2023,1,12,15.56,70.0,74.4,72.2,Pass
AO20211,2024,1,11,11.63,65.0,100.0,82.5,Pass
AO20211,2025,1,14,13.36,80.0,96.4,88.2,Pass
AO20211,2026,1,17,13.86,95.0,91.4,93.2,Pass
AO14299,2021,2,14,15.27,84.1,82.3,83.2,Pass
AO14299,2022,3,14,11.98,88.8,100.0,94.4,Pass
AO14299,2023,3,14,16.99,88.8,70.1,79.5,Pass
AO14299,2024,3,13,14.62,83.1,93.8,88.5,Pass
AO14299,2025,3,11,13.85,71.9,100.0,86.0,Pass
AO14299,2026,3,10,11.37,66.2,100.0,83.1,Pass
AO23728,2023,1,20,12.9,100.0,100.0,100.0,Pass
AO23728,2024,1,19,11.37,100.0,100.0,100.0,Pass
AO23728,2025,1,17,13.35,95.0,96.5,95.8,Pass
AO23728,2026,1,15,12.63,85.0,100.0,92.5,Pass
AO22709,2024,1,10,10.87,60.0,100.0,80.0,Pass
AO22709,2025,1,18,13.1,100.0,99.0,99.5,Pass
AO22709,2026,2,17,13.34,100.0,100.0,100.0,Pass
AO18592,2021,2,10,17.66,62.9,58.4,60.7,Pass
AO18592,2022,2,9,15.07,57.6,84.3,71.0,Pass
AO18592,2023,2,10,14.68,62.9,88.2,75.6,Pass
AO18592,2024,2,6,12.33,41.8,100.0,70.9,Pass
AO18592,2025,3,8,14.66,55.0,93.4,74.2,Pass
AO18592,2026,3,8,13.93,55.0,100.0,77.5,Pass
AO18652,2024,2,12,15.14,73.5,83.6,78.6,Pass
AO18652,2025,2,10,13.28,62.9,100.0,81.5,Pass
AO18652,2026,3,13,13.33,83.1,100.0,91.6,Pass
AO24038,2024,1,17,14.52,95.0,84.8,89.9,Pass
AO24038,2025,1,15,13.28,85.0,97.2,91.1,Pass
AO24038,2026,1,17,12.25,95.0,100.0,97.5,Pass
AO23051,2023,1,11,11.31,65.0,100.0,82.5,Pass
AO23051,2024,1,10,13.82,60.0,91.8,75.9,Pass
AO23051,2025,1,17,14.22,95.0,87.8,91.4,Pass
AO23051,2026,2,17,12.9,100.0,100.0,100.0,Pass
AO25210,2024,1,21,12.09,100.0,100.0,100.0,Pass
AO25210,2025,1,13,9.05,75.0,100.0,87.5,Pass
AO25210,2026,1,15,11.47,85.0,100.0,92.5,Pass
AO25050,2024,1,18,10.03,100.0,100.0,100.0,Pass
AO25050,2025,1,18,13.18,100.0,98.2,99.1,Pass
AO25050,2026,1,16,12.23,90.0,100.0,95.0,Pass
AO24602,2024,1,22,12.5,100.0,100.0,100.0,Pass
AO24602,2025,1,16,15.95,90.0,70.5,80.3,Pass
AO24602,2026,1,14,12.57,80.0,100.0,90.0,Pass
AO23001,2023,1,20,14.58,100.0,84.2,92.1,Pass
AO23001,2024,1,16,9.72,90.0,100.0,95.0,Pass
AO23001,2025,1,19,14.37,100.0,86.3,93.2,Pass
AO23001,2026,1,13,13.47,75.0,95.3,85.2,Pass
AO16430,2021,1,14,13.2,80.0,98.0,89.0,Pass
AO16430,2022,2,14,11.84,84.1,100.0,92.1,Pass
AO16430,2023,2,12,15.25,73.5,82.5,78.0,Pass
AO16430,2024,2,14,11.49,84.1,100.0,92.1,Pass
AO16430,2025,2,8,15.26,52.4,82.4,67.4,Pass
AO16430,2026,2,18,16.05,100.0,74.5,87.3,Pass
AO23143,2023,1,15,10.41,85.0,100.0,92.5,Pass
AO23143,2024,1,15,14.49,85.0,85.1,85.1,Pass
AO23143,2025,1,17,12.79,95.0,100.0,97.5,Pass
AO23143,2026,1,11,12.95,65.0,100.0,82.5,Pass
AO24756,2023,1,2,13.55,20.0,94.5,57.3,Fail
AO24756,2024,1,12,13.99,70.0,90.1,80.1,Pass
AO24756,2025,1,14,14.82,80.0,81.8,80.9,Pass
AO24756,2026,1,11,10.85,65.0,100.0,82.5,Pass
AO12366,2021,2,18,14.34,100.0,91.6,95.8,Pass
AO12366,2022,3,10,16.55,66.2,74.5,70.4,Pass
AO12366,2023,3,13,14.45,83.1,95.5,89.3,Pass
AO12366,2024,3,8,14.36,55.0,96.4,75.7,Pass
AO12366,2025,3,7,14.91,49.4,90.9,70.2,Pass
AO12366,2026,3,9,12.73,60.6,100.0,80.3,Pass
AO24395,2023,1,18,11.07,100.0,100.0,100.0,Pass
AO24395,2024,1,16,10.45,90.0,100.0,95.0,Pass
AO24395,2025,1,23,14.28,100.0,87.2,93.6,Pass
AO24395,2026,1,17,11.6,95.0,100.0,97.5,Pass
AO23430,2023,1,16,12.49,90.0,100.0,95.0,Pass
AO23430,2024,1,15,15.01,85.0,79.9,82.5,Pass
AO23430,2025,1,21,12.18,100.0,100.0,100.0,Pass
AO23430,2026,1,11,12.56,65.0,100.0,82.5,Pass
AO24998,2024,1,20,16.41,100.0,65.9,83.0,Pass
AO24998,2025,1,17,13.23,95.0,97.7,96.4,Pass
AO24998,2026,1,11,11.48,65.0,100.0,82.5,Pass
G22440,2022,1,13,13.31,75.0,96.9,86.0,Pass
G22440,2023,1,16,16.19,90.0,68.1,79.1,Pass
G22440,2024,1,18,15.15,100.0,78.5,89.3,Pass
G22440,2025,1,15,14.3,85.0,87.0,86.0,Pass
G22440,2026,1,18,14.05,100.0,89.5,94.8,Pass
G11589,2022,3,20,13.57,100.0,100.0,100.0,Pass
G11589,2023,3,22,14.31,100.0,96.9,98.5,Pass
G11589,2024,3,24,13.37,100.0,100.0,100.0,Pass
G11589,2025,3,23,12.94,100.0,100.0,100.0,Pass
G11589,2026,4,28,13.52,100.0,100.0,100.0,Pass
G23771,2022,1,18,13.99,100.0,90.1,95.1,Pass
G23771,2023,1,16,15.06,90.0,79.4,84.7,Pass
G23771,2024,1,20,14.71,100.0,82.9,91.5,Pass
G23771,2025,1,17,15.52,95.0,74.8,84.9,Pass
G23771,2026,1,20,15.51,100.0,74.9,87.5,Pass
G17117,2021,1,18,10.7,100.0,100.0,100.0,Pass
G17117,2022,1,22,12.96,100.0,100.0,100.0,Pass
G17117,2023,2,19,12.64,100.0,100.0,100.0,Pass
G17117,2024,2,21,11.51,100.0,100.0,100.0,Pass
G17117,2025,2,18,11.03,100.0,100.0,100.0,Pass
G17117,2026,2,22,11.37,100.0,100.0,100.0,Pass
G15417,2024,2,18,13.58,100.0,99.2,99.6,Pass
G15417,2025,2,23,12.67,100.0,100.0,100.0,Pass
G15417,2026,3,23,15.02,100.0,89.8,94.9,Pass
G24483,2024,1,9,17.23,55.0,57.7,56.4,Fail
G24483,2025,1,11,13.9,65.0,91.0,78.0,Pass
G24483,2026,1,19,14.51,100.0,84.9,92.5,Pass
G24819,2023,1,15,16.83,85.0,61.7,73.4,Pass
G24819,2024,1,10,13.93,60.0,90.7,75.4,Pass
G24819,2025,1,13,15.78,75.0,72.2,73.6,Pass
G24819,2026,1,18,16.86,100.0,61.4,80.7,Pass
G22927,2021,1,17,12.43,95.0,100.0,97.5,Pass
G22927,2022,1,21,14.81,100.0,81.9,91.0,Pass
G22927,2023,1,15,15.75,85.0,72.5,78.8,Pass
G22927,2024,1,15,13.31,85.0,96.9,91.0,Pass
G22927,2025,1,14,14.74,80.0,82.6,81.3,Pass
G22927,2026,1,18,12.02,100.0,100.0,100.0,Pass
G24599,2023,1,17,17.31,95.0,56.9,76.0,Pass
G24599,2024,1,11,17.04,65.0,59.6,62.3,Pass
G24599,2025,1,15,13.92,85.0,90.8,87.9,Pass
G24599,2026,1,14,12.83,80.0,100.0,90.0,Pass
G25161,2024,1,15,14.03,85.0,89.7,87.4,Pass
G25161,2025,1,6,13.36,40.0,96.4,68.2,Pass
G25161,2026,1,12,17.07,70.0,59.3,64.7,Pass
G13723,2021,2,16,13.14,94.7,100.0,97.4,Pass
G13723,2022,2,21,14.52,100.0,89.8,94.9,Pass
G13723,2023,3,16,11.18,100.0,100.0,100.0,Pass
G13723,2024,3,24,13.67,100.0,100.0,100.0,Pass
G13723,2025,3,24,12.07,100.0,100.0,100.0,Pass
G13723,2026,3,24,14.95,100.0,90.5,95.3,Pass
G24135,2023,1,14,12.55,80.0,100.0,90.0,Pass
G24135,2024,1,19,15.48,100.0,75.2,87.6,Pass
G24135,2025,1,11,12.77,65.0,100.0,82.5,Pass
G24135,2026,1,19,15.97,100.0,70.3,85.2,Pass
G21624,2021,1,20,13.92,100.0,90.8,95.4,Pass
G21624,2022,1,10,12.6,60.0,100.0,80.0,Pass
G21624,2023,1,18,11.86,100.0,100.0,100.0,Pass
G21624,2024,1,15,12.42,85.0,100.0,92.5,Pass
G21624,2025,1,16,13.49,90.0,95.1,92.6,Pass
G21624,2026,2,15,15.17,89.4,83.3,86.4,Pass
G08986,2024,4,28,11.08,100.0,100.0,100.0,Pass
G08986,2025,4,27,11.4,100.0,100.0,100.0,Pass
G08986,2026,4,21,15.54,100.0,89.6,94.8,Pass
G21223,2023,1,10,11.95,60.0,100.0,80.0,Pass
G21223,2024,1,21,13.14,100.0,98.6,99.3,Pass
G21223,2025,1,21,16.46,100.0,65.4,82.7,Pass
G21223,2026,1,17,16.1,95.0,69.0,82.0,Pass
G23268,2023,1,18,16.54,100.0,64.6,82.3,Pass
G23268,2024,1,17,12.37,95.0,100.0,97.5,Pass
G23268,2025,1,19,14.62,100.0,83.8,91.9,Pass
G23268,2026,1,13,13.12,75.0,98.8,86.9,Pass
G25106,2024,1,7,10.97,45.0,100.0,72.5,Pass
G25106,2025,1,13,11.65,75.0,100.0,87.5,Pass
G25106,2026,1,10,17.67,60.0,53.3,56.7,Fail
G25990,2024,1,9,18.28,55.0,47.2,51.1,Fail
G25990,2025,1,10,13.1,60.0,99.0,79.5,Pass
G25990,2026,1,14,13.5,80.0,95.0,87.5,Pass
G15161,2021,2,22,11.59,100.0,100.0,100.0,Pass
G15161,2022,2,19,13.79,100.0,97.1,98.6,Pass
G15161,2023,2,21,13.35,100.0,100.0,100.0,Pass
G15161,2024,2,20,15.24,100.0,82.6,91.3,Pass
G15161,2025,3,23,16.74,100.0,72.6,86.3,Pass
G15161,2026,3,20,10.83,100.0,100.0,100.0,Pass
G22969,2022,1,14,13.29,80.0,97.1,88.6,Pass
G22969,2023,1,19,14.86,100.0,81.4,90.7,Pass
G22969,2024,1,20,12.43,100.0,100.0,100.0,Pass
G22969,2025,1,14,15.62,80.0,73.8,76.9,Pass
G22969,2026,1,12,11.83,70.0,100.0,85.0,Pass
G25008,2024,1,12,15.67,70.0,73.3,71.7,Pass
G25008,2025,1,10,14.34,60.0,86.6,73.3,Pass
G25008,2026,1,15,14.09,85.0,89.1,87.1,Pass
G24879,2023,1,13,19.43,75.0,35.7,55.4,Fail
G24879,2024,1,12,14.28,70.0,87.2,78.6,Pass
G24879,2025,1,14,10.56,80.0,100.0,90.0,Pass
G24879,2026,1,15,14.49,85.0,85.1,85.1,Pass
G16019,2022,2,18,13.1,100.0,100.0,100.0,Pass
G16019,2023,2,21,14.33,100.0,91.7,95.9,Pass
G16019,2024,2,23,13.33,100.0,100.0,100.0,Pass
G16019,2025,2,26,15.17,100.0,83.3,91.7,Pass
G16019,2026,3,22,10.41,100.0,100.0,100.0,Pass
G24796,2023,1,13,15.59,75.0,74.1,74.6,Pass
G24796,2024,1,9,12.76,55.0,100.0,77.5,Pass
G24796,2025,1,17,15.17,95.0,78.3,86.7,Pass
G24796,2026,1,12,14.68,70.0,83.2,76.6,Pass
G23895,2023,1,16,13.31,90.0,96.9,93.5,Pass
G23895,2024,1,17,12.97,95.0,100.0,97.5,Pass
G23895,2025,1,11,12.74,65.0,100.0,82.5,Pass
G23895,2026,1,17,14.3,95.0,87.0,91.0,Pass
G21967,2024,1,18,15.01,100.0,79.9,90.0,Pass
G21967,2025,2,22,12.04,100.0,100.0,100.0,Pass
G21967,2026,2,19,12.15,100.0,100.0,100.0,Pass
G24128,2023,1,15,13.58,85.0,94.2,89.6,Pass
G24128,2024,1,15,14.72,85.0,82.8,83.9,Pass
G24128,2025,1,12,15.4,70.0,76.0,73.0,Pass
G24128,2026,1,12,17.54,70.0,54.6,62.3,Pass
G17208,2021,1,22,11.89,100.0,100.0,100.0,Pass
G17208,2022,2,19,12.29,100.0,100.0,100.0,Pass
G17208,2023,2,22,15.48,100.0,80.2,90.1,Pass
G17208,2024,2,22,16.22,100.0,72.8,86.4,Pass
G17208,2025,2,25,10.28,100.0,100.0,100.0,Pass
G17208,2026,2,20,10.26,100.0,100.0,100.0,Pass
G23922,2023,1,19,14.87,100.0,81.3,90.7,Pass
G23922,2024,1,12,14.63,70.0,83.7,76.9,Pass
G23922,2025,1,12,13.81,70.0,91.9,81.0,Pass
G23922,2026,1,12,16.19,70.0,68.1,69.1,Pass
G11685,2021,2,19,13.14,100.0,100.0,100.0,Pass
G11685,2022,2,24,11.2,100.0,100.0,100.0,Pass
G11685,2023,3,20,13.26,100.0,100.0,100.0,Pass
G11685,2024,3,21,12.12,100.0,100.0,100.0,Pass
G11685,2025,3,23,12.16,100.0,100.0,100.0,Pass
G11685,2026,3,19,12.04,100.0,100.0,100.0,Pass
G23964,2024,1,18,15.1,100.0,79.0,89.5,Pass
G23964,2025,1,11,16.8,65.0,62.0,63.5,Pass
G23964,2026,1,17,16.02,95.0,69.8,82.4,Pass
G24038,2023,1,13,16.42,75.0,65.8,70.4,Pass
G24038,2024,1,14,12.49,80.0,100.0,90.0,Pass
G24038,2025,1,15,15.09,85.0,79.1,82.1,Pass
G24038,2026,1,12,13.08,70.0,99.2,84.6,Pass
G23945,2022,1,18,15.96,100.0,70.4,85.2,Pass
G23945,2023,1,15,12.66,85.0,100.0,92.5,Pass
G23945,2024,1,17,13.47,95.0,95.3,95.2,Pass
G23945,2025,1,21,13.6,100.0,94.0,97.0,Pass
G23945,2026,1,14,14.02,80.0,89.8,84.9,Pass
G10758,2021,3,18,10.79,100.0,100.0,100.0,Pass
G10758,2022,3,16,13.86,100.0,100.0,100.0,Pass
G10758,2023,3,20,13.53,100.0,100.0,100.0,Pass
G10758,2024,3,24,11.14,100.0,100.0,100.0,Pass
G10758,2025,3,24,12.68,100.0,100.0,100.0,Pass
G10758,2026,4,25,11.33,100.0,100.0,100.0,Pass
G08002,2022,3,22,12.75,100.0,100.0,100.0,Pass
G08002,2023,3,27,15.24,100.0,87.6,93.8,Pass
G08002,2024,4,18,13.1,100.0,100.0,100.0,Pass
G08002,2025,4,20,13.35,100.0,100.0,100.0,Pass
G08002,2026,4,25,12.6,100.0,100.0,100.0,Pass
G24250,2023,1,17,15.2,95.0,78.0,86.5,Pass
G24250,2024,1,11,13.74,65.0,92.6,78.8,Pass
G24250,2025,1,9,12.29,55.0,100.0,77.5,Pass
G24250,2026,1,12,17.33,70.0,56.7,63.4,Pass
G24010,2023,1,17,13.76,95.0,92.4,93.7,Pass
G24010,2024,1,15,12.92,85.0,100.0,92.5,Pass
G24010,2025,1,12,12.62,70.0,100.0,85.0,Pass
G24010,2026,1,13,14.56,75.0,84.4,79.7,Pass
G24043,2023,1,9,14.82,55.0,81.8,68.4,Pass
G24043,2024,1,10,16.88,60.0,61.2,60.6,Pass
G24043,2025,1,15,14.64,85.0,83.6,84.3,Pass
G24043,2026,1,14,13.45,80.0,95.5,87.8,Pass
G22635,2024,1,13,14.7,75.0,83.0,79.0,Pass
G22635,2025,1,18,14.29,100.0,87.1,93.6,Pass
G22635,2026,1,12,15.08,70.0,79.2,74.6,Pass
G22413,2022,1,22,13.07,100.0,99.3,99.7,Pass
G22413,2023,1,16,14.36,90.0,86.4,88.2,Pass
G22413,2024,1,13,12.76,75.0,100.0,87.5,Pass
G22413,2025,1,20,16.72,100.0,62.8,81.4,Pass
G22413,2026,1,14,14.45,80.0,85.5,82.8,Pass
G21070,2023,1,16,11.88,90.0,100.0,95.0,Pass
G21070,2024,1,9,12.58,55.0,100.0,77.5,Pass
G21070,2025,1,15,15.06,85.0,79.4,82.2,Pass
G21070,2026,2,16,15.21,94.7,82.9,88.8,Pass
G23299,2022,1,20,10.45,100.0,100.0,100.0,Pass
G23299,2023,1,19,12.73,100.0,100.0,100.0,Pass
G23299,2024,1,18,16.11,100.0,68.9,84.5,Pass
G23299,2025,1,20,14.23,100.0,87.7,93.9,Pass
G23299,2026,1,13,15.13,75.0,78.7,76.9,Pass
G25915,2024,1,9,15.2,55.0,78.0,66.5,Pass
G25915,2025,1,14,17.06,80.0,59.4,69.7,Pass
G25915,2026,1,12,12.06,70.0,100.0,85.0,Pass
G22473,2021,1,19,15.94,100.0,70.6,85.3,Pass
G22473,2022,1,19,16.59,100.0,64.1,82.1,Pass
G22473,2023,1,11,11.85,65.0,100.0,82.5,Pass
G22473,2024,1,19,12.03,100.0,100.0,100.0,Pass
G22473,2025,1,14,12.02,80.0,100.0,90.0,Pass
G22473,2026,1,17,12.57,95.0,100.0,97.5,Pass
G24309,2023,1,15,15.73,85.0,72.7,78.9,Pass
G24309,2024,1,16,15.71,90.0,72.9,81.5,Pass
G24309,2025,1,13,12.36,75.0,100.0,87.5,Pass
G24309,2026,1,10,16.35,60.0,66.5,63.3,Pass
G18175,2024,2,24,14.99,100.0,85.1,92.6,Pass
G18175,2025,2,20,13.86,100.0,96.4,98.2,Pass
G18175,2026,2,22,12.95,100.0,100.0,100.0,Pass
G10138,2022,3,24,15.03,100.0,89.7,94.9,Pass
G10138,2023,3,26,11.77,100.0,100.0,100.0,Pass
G10138,2024,3,22,13.71,100.0,100.0,100.0,Pass
G10138,2025,3,21,12.38,100.0,100.0,100.0,Pass
G10138,2026,4,22,13.44,100.0,100.0,100.0,Pass
G24284,2024,1,15,14.33,85.0,86.7,85.9,Pass
G24284,2025,1,14,14.88,80.0,81.2,80.6,Pass
G24284,2026,1,20,13.56,100.0,94.4,97.2,Pass
G22544,2022,1,12,13.5,70.0,95.0,82.5,Pass
G22544,2023,1,16,12.94,90.0,100.0,95.0,Pass
G22544,2024,1,14,15.82,80.0,71.8,75.9,Pass
G22544,2025,1,14,14.34,80.0,86.6,83.3,Pass
G22544,2026,1,19,14.53,100.0,84.7,92.4,Pass
G14731,2024,2,19,11.77,100.0,100.0,100.0,Pass
G14731,2025,3,22,11.37,100.0,100.0,100.0,Pass
G14731,2026,3,27,12.43,100.0,100.0,100.0,Pass
G23763,2022,1,9,13.81,55.0,91.9,73.5,Pass
G23763,2023,1,12,16.36,70.0,66.4,68.2,Pass
G23763,2024,1,18,11.49,100.0,100.0,100.0,Pass
G23763,2025,1,17,13.65,95.0,93.5,94.3,Pass
G23763,2026,1,18,14.16,100.0,88.4,94.2,Pass
G08568,2024,4,22,13.16,100.0,100.0,100.0,Pass
