person_id,department,year,month,planned_missions,completed_missions,cancelled_missions,flight_hours_real,flight_hours_training,flight_hours_combat,flight_hours_test,flight_hours_simulator,avg_temperature_c,avg_wind_speed_kmh,dominant_weather,primary_cancellation_reason
AO15626,Gamma,2023,1,1,1,0,16.33,0.0,16.33,0.0,3.92,3.7,27.3,Clear,
AO15626,Gamma,2023,3,1,1,0,16.66,16.66,0.0,0.0,0.84,16.8,13.6,Clear,
AO15626,Gamma,2023,4,2,2,0,33.67,15.42,0.0,18.25,4.85,16.0,25.6,Clear,
AO15626,Gamma,2023,5,4,4,0,64.0,34.62,14.27,15.11,2.86,14.7,22.8,Clear,
AO15626,Gamma,2023,6,3,3,0,50.75,15.71,19.81,15.23,2.47,30.7,41.1,Clear,
AO15626,Gamma,2023,7,3,3,0,54.79,37.739999999999995,17.05,0.0,2.28,29.6,22.9,Clear,
AO15626,Gamma,2023,8,2,2,0,38.43,18.43,20.0,0.0,2.44,29.7,40.3,Clear,
AO15626,Gamma,2023,12,1,1,0,18.76,0.0,18.76,0.0,4.28,3.1,30.1,Windy,
AO15626,Gamma,2024,1,1,1,0,17.89,0.0,17.89,0.0,3.92,1.5,7.9,Cloudy,
AO15626,Gamma,2024,3,2,2,0,36.46,36.46,0.0,0.0,6.38,13.7,20.1,Cloudy,
AO15626,Gamma,2024,4,1,1,0,17.17,0.0,17.17,0.0,7.4,14.4,23.6,Clear,
AO15626,Gamma,2024,5,1,1,0,17.48,0.0,17.48,0.0,3.53,17.0,19.1,Clear,
AO15626,Gamma,2024,9,2,2,0,38.510000000000005,0.0,19.35,19.16,3.61,14.5,8.1,Cloudy,
AO15626,Gamma,2025,2,1,1,0,15.49,0.0,0.0,15.49,4.51,2.3,27.8,Clear,
AO15626,Gamma,2025,5,2,2,0,37.57,0.0,18.64,18.93,6.26,16.4,27.0,Clear,
AO15626,Gamma,2025,6,3,3,0,54.06,0.0,17.27,36.790000000000006,4.87,31.1,27.5,Clear,
AO15626,Gamma,2025,7,4,4,0,64.68,31.75,0.0,32.93000000000001,4.89,29.2,39.7,Clear,
AO15626,Gamma,2025,8,1,1,0,12.44,0.0,12.44,0.0,3.37,29.8,24.9,Clear,
AO15626,Gamma,2025,9,3,3,0,55.480000000000004,35.99,19.49,0.0,3.99,13.7,39.7,Rainy,
AO15626,Gamma,2025,10,1,1,0,14.83,0.0,14.83,0.0,5.5,15.7,22.5,Cloudy,
AO15626,Gamma,2025,12,1,1,0,17.56,0.0,0.0,17.56,2.54,2.7,35.8,Cloudy,
AO15626,Gamma,2026,1,1,1,0,17.78,0.0,0.0,17.78,5.21,3.3,13.5,Cloudy,
AO15626,Gamma,2026,3,1,1,0,19.38,0.0,19.38,0.0,2.93,15.4,30.3,Cloudy,
AO15635,Alpha,2021,4,4,4,0,68.93,36.35,0.0,32.58,2.24,16.4,41.3,Clear,
AO15635,Alpha,2021,5,3,3,0,46.66,15.2,16.07,15.39,3.62,16.9,14.5,Clear,
AO15635,Alpha,2021,6,5,5,0,93.41,53.42,19.99,20.0,4.25,30.4,41.2,Clear,
AO15635,Alpha,2021,7,2,2,0,29.310000000000002,15.73,13.58,0.0,1.67,28.0,40.2,Clear,
AO15635,Alpha,2021,8,5,5,0,88.49000000000001,51.72,36.769999999999996,0.0,1.4,29.2,7.4,Clear,
AO15635,Alpha,2021,9,2,2,0,36.07,17.18,18.89,0.0,7.02,14.0,27.6,Cloudy,
AO15635,Alpha,2021,10,2,2,0,31.479999999999997,16.33,0.0,15.15,6.94,12.5,11.6,Rainy,
AO15635,Alpha,2021,11,1,1,0,15.91,0.0,15.91,0.0,5.2,14.3,44.3,Clear,
AO15635,Alpha,2021,12,4,4,0,65.86,17.96,47.9,0.0,6.84,3.6,28.4,Clear,
AO15635,Alpha,2022,1,5,5,0,84.04,33.800000000000004,16.58,33.66,1.49,2.2,21.9,Clear,
AO15635,Alpha,2022,3,2,2,0,32.02,0.0,32.02,0.0,4.88,17.6,29.6,Cloudy,
AO15635,Alpha,2022,4,2,2,0,32.760000000000005,0.0,32.760000000000005,0.0,5.57,15.4,13.2,Clear,
AO15635,Alpha,2022,5,1,1,0,16.77,0.0,0.0,16.77,5.53,16.4,16.5,Clear,
AO15635,Alpha,2022,6,1,1,0,16.74,0.0,16.74,0.0,7.07,28.9,5.2,Clear,
AO15635,Alpha,2022,7,1,1,0,18.22,0.0,0.0,18.22,8.04,30.7,22.8,Clear,
AO15635,Alpha,2022,9,1,1,0,18.47,0.0,18.47,0.0,3.47,13.0,9.8,Cloudy,
AO15635,Alpha,2022,10,1,1,0,16.29,16.29,0.0,0.0,7.16,13.2,15.7,Clear,
AO15635,Alpha,2022,11,1,1,0,19.12,0.0,19.12,0.0,4.39,14.5,16.9,Cloudy,
AO15635,Alpha,2022,12,1,1,0,18.62,0.0,18.62,0.0,5.0,3.3,10.1,Clear,
AO15635,Alpha,2023,3,1,1,0,18.74,0.0,0.0,18.74,4.07,15.4,44.2,Clear,
AO15635,Alpha,2023,4,2,2,0,30.65,14.25,16.4,0.0,4.01,16.2,13.2,Clear,
AO15635,Alpha,2023,5,1,1,0,11.9,11.9,0.0,0.0,3.48,16.3,18.3,Clear,
AO15635,Alpha,2023,8,1,1,0,18.26,0.0,18.26,0.0,3.17,28.2,20.9,Clear,
AO15635,Alpha,2023,9,1,1,0,16.82,16.82,0.0,0.0,5.29,13.9,21.8,Cloudy,
AO15635,Alpha,2023,11,1,1,0,16.61,0.0,0.0,16.61,5.23,13.3,21.5,Cloudy,
AO15635,Alpha,2024,4,1,1,0,16.09,16.09,0.0,0.0,5.66,16.7,25.2,Clear,
AO15635,Alpha,2024,5,2,2,0,31.63,16.43,15.2,0.0,2.69,15.8,23.8,Clear,
AO15635,Alpha,2024,6,1,1,0,18.38,0.0,18.38,0.0,4.05,30.3,35.0,Clear,
AO15635,Alpha,2024,7,2,2,0,35.17,0.0,19.72,15.45,8.09,29.5,14.7,Clear,
AO15635,Alpha,2024,9,1,1,0,14.03,14.03,0.0,0.0,4.04,13.1,12.0,Cloudy,
AO15635,Alpha,2024,12,1,1,0,19.78,0.0,0.0,19.78,6.35,4.3,33.3,Clear,
AO15635,Alpha,2025,3,1,1,0,17.66,0.0,17.66,0.0,4.41,16.6,10.9,Clear,
AO15635,Alpha,2025,5,1,1,0,13.99,0.0,13.99,0.0,10.37,16.4,5.8,Clear,
AO15635,Alpha,2025,8,1,1,0,18.88,18.88,0.0,0.0,7.35,31.3,41.9,Clear,
AO15635,Alpha,2025,9,1,1,0,16.48,0.0,16.48,0.0,4.03,13.9,32.3,Clear,
AO15635,Alpha,2025,10,1,1,0,14.78,14.78,0.0,0.0,1.85,14.8,44.9,Clear,
AO15635,Alpha,2026,2,1,1,0,16.36,16.36,0.0,0.0,4.07,3.4,36.4,Rainy,
AO15635,Alpha,2026,3,1,1,0,19.08,19.08,0.0,0.0,6.27,15.0,33.1,Clear,
AO15635,Alpha,2026,4,2,2,0,32.05,32.05,0.0,0.0,2.25,14.4,30.7,Cloudy,
AO15635,Alpha,2026,5,2,2,0,36.099999999999994,36.099999999999994,0.0,0.0,2.95,16.5,14.1,Clear,
AO15635,Alpha,2026,6,3,3,0,50.42,32.21,18.21,0.0,5.41,28.3,30.7,Clear,
AO15781,Delta,2022,10,3,3,0,50.88,50.88,0.0,0.0,4.0,15.5,6.1,Cloudy,
AO15781,Delta,2022,11,2,2,0,37.519999999999996,37.519999999999996,0.0,0.0,8.9,13.8,32.5,Clear,
AO15781,Delta,2022,12,2,2,0,32.22,17.82,0.0,14.4,5.24,2.9,35.4,Cloudy,
AO15781,Delta,2023,1,2,2,0,33.010000000000005,0.0,33.010000000000005,0.0,6.91,1.9,29.4,Rainy,
AO15781,Delta,2023,2,1,1,0,15.04,15.04,0.0,0.0,3.5,4.7,16.4,Cloudy,
AO15781,Delta,2023,6,5,5,0,80.3,33.72,46.58,0.0,6.76,29.3,30.3,Clear,
AO15781,Delta,2023,7,2,2,0,36.07,18.15,17.92,0.0,6.3,28.8,45.0,Clear,
AO15781,Delta,2023,9,1,1,0,17.39,17.39,0.0,0.0,3.65,14.3,32.7,Cloudy,
AO15781,Delta,2023,10,1,1,0,17.48,0.0,0.0,17.48,4.04,13.4,23.6,Clear,
AO15781,Delta,2023,12,1,1,0,20.0,0.0,0.0,20.0,3.65,3.9,6.9,Clear,
AO15781,Delta,2024,1,1,1,0,13.57,13.57,0.0,0.0,4.51,4.6,11.7,Windy,
AO15781,Delta,2024,2,1,1,0,16.28,0.0,16.28,0.0,2.09,1.6,6.0,Cloudy,
AO15781,Delta,2024,3,1,1,0,16.99,16.99,0.0,0.0,4.47,14.7,22.8,Clear,
AO15781,Delta,2024,4,1,1,0,16.28,16.28,0.0,0.0,7.51,16.0,18.2,Clear,
AO15781,Delta,2024,6,1,1,0,17.92,17.92,0.0,0.0,2.43,31.1,41.3,Clear,
AO15781,Delta,2024,7,1,1,0,16.61,16.61,0.0,0.0,7.04,30.4,19.8,Clear,
AO15781,Delta,2024,8,2,2,0,32.900000000000006,32.900000000000006,0.0,0.0,7.05,29.2,9.9,Clear,
AO15781,Delta,2024,10,2,2,0,34.269999999999996,0.0,19.9,14.37,1.66,13.7,32.9,Cloudy,
AO15781,Delta,2024,11,1,1,0,20.0,0.0,0.0,20.0,7.3,14.5,43.1,Cloudy,
AO15781,Delta,2025,1,1,1,0,12.25,0.0,0.0,12.25,5.33,2.8,15.4,Windy,
AO15781,Delta,2025,2,2,2,0,34.31,0.0,17.31,17.0,4.41,2.2,8.3,Rainy,
AO15781,Delta,2025,3,1,1,0,17.05,17.05,0.0,0.0,3.64,14.4,16.6,Clear,
AO15781,Delta,2025,4,1,1,0,18.68,0.0,18.68,0.0,7.61,16.7,33.9,Clear,
AO15781,Delta,2025,6,1,1,0,18.53,0.0,18.53,0.0,2.18,30.8,14.9,Clear,
AO15781,Delta,2025,7,1,1,0,19.22,19.22,0.0,0.0,5.7,30.1,26.1,Clear,
AO15781,Delta,2025,10,1,1,0,19.46,19.46,0.0,0.0,4.79,15.0,25.7,Windy,
AO15781,Delta,2026,1,1,1,0,16.56,0.0,0.0,16.56,4.74,2.4,22.4,Cloudy,
AO15781,Delta,2026,2,1,1,0,18.05,0.0,0.0,18.05,4.98,4.3,40.8,Windy,
AO15781,Delta,2026,3,1,1,0,17.03,17.03,0.0,0.0,7.63,15.9,31.9,Clear,
AO15781,Delta,2026,4,1,1,0,14.77,14.77,0.0,0.0,7.07,16.2,39.0,Cloudy,
AO15781,Delta,2026,5,2,2,0,34.650000000000006,0.0,34.650000000000006,0.0,3.92,16.5,21.2,Clear,
AO15781,Delta,2026,6,2,2,0,32.6,32.6,0.0,0.0,3.57,30.9,14.0,Clear,
AO15870,Beta,2022,9,18,18,0,57.5,24.37,9.31,23.82,5.29,14.8,36.8,Clear,
AO15870,Beta,2022,10,8,8,0,24.84,12.0,9.77,3.07,3.51,14.9,31.9,Clear,
AO15870,Beta,2022,11,3,3,0,10.82,4.0,2.82,4.0,6.18,12.8,36.3,Cloudy,
AO15870,Beta,2022,12,6,6,0,23.07,12.0,11.07,0.0,0.84,3.1,43.2,Cloudy,
AO15870,Beta,2023,1,9,9,0,32.89,17.23,7.66,8.0,4.22,3.7,11.2,Cloudy,
AO15870,Beta,2023,2,8,8,0,32.0,4.0,28.0,0.0,5.26,2.5,8.5,Rainy,
AO15870,Beta,2023,3,6,6,0,23.32,4.0,19.32,0.0,7.03,15.6,37.7,Cloudy,
AO15870,Beta,2023,4,9,9,0,29.89,17.89,4.0,8.0,4.16,17.0,44.8,Clear,
AO15870,Beta,2023,5,16,16,0,56.32,23.4,23.79,9.129999999999999,3.0,16.9,36.4,Clear,
AO15870,Beta,2023,6,18,18,0,66.77,15.82,30.37,20.58,6.15,30.5,27.4,Clear,
AO15870,Beta,2023,7,13,13,0,51.59,20.0,16.0,15.59,3.74,30.2,5.4,Clear,
AO15870,Beta,2023,8,8,8,0,27.04,14.379999999999999,8.66,4.0,6.15,29.9,28.1,Clear,
AO15870,Beta,2023,9,7,7,0,25.12,12.0,9.120000000000001,4.0,6.83,14.6,14.4,Cloudy,
AO15870,Beta,2023,10,13,13,0,42.67,21.58,0.0,21.09,4.37,12.7,22.7,Clear,
AO15870,Beta,2023,11,7,7,0,24.45,10.0,4.0,10.45,9.82,15.6,28.9,Clear,
AO15870,Beta,2023,12,5,5,0,20.0,8.0,4.0,8.0,4.5,1.6,32.4,Clear,
AO15870,Beta,2024,1,2,2,0,6.04,0.0,4.0,2.04,5.8,3.1,38.4,Windy,
AO15870,Beta,2024,2,2,2,0,8.0,0.0,4.0,4.0,4.11,2.3,43.7,Cloudy,
AO15870,Beta,2024,3,5,5,0,20.0,12.0,4.0,4.0,5.37,16.7,33.2,Clear,
AO15870,Beta,2024,4,7,7,0,16.55,12.030000000000001,0.98,3.54,1.46,17.3,43.9,Clear,
AO15870,Beta,2024,5,10,10,0,37.13,7.54,25.59,4.0,5.02,15.8,27.8,Clear,
AO15870,Beta,2024,6,7,7,0,22.11,17.36,0.75,4.0,5.31,30.9,43.0,Clear,
AO15870,Beta,2024,7,9,9,0,31.79,20.5,0.0,11.29,3.83,31.1,6.9,Clear,
AO15870,Beta,2024,8,9,9,0,30.31,9.19,13.68,7.4399999999999995,7.02,30.1,12.2,Clear,
AO15870,Beta,2024,9,7,7,0,23.41,11.15,8.26,4.0,7.69,13.9,10.4,Clear,
AO15870,Beta,2024,10,4,4,0,16.0,0.0,8.0,8.0,4.42,13.1,6.3,Clear,
AO15870,Beta,2024,11,2,2,0,8.0,0.0,4.0,4.0,7.5,12.6,33.0,Clear,
AO15870,Beta,2025,1,2,2,0,8.0,8.0,0.0,0.0,5.83,3.7,8.7,Cloudy,
AO15870,Beta,2025,2,3,3,0,12.0,12.0,0.0,0.0,3.83,4.0,10.2,Cloudy,
AO15870,Beta,2025,3,1,1,0,4.0,4.0,0.0,0.0,2.19,15.5,24.8,Cloudy,
AO15870,Beta,2025,4,4,4,0,15.49,11.49,0.0,4.0,5.62,16.6,17.5,Clear,
AO15870,Beta,2025,5,4,4,0,10.76,6.76,4.0,0.0,4.1,16.6,41.1,Clear,
AO15870,Beta,2025,6,6,6,0,19.54,6.33,9.21,4.0,3.61,31.6,18.7,Clear,
AO15870,Beta,2025,7,6,6,0,16.33,12.21,4.12,0.0,3.95,29.2,34.3,Clear,
AO15870,Beta,2025,8,4,4,0,15.68,4.0,7.68,4.0,4.18,30.2,7.7,Clear,
AO15870,Beta,2025,9,4,4,0,13.45,3.94,9.51,0.0,4.54,15.1,33.0,Clear,
AO15870,Beta,2025,10,2,2,0,5.01,5.01,0.0,0.0,6.95,14.2,43.8,Clear,
AO15870,Beta,2025,11,2,2,0,8.0,8.0,0.0,0.0,4.48,14.2,27.2,Clear,
AO15870,Beta,2025,12,4,4,0,11.74,9.469999999999999,2.27,0.0,5.41,1.6,37.1,Cloudy,
AO15870,Beta,2026,1,1,1,0,4.0,0.0,4.0,0.0,5.33,2.1,11.9,Cloudy,
AO15870,Beta,2026,2,2,2,0,8.0,8.0,0.0,0.0,6.57,2.4,30.0,Rainy,
AO15870,Beta,2026,3,4,4,0,14.3,2.3,12.0,0.0,0.92,16.3,27.2,Clear,
AO15870,Beta,2026,4,2,2,0,8.0,4.0,4.0,0.0,5.35,16.3,10.2,Clear,
AO15870,Beta,2026,5,5,5,0,19.939999999999998,4.0,4.0,11.94,5.54,16.0,9.3,Clear,
AO15870,Beta,2026,6,8,8,0,30.04,18.04,12.0,0.0,4.29,30.0,39.3,Clear,
AO16212,Sigma,2021,12,4,4,0,69.28,20.0,34.68,14.6,3.35,3.0,16.9,Clear,
AO16212,Sigma,2022,1,1,1,0,14.76,14.76,0.0,0.0,2.53,4.3,29.0,Rainy,
AO16212,Sigma,2022,2,1,1,0,16.63,16.63,0.0,0.0,7.65,3.0,26.5,Cloudy,
AO16212,Sigma,2022,3,2,2,0,33.980000000000004,18.34,15.64,0.0,5.75,15.3,22.8,Clear,
AO16212,Sigma,2022,4,2,2,0,34.36,0.0,16.95,17.41,1.35,16.6,38.4,Clear,
AO16212,Sigma,2022,5,7,7,0,118.23,17.11,84.02,17.1,6.3,17.1,11.2,Cloudy,
AO16212,Sigma,2022,6,1,1,0,18.0,18.0,0.0,0.0,2.8,29.2,41.1,Clear,
AO16212,Sigma,2022,7,5,5,0,87.38,39.65,32.370000000000005,15.36,7.44,30.6,36.6,Clear,
AO16212,Sigma,2022,8,5,5,0,87.65,33.540000000000006,20.0,34.11,4.93,31.1,26.4,Clear,
AO16212,Sigma,2022,9,1,1,0,18.42,0.0,18.42,0.0,7.99,13.0,23.0,Rainy,
AO16212,Sigma,2022,10,1,1,0,17.91,0.0,17.91,0.0,6.93,15.3,26.2,Cloudy,
AO16212,Sigma,2022,11,1,1,0,17.7,0.0,0.0,17.7,6.46,14.0,44.6,Cloudy,
AO16212,Sigma,2022,12,1,1,0,17.46,17.46,0.0,0.0,6.75,3.9,37.8,Cloudy,
AO16212,Sigma,2023,1,3,3,0,50.129999999999995,36.019999999999996,0.0,14.11,5.77,4.7,31.7,Cloudy,
AO16212,Sigma,2023,2,2,2,0,36.66,36.66,0.0,0.0,0.33,2.6,22.8,Clear,
AO16212,Sigma,2023,4,1,1,0,13.15,13.15,0.0,0.0,8.25,14.6,38.1,Clear,
AO16212,Sigma,2023,5,2,2,0,28.97,15.49,13.48,0.0,4.64,15.4,8.3,Clear,
AO16212,Sigma,2023,6,2,2,0,35.05,0.0,0.0,35.05,4.53,29.5,17.5,Clear,
AO16212,Sigma,2023,7,1,1,0,16.43,0.0,16.43,0.0,2.64,29.9,27.8,Clear,
AO16212,Sigma,2023,8,2,2,0,33.65,0.0,0.0,33.65,6.68,30.6,38.1,Clear,
AO16212,Sigma,2023,9,2,2,0,33.44,19.21,14.23,0.0,4.44,14.1,31.2,Cloudy,
AO16212,Sigma,2023,10,2,2,0,34.599999999999994,0.0,16.54,18.06,3.11,14.3,31.0,Cloudy,
AO16212,Sigma,2023,11,1,1,0,14.76,0.0,14.76,0.0,6.78,12.8,26.6,Clear,
AO16212,Sigma,2023,12,1,1,0,16.57,0.0,0.0,16.57,2.32,4.0,13.0,Clear,
AO16212,Sigma,2024,1,1,1,0,18.48,0.0,18.48,0.0,5.36,3.6,32.8,Cloudy,
AO16212,Sigma,2024,2,2,2,0,30.700000000000003,0.0,17.37,13.33,6.82,3.5,34.1,Cloudy,
AO16212,Sigma,2024,3,1,1,0,18.9,18.9,0.0,0.0,5.99,16.3,7.3,Clear,
AO16212,Sigma,2024,5,2,2,0,28.130000000000003,28.130000000000003,0.0,0.0,6.66,16.0,35.3,Clear,
AO16212,Sigma,2024,8,1,1,0,19.04,0.0,0.0,19.04,5.25,30.9,24.0,Clear,
AO16212,Sigma,2024,12,1,1,0,17.95,0.0,17.95,0.0,7.6,4.0,33.9,Rainy,
AO16212,Sigma,2025,3,1,1,0,17.7,17.7,0.0,0.0,6.73,16.4,40.8,Clear,
AO16212,Sigma,2025,6,1,1,0,15.9,0.0,15.9,0.0,2.98,29.6,18.6,Clear,
AO16212,Sigma,2025,9,1,1,0,18.8,0.0,18.8,0.0,5.88,14.1,35.5,Cloudy,
AO16212,Sigma,2025,10,2,2,0,35.55,19.77,15.78,0.0,7.33,14.5,29.5,Clear,
AO16212,Sigma,2026,1,1,1,0,15.52,0.0,15.52,0.0,6.79,3.4,38.6,Cloudy,
AO16212,Sigma,2026,2,1,1,0,15.35,0.0,15.35,0.0,4.91,2.6,15.4,Rainy,
AO16212,Sigma,2026,5,3,3,0,50.4,33.13,0.0,17.27,4.99,16.0,17.5,Clear,
AO16242,Delta,2021,5,13,13,0,211.54,115.06,96.48,0.0,0.0,16.6,9.9,Clear,
AO16242,Delta,2021,6,10,10,0,165.11,62.07,68.34,34.7,4.14,30.8,44.9,Clear,
AO16242,Delta,2021,7,13,13,0,221.07999999999998,92.03,76.14,52.91,5.75,30.2,44.9,Clear,
AO16242,Delta,2021,8,13,13,0,210.29999999999998,96.8,81.53,31.97,6.97,29.5,22.8,Clear,
AO16242,Delta,2021,9,9,9,0,151.34,96.73,36.07,18.54,5.1,13.0,36.7,Clear,
AO16242,Delta,2021,10,7,7,0,121.84,88.65,0.0,33.19,4.68,14.7,14.3,Clear,
AO16242,Delta,2021,11,2,2,0,33.480000000000004,16.31,17.17,0.0,3.61,13.5,27.5,Clear,
AO16242,Delta,2021,12,4,4,0,64.0,16.59,29.9,17.51,1.39,3.2,11.0,Cloudy,
AO16242,Delta,2022,1,1,1,0,14.61,14.61,0.0,0.0,4.8,4.8,29.3,Cloudy,
AO16242,Delta,2022,2,4,4,0,59.09,28.36,30.73,0.0,8.24,2.1,26.3,Rainy,
AO16242,Delta,2022,3,2,2,0,30.08,15.78,14.3,0.0,5.74,15.2,36.0,Clear,
AO16242,Delta,2022,4,6,6,0,105.32000000000001,54.730000000000004,0.0,50.59,11.07,15.8,27.7,Clear,
AO16242,Delta,2022,5,4,4,0,64.89,48.92,15.97,0.0,6.21,16.5,15.0,Clear,
AO16242,Delta,2022,6,5,5,0,88.67,35.88,16.08,36.71,1.88,29.7,20.8,Clear,
AO16242,Delta,2022,7,3,3,0,53.42,17.55,0.0,35.87,7.31,29.6,13.8,Clear,
AO16242,Delta,2022,8,9,9,0,157.95,38.71,71.96,47.28,2.46,30.3,34.7,Clear,
AO16242,Delta,2022,9,4,4,0,67.48,20.0,34.23,13.25,5.03,15.1,42.6,Rainy,
AO16242,Delta,2022,10,2,2,0,32.19,15.31,16.88,0.0,3.51,15.5,42.6,Cloudy,
AO16242,Delta,2022,11,2,2,0,37.68,19.69,17.99,0.0,2.87,13.8,40.5,Clear,
AO16242,Delta,2022,12,2,2,0,30.5,15.26,15.24,0.0,6.29,2.9,20.0,Cloudy,
AO16242,Delta,2023,2,1,1,0,15.59,0.0,15.59,0.0,3.96,4.7,35.8,Cloudy,
AO16242,Delta,2023,3,1,1,0,17.58,0.0,0.0,17.58,2.97,17.2,38.1,Clear,
AO16242,Delta,2023,4,1,1,0,20.0,20.0,0.0,0.0,5.89,14.2,38.0,Clear,
AO16242,Delta,2023,5,5,5,0,87.57,35.260000000000005,36.04,16.27,4.78,15.4,29.4,Clear,
AO16242,Delta,2023,6,4,4,0,72.31,54.97,17.34,0.0,7.49,29.3,28.2,Clear,
AO16242,Delta,2023,7,3,3,0,51.230000000000004,18.01,15.42,17.8,3.81,28.8,21.5,Clear,
AO16242,Delta,2023,8,1,1,0,18.57,0.0,18.57,0.0,2.71,29.4,23.3,Clear,
AO16242,Delta,2023,9,3,3,0,52.96,16.51,36.45,0.0,2.97,14.3,30.5,Cloudy,
AO16242,Delta,2023,10,2,2,0,35.29,18.82,16.47,0.0,3.93,13.4,28.8,Clear,
AO16242,Delta,2024,2,1,1,0,17.61,0.0,17.61,0.0,6.27,1.6,13.8,Cloudy,
AO16242,Delta,2024,4,2,2,0,34.36,18.17,0.0,16.19,3.81,16.0,19.4,Clear,
AO16242,Delta,2024,5,1,1,0,20.0,0.0,0.0,20.0,5.61,14.5,6.6,Clear,
AO16242,Delta,2024,6,1,1,0,16.36,0.0,0.0,16.36,3.48,31.1,14.0,Clear,
AO16242,Delta,2024,8,1,1,0,11.99,11.99,0.0,0.0,4.46,29.2,39.2,Clear,
AO16242,Delta,2024,10,2,2,0,33.5,17.03,0.0,16.47,5.02,13.7,23.1,Cloudy,
AO16242,Delta,2024,12,1,1,0,18.7,0.0,18.7,0.0,5.49,4.4,7.6,Clear,
AO16242,Delta,2025,1,1,1,0,15.31,0.0,0.0,15.31,5.08,2.8,22.5,Windy,
AO16242,Delta,2025,2,1,1,0,20.0,20.0,0.0,0.0,6.42,2.2,22.4,Rainy,
AO16242,Delta,2025,5,2,2,0,35.66,0.0,35.66,0.0,5.12,15.5,41.2,Clear,
AO16242,Delta,2026,1,1,1,0,17.31,17.31,0.0,0.0,5.62,2.4,44.2,Cloudy,
AO16242,Delta,2026,4,1,1,0,15.79,0.0,0.0,15.79,4.59,16.2,21.8,Cloudy,
AO16360,Delta,2021,3,2,2,0,31.92,0.0,31.92,0.0,6.59,14.6,23.0,Clear,
AO16360,Delta,2021,4,6,6,0,99.12,45.0,37.41,16.71,12.24,15.4,29.3,Clear,
AO16360,Delta,2021,5,11,11,0,193.81,50.21,73.36,70.24,4.04,16.6,33.0,Clear,
AO16360,Delta,2021,6,5,5,0,89.36,17.75,54.47,17.14,3.51,30.8,8.1,Clear,
AO16360,Delta,2021,7,7,7,0,120.05000000000001,106.09,13.96,0.0,5.66,30.2,12.5,Clear,
AO16360,Delta,2021,8,5,5,0,89.35,18.5,32.25,38.6,4.37,29.5,38.3,Clear,
AO16360,Delta,2021,9,6,6,0,98.07,49.78,48.29,0.0,6.57,13.0,33.7,Clear,
AO16360,Delta,2021,10,2,2,0,35.22,18.71,0.0,16.51,5.85,14.7,23.9,Clear,
AO16360,Delta,2021,11,1,1,0,20.0,0.0,20.0,0.0,2.06,13.5,25.2,Clear,
AO16360,Delta,2022,1,2,2,0,35.11,35.11,0.0,0.0,6.23,4.8,41.9,Cloudy,
AO16360,Delta,2022,3,2,2,0,34.0,0.0,15.57,18.43,3.95,15.2,32.4,Clear,
AO16360,Delta,2022,4,1,1,0,15.64,15.64,0.0,0.0,2.18,15.8,34.1,Clear,
AO16360,Delta,2022,5,4,4,0,65.77,0.0,53.45,12.32,5.54,16.5,23.5,Clear,
AO16360,Delta,2022,6,1,1,0,19.55,0.0,19.55,0.0,2.68,29.7,39.1,Clear,
AO16360,Delta,2022,7,1,1,0,17.2,0.0,0.0,17.2,5.57,29.6,19.3,Clear,
AO16360,Delta,2022,8,2,2,0,31.06,31.06,0.0,0.0,4.73,30.3,30.2,Clear,
AO16360,Delta,2022,9,2,2,0,33.45,0.0,17.55,15.9,3.25,15.1,22.2,Rainy,
AO16360,Delta,2022,10,2,2,0,32.17,32.17,0.0,0.0,2.36,15.5,17.1,Cloudy,
AO16360,Delta,2023,2,2,2,0,31.630000000000003,15.44,16.19,0.0,3.77,4.7,29.3,Cloudy,
AO16360,Delta,2023,6,2,2,0,35.26,0.0,35.26,0.0,6.03,29.3,28.2,Clear,
AO16360,Delta,2023,7,1,1,0,18.35,18.35,0.0,0.0,7.21,28.8,10.6,Clear,
AO16360,Delta,2023,8,7,7,0,120.33,44.47,75.86,0.0,5.24,29.4,40.0,Clear,
AO16360,Delta,2023,10,1,1,0,15.5,0.0,15.5,0.0,8.08,13.4,16.8,Clear,
AO16360,Delta,2024,6,1,1,0,13.97,0.0,13.97,0.0,0.38,31.1,6.6,Clear,
AO16360,Delta,2024,7,1,1,0,15.92,0.0,15.92,0.0,8.4,30.4,8.6,Clear,
AO16360,Delta,2024,11,1,1,0,15.65,15.65,0.0,0.0,5.28,14.5,10.4,Cloudy,
AO16360,Delta,2025,3,1,1,0,17.78,17.78,0.0,0.0,8.17,14.4,31.2,Clear,
AO16360,Delta,2025,5,2,2,0,35.7,0.0,17.53,18.17,9.45,15.5,16.9,Clear,
AO16360,Delta,2025,6,1,1,0,16.88,0.0,0.0,16.88,5.64,30.8,41.7,Clear,
AO16360,Delta,2025,7,1,1,0,18.28,18.28,0.0,0.0,5.1,30.1,30.0,Clear,
AO16360,Delta,2025,8,1,1,0,16.07,0.0,16.07,0.0,5.68,30.5,9.6,Clear,
AO16360,Delta,2026,3,1,1,0,16.1,16.1,0.0,0.0,3.2,15.9,23.1,Clear,
AO16430,Beta,2021,9,3,3,0,46.53,0.0,12.79,33.74,2.71,15.0,14.0,Clear,
AO16430,Beta,2021,10,5,5,0,92.77,35.7,37.129999999999995,19.94,4.37,13.8,38.3,Cloudy,
