person_id,department,exam_year,standardization_score,flight_clearance,retake_required,retake_score,final_clearance_status,evaluator_id
AO20080,Sigma,2021,74.4,Cleared,False,,Cleared,AO12830
AO20080,Sigma,2022,80.3,Cleared,False,,Cleared,AO12830
AO20080,Sigma,2023,74.2,Cleared,False,,Cleared,AO12830
AO20080,Sigma,2024,87.4,Cleared,False,,Cleared,AO12830
AO20080,Sigma,2025,72.4,Cleared,False,,Cleared,AO12830
AO20080,Sigma,2026,100.0,Cleared,False,,Cleared,AO12830
AO20164,Alpha,2021,70.0,Cleared,False,,Cleared,AO16543
AO20164,Alpha,2022,87.9,Cleared,False,,Cleared,AO16543
AO20164,Alpha,2023,69.0,Not Cleared,True,83.5,Cleared,AO16543
AO20164,Alpha,2024,81.1,Cleared,False,,Cleared,AO16543
AO20164,Alpha,2025,83.6,Cleared,False,,Cleared,AO16543
AO20164,Alpha,2026,66.8,Not Cleared,True,76.6,Cleared,AO16543
AO20211,Beta,2022,74.3,Cleared,False,,Cleared,AO13826
AO20211,Beta,2023,73.4,Cleared,False,,Cleared,AO13826
AO20211,Beta,2024,68.3,Not Cleared,True,87.2,Cleared,AO13826
AO20211,Beta,2025,88.2,Cleared,False,,Cleared,AO13826
AO20211,Beta,2026,80.9,Cleared,False,,Cleared,AO13826
AO20240,Gamma,2022,69.3,Not Cleared,True,74.4,Cleared,AO18162
AO20240,Gamma,2023,47.8,Not Cleared,True,70.7,Cleared,AO18162
AO20240,Gamma,2024,74.7,Cleared,False,,Cleared,AO18162
AO20240,Gamma,2025,80.0,Cleared,False,,Cleared,AO18162
AO20240,Gamma,2026,80.8,Cleared,False,,Cleared,AO18162
AO20306,Delta,2024,88.7,Cleared,False,,Cleared,AO13387
AO20306,Delta,2025,71.5,Cleared,False,,Cleared,AO13387
AO20306,Delta,2026,69.5,Not Cleared,True,93.3,Cleared,AO13387
AO20321,Sigma,2024,74.5,Cleared,False,,Cleared,AO12830
AO20321,Sigma,2025,66.9,Not Cleared,True,77.2,Cleared,AO12830
AO20321,Sigma,2026,54.8,Not Cleared,True,74.7,Cleared,AO12830
AO20423,Beta,2022,77.9,Cleared,False,,Cleared,AO13826
AO20423,Beta,2023,62.9,Not Cleared,True,85.5,Cleared,AO13826
AO20423,Beta,2024,81.4,Cleared,False,,Cleared,AO13826
AO20423,Beta,2025,86.3,Cleared,False,,Cleared,AO13826
AO20423,Beta,2026,70.8,Cleared,False,,Cleared,AO13826
AO20436,Delta,2022,65.5,Not Cleared,True,73.7,Cleared,AO13387
AO20436,Delta,2023,68.6,Not Cleared,True,77.6,Cleared,AO13387
AO20436,Delta,2024,59.7,Not Cleared,True,67.9,Not Cleared,AO13387
AO20436,Delta,2025,72.5,Cleared,False,,Cleared,AO13387
AO20436,Delta,2026,83.1,Cleared,False,,Cleared,AO13387
AO20473,Alpha,2022,80.2,Cleared,False,,Cleared,AO16543
AO20473,Alpha,2023,77.3,Cleared,False,,Cleared,AO16543
AO20473,Alpha,2024,71.5,Cleared,False,,Cleared,AO16543
AO20473,Alpha,2025,73.8,Cleared,False,,Cleared,AO16543
AO20473,Alpha,2026,70.6,Cleared,False,,Cleared,AO16543
AO20873,Sigma,2022,72.5,Cleared,False,,Cleared,AO12830
AO20873,Sigma,2023,56.5,Not Cleared,True,67.7,Not Cleared,AO12830
AO20873,Sigma,2024,69.5,Not Cleared,True,78.9,Cleared,AO12830
AO20873,Sigma,2025,84.5,Cleared,False,,Cleared,AO12830
AO20873,Sigma,2026,72.7,Cleared,False,,Cleared,AO12830
AO21034,Sigma,2022,72.8,Cleared,False,,Cleared,AO12830
AO21034,Sigma,2023,45.6,Not Cleared,True,67.2,Not Cleared,AO12830
AO21034,Sigma,2024,78.8,Cleared,False,,Cleared,AO12830
AO21034,Sigma,2025,67.4,Not Cleared,True,80.4,Cleared,AO12830
AO21034,Sigma,2026,82.1,Cleared,False,,Cleared,AO12830
AO21091,Delta,2022,59.6,Not Cleared,True,73.3,Cleared,AO13387
AO21091,Delta,2023,82.0,Cleared,False,,Cleared,AO13387
AO21091,Delta,2024,68.4,Not Cleared,True,83.3,Cleared,AO13387
AO21091,Delta,2025,74.4,Cleared,False,,Cleared,AO13387
AO21091,Delta,2026,73.5,Cleared,False,,Cleared,AO13387
AO21206,Gamma,2025,88.9,Cleared,False,,Cleared,AO18162
AO21206,Gamma,2026,56.5,Not Cleared,True,71.1,Cleared,AO18162
AO21263,Sigma,2021,74.6,Cleared,False,,Cleared,AO12830
AO21263,Sigma,2022,83.3,Cleared,False,,Cleared,AO12830
AO21263,Sigma,2023,80.1,Cleared,False,,Cleared,AO12830
AO21263,Sigma,2024,64.0,Not Cleared,True,72.1,Cleared,AO12830
AO21263,Sigma,2025,88.5,Cleared,False,,Cleared,AO12830
AO21263,Sigma,2026,70.4,Cleared,False,,Cleared,AO12830
AO21304,Alpha,2021,89.6,Cleared,False,,Cleared,AO16543
AO21304,Alpha,2022,79.1,Cleared,False,,Cleared,AO16543
AO21304,Alpha,2023,88.8,Cleared,False,,Cleared,AO16543
AO21304,Alpha,2024,92.7,Cleared,False,,Cleared,AO16543
AO21304,Alpha,2025,68.1,Not Cleared,True,82.7,Cleared,AO16543
AO21304,Alpha,2026,80.2,Cleared,False,,Cleared,AO16543
AO21338,Sigma,2024,91.3,Cleared,False,,Cleared,AO12830
AO21338,Sigma,2025,80.2,Cleared,False,,Cleared,AO12830
AO21338,Sigma,2026,87.6,Cleared,False,,Cleared,AO12830
AO21355,Gamma,2025,75.5,Cleared,False,,Cleared,AO18162
AO21355,Gamma,2026,79.2,Cleared,False,,Cleared,AO18162
AO21394,Gamma,2022,73.8,Cleared,False,,Cleared,AO18162
AO21394,Gamma,2023,81.2,Cleared,False,,Cleared,AO18162
AO21394,Gamma,2024,71.1,Cleared,False,,Cleared,AO18162
AO21394,Gamma,2025,82.0,Cleared,False,,Cleared,AO18162
AO21394,Gamma,2026,77.1,Cleared,False,,Cleared,AO18162
AO21429,Gamma,2021,94.5,Cleared,False,,Cleared,AO18162
AO21429,Gamma,2022,68.2,Not Cleared,True,80.6,Cleared,AO18162
AO21429,Gamma,2023,95.3,Cleared,False,,Cleared,AO18162
AO21429,Gamma,2024,89.2,Cleared,False,,Cleared,AO18162
AO21429,Gamma,2025,67.6,Not Cleared,True,84.8,Cleared,AO18162
AO21429,Gamma,2026,100.0,Cleared,False,,Cleared,AO18162
AO21436,Sigma,2021,78.5,Cleared,False,,Cleared,AO12830
AO21436,Sigma,2022,69.8,Not Cleared,True,76.2,Cleared,AO12830
AO21436,Sigma,2023,94.1,Cleared,False,,Cleared,AO12830
AO21436,Sigma,2024,66.2,Not Cleared,True,78.9,Cleared,AO12830
AO21436,Sigma,2025,86.7,Cleared,False,,Cleared,AO12830
AO21436,Sigma,2026,76.7,Cleared,False,,Cleared,AO12830
AO21458,Alpha,2024,83.9,Cleared,False,,Cleared,AO16543
AO21458,Alpha,2025,77.1,Cleared,False,,Cleared,AO16543
AO21458,Alpha,2026,87.7,Cleared,False,,Cleared,AO16543
AO21460,Beta,2023,76.0,Cleared,False,,Cleared,AO13826
AO21460,Beta,2024,77.5,Cleared,False,,Cleared,AO13826
AO21460,Beta,2025,60.2,Not Cleared,True,73.6,Cleared,AO13826
AO21460,Beta,2026,82.0,Cleared,False,,Cleared,AO13826
AO21586,Alpha,2021,94.1,Cleared,False,,Cleared,AO16543
AO21586,Alpha,2022,78.5,Cleared,False,,Cleared,AO16543
AO21586,Alpha,2023,65.3,Not Cleared,True,72.2,Cleared,AO16543
AO21586,Alpha,2024,81.8,Cleared,False,,Cleared,AO16543
AO21586,Alpha,2025,76.3,Cleared,False,,Cleared,AO16543
AO21586,Alpha,2026,94.8,Cleared,False,,Cleared,AO16543
AO21607,Alpha,2022,71.5,Cleared,False,,Cleared,AO16543
AO21607,Alpha,2023,91.7,Cleared,False,,Cleared,AO16543
AO21607,Alpha,2024,73.7,Cleared,False,,Cleared,AO16543
AO21607,Alpha,2025,75.8,Cleared,False,,Cleared,AO16543
AO21607,Alpha,2026,84.5,Cleared,False,,Cleared,AO16543
AO21707,Sigma,2025,69.2,Not Cleared,True,73.9,Cleared,AO12830
AO21707,Sigma,2026,64.7,Not Cleared,True,74.3,Cleared,AO12830
AO21878,Sigma,2022,80.8,Cleared,False,,Cleared,AO12830
AO21878,Sigma,2023,65.6,Not Cleared,True,79.7,Cleared,AO12830
AO21878,Sigma,2024,70.8,Cleared,False,,Cleared,AO12830
AO21878,Sigma,2025,66.4,Not Cleared,True,80.9,Cleared,AO12830
AO21878,Sigma,2026,67.0,Not Cleared,True,72.4,Cleared,AO12830
AO21911,Gamma,2021,80.9,Cleared,False,,Cleared,AO18162
AO21911,Gamma,2022,83.0,Cleared,False,,Cleared,AO18162
AO21911,Gamma,2023,59.7,Not Cleared,True,68.6,Not Cleared,AO18162
AO21911,Gamma,2024,64.4,Not Cleared,True,74.1,Cleared,AO18162
AO21911,Gamma,2025,64.6,Not Cleared,True,73.4,Cleared,AO18162
AO21911,Gamma,2026,67.1,Not Cleared,True,78.0,Cleared,AO18162
AO21945,Beta,2023,60.0,Not Cleared,True,70.2,Cleared,AO13826
AO21945,Beta,2024,72.8,Cleared,False,,Cleared,AO13826
AO21945,Beta,2025,73.9,Cleared,False,,Cleared,AO13826
AO21945,Beta,2026,85.0,Cleared,False,,Cleared,AO13826
AO21963,Delta,2024,72.8,Cleared,False,,Cleared,AO13387
AO21963,Delta,2025,61.2,Not Cleared,True,77.0,Cleared,AO13387
AO21963,Delta,2026,86.6,Cleared,False,,Cleared,AO13387
AO22093,Sigma,2022,73.6,Cleared,False,,Cleared,AO12830
AO22093,Sigma,2023,93.2,Cleared,False,,Cleared,AO12830
AO22093,Sigma,2024,73.6,Cleared,False,,Cleared,AO12830
AO22093,Sigma,2025,69.2,Not Cleared,True,75.6,Cleared,AO12830
AO22093,Sigma,2026,79.5,Cleared,False,,Cleared,AO12830
AO22118,Gamma,2024,58.2,Not Cleared,True,62.1,Not Cleared,AO18162
AO22118,Gamma,2025,81.3,Cleared,False,,Cleared,AO18162
AO22118,Gamma,2026,74.5,Cleared,False,,Cleared,AO18162
AO22207,Delta,2023,70.9,Cleared,False,,Cleared,AO13387
AO22207,Delta,2024,54.5,Not Cleared,True,78.9,Cleared,AO13387
AO22207,Delta,2025,70.9,Cleared,False,,Cleared,AO13387
AO22207,Delta,2026,73.8,Cleared,False,,Cleared,AO13387
AO22316,Delta,2022,98.5,Cleared,False,,Cleared,AO13387
AO22316,Delta,2023,82.2,Cleared,False,,Cleared,AO13387
AO22316,Delta,2024,81.1,Cleared,False,,Cleared,AO13387
AO22316,Delta,2025,77.7,Cleared,False,,Cleared,AO13387
AO22316,Delta,2026,100.0,Cleared,False,,Cleared,AO13387
AO22585,Alpha,2022,100.0,Cleared,False,,Cleared,AO16543
AO22585,Alpha,2023,74.5,Cleared,False,,Cleared,AO16543
AO22585,Alpha,2024,71.9,Cleared,False,,Cleared,AO16543
AO22585,Alpha,2025,91.5,Cleared,False,,Cleared,AO16543
AO22585,Alpha,2026,86.6,Cleared,False,,Cleared,AO16543
AO22617,Sigma,2022,64.5,Not Cleared,True,74.6,Cleared,AO12830
AO22617,Sigma,2023,72.8,Cleared,False,,Cleared,AO12830
AO22617,Sigma,2024,82.9,Cleared,False,,Cleared,AO12830
AO22617,Sigma,2025,77.0,Cleared,False,,Cleared,AO12830
AO22617,Sigma,2026,82.0,Cleared,False,,Cleared,AO12830
AO22645,Sigma,2022,71.1,Cleared,False,,Cleared,AO12830
AO22645,Sigma,2023,84.0,Cleared,False,,Cleared,AO12830
AO22645,Sigma,2024,89.1,Cleared,False,,Cleared,AO12830
AO22645,Sigma,2025,80.0,Cleared,False,,Cleared,AO12830
AO22645,Sigma,2026,71.7,Cleared,False,,Cleared,AO12830
AO22646,Alpha,2022,77.6,Cleared,False,,Cleared,AO16543
AO22646,Alpha,2023,67.9,Not Cleared,True,81.7,Cleared,AO16543
AO22646,Alpha,2024,69.0,Not Cleared,True,82.9,Cleared,AO16543
AO22646,Alpha,2025,75.0,Cleared,False,,Cleared,AO16543
AO22646,Alpha,2026,84.0,Cleared,False,,Cleared,AO16543
AO22701,Alpha,2024,84.5,Cleared,False,,Cleared,AO16543
AO22701,Alpha,2025,52.5,Not Cleared,True,60.8,Not Cleared,AO16543
AO22701,Alpha,2026,86.9,Cleared,False,,Cleared,AO16543
AO22709,Beta,2024,69.2,Not Cleared,True,83.4,Cleared,AO13826
AO22709,Beta,2025,74.2,Cleared,False,,Cleared,AO13826
AO22709,Beta,2026,59.2,Not Cleared,True,68.2,Not Cleared,AO13826
AO22715,Beta,2022,91.5,Cleared,False,,Cleared,AO13826
AO22715,Beta,2023,100.0,Cleared,False,,Cleared,AO13826
AO22715,Beta,2024,78.4,Cleared,False,,Cleared,AO13826
AO22715,Beta,2025,97.8,Cleared,False,,Cleared,AO13826
AO22715,Beta,2026,91.5,Cleared,False,,Cleared,AO13826
AO22788,Sigma,2023,79.6,Cleared,False,,Cleared,AO12830
AO22788,Sigma,2024,73.6,Cleared,False,,Cleared,AO12830
AO22788,Sigma,2025,76.6,Cleared,False,,Cleared,AO12830
AO22788,Sigma,2026,80.8,Cleared,False,,Cleared,AO12830
AO22921,Alpha,2022,74.9,Cleared,False,,Cleared,AO16543
AO22921,Alpha,2023,60.5,Not Cleared,True,70.3,Cleared,AO16543
AO22921,Alpha,2024,93.8,Cleared,False,,Cleared,AO16543
AO22921,Alpha,2025,63.5,Not Cleared,True,77.5,Cleared,AO16543
AO22921,Alpha,2026,69.4,Not Cleared,True,78.4,Cleared,AO16543
AO22937,Alpha,2025,86.5,Cleared,False,,Cleared,AO16543
AO22937,Alpha,2026,86.6,Cleared,False,,Cleared,AO16543
AO22963,Alpha,2022,96.4,Cleared,False,,Cleared,AO16543
AO22963,Alpha,2023,90.2,Cleared,False,,Cleared,AO16543
AO22963,Alpha,2024,80.7,Cleared,False,,Cleared,AO16543
AO22963,Alpha,2025,85.3,Cleared,False,,Cleared,AO16543
AO22963,Alpha,2026,84.0,Cleared,False,,Cleared,AO16543
AO23001,Beta,2023,69.2,Not Cleared,True,81.4,Cleared,AO13826
AO23001,Beta,2024,79.1,Cleared,False,,Cleared,AO13826
AO23001,Beta,2025,64.6,Not Cleared,True,72.9,Cleared,AO13826
AO23001,Beta,2026,85.1,Cleared,False,,Cleared,AO13826
AO23051,Beta,2023,90.3,Cleared,False,,Cleared,AO13826
AO23051,Beta,2024,82.3,Cleared,False,,Cleared,AO13826
AO23051,Beta,2025,74.5,Cleared,False,,Cleared,AO13826
AO23051,Beta,2026,85.8,Cleared,False,,Cleared,AO13826
AO23143,Beta,2024,89.1,Cleared,False,,Cleared,AO13826
AO23143,Beta,2025,62.0,Not Cleared,True,71.2,Cleared,AO13826
AO23143,Beta,2026,90.3,Cleared,False,,Cleared,AO13826
AO23290,Alpha,2023,81.9,Cleared,False,,Cleared,AO16543
AO23290,Alpha,2024,89.4,Cleared,False,,Cleared,AO16543
AO23290,Alpha,2025,83.2,Cleared,False,,Cleared,AO16543
AO23290,Alpha,2026,65.0,Not Cleared,True,72.3,Cleared,AO16543
AO23313,Gamma,2023,76.4,Cleared,False,,Cleared,AO18162
AO23313,Gamma,2024,67.1,Not Cleared,True,80.2,Cleared,AO18162
AO23313,Gamma,2025,76.6,Cleared,False,,Cleared,AO18162
AO23313,Gamma,2026,63.6,Not Cleared,True,77.6,Cleared,AO18162
AO23316,Gamma,2024,81.9,Cleared,False,,Cleared,AO18162
AO23316,Gamma,2025,90.8,Cleared,False,,Cleared,AO18162
AO23316,Gamma,2026,74.7,Cleared,False,,Cleared,AO18162
AO23405,Delta,2024,70.9,Cleared,False,,Cleared,AO13387
AO23405,Delta,2025,69.6,Not Cleared,True,75.5,Cleared,AO13387
AO23405,Delta,2026,74.6,Cleared,False,,Cleared,AO13387
AO23430,Beta,2023,79.3,Cleared,False,,Cleared,AO13826
AO23430,Beta,2024,68.5,Not Cleared,True,78.6,Cleared,AO13826
AO23430,Beta,2025,64.8,Not Cleared,True,76.8,Cleared,AO13826
AO23430,Beta,2026,68.9,Not Cleared,True,83.4,Cleared,AO13826
AO23475,Delta,2023,80.4,Cleared,False,,Cleared,AO13387
AO23475,Delta,2024,79.4,Cleared,False,,Cleared,AO13387
AO23475,Delta,2025,84.2,Cleared,False,,Cleared,AO13387
AO23475,Delta,2026,67.5,Not Cleared,True,74.7,Cleared,AO13387
AO23491,Alpha,2023,79.5,Cleared,False,,Cleared,AO16543
AO23491,Alpha,2024,77.8,Cleared,False,,Cleared,AO16543
AO23491,Alpha,2025,67.0,Not Cleared,True,76.2,Cleared,AO16543
AO23491,Alpha,2026,78.4,Cleared,False,,Cleared,AO16543
AO23557,Gamma,2023,80.4,Cleared,False,,Cleared,AO18162
AO23557,Gamma,2024,63.4,Not Cleared,True,76.0,Cleared,AO18162
AO23557,Gamma,2025,69.9,Not Cleared,True,87.6,Cleared,AO18162
AO23557,Gamma,2026,85.7,Cleared,False,,Cleared,AO18162
AO23681,Sigma,2023,86.6,Cleared,False,,Cleared,AO12830
AO23681,Sigma,2024,100.0,Cleared,False,,Cleared,AO12830
AO23681,Sigma,2025,96.6,Cleared,False,,Cleared,AO12830
AO23681,Sigma,2026,89.1,Cleared,False,,Cleared,AO12830
AO23728,Beta,2023,90.6,Cleared,False,,Cleared,AO13826
AO23728,Beta,2024,85.5,Cleared,False,,Cleared,AO13826
AO23728,Beta,2025,81.3,Cleared,False,,Cleared,AO13826
AO23728,Beta,2026,80.1,Cleared,False,,Cleared,AO13826
AO23780,Sigma,2023,75.8,Cleared,False,,Cleared,AO12830
AO23780,Sigma,2024,91.7,Cleared,False,,Cleared,AO12830
AO23780,Sigma,2025,87.4,Cleared,False,,Cleared,AO12830
AO23780,Sigma,2026,73.5,Cleared,False,,Cleared,AO12830
AO23991,Delta,2023,54.9,Not Cleared,True,74.4,Cleared,AO13387
AO23991,Delta,2024,71.7,Cleared,False,,Cleared,AO13387
AO23991,Delta,2025,72.0,Cleared,False,,Cleared,AO13387
AO23991,Delta,2026,79.5,Cleared,False,,Cleared,AO13387
AO24023,Alpha,2024,80.9,Cleared,False,,Cleared,AO16543
AO24023,Alpha,2025,83.2,Cleared,False,,Cleared,AO16543
AO24023,Alpha,2026,65.0,Not Cleared,True,75.2,Cleared,AO16543
AO24033,Alpha,2024,65.6,Not Cleared,True,77.5,Cleared,AO16543
AO24033,Alpha,2025,97.8,Cleared,False,,Cleared,AO16543
AO24033,Alpha,2026,74.3,Cleared,False,,Cleared,AO16543
AO24038,Beta,2024,95.2,Cleared,False,,Cleared,AO13826
AO24038,Beta,2025,70.1,Cleared,False,,Cleared,AO13826
AO24038,Beta,2026,82.1,Cleared,False,,Cleared,AO13826
AO24080,Gamma,2024,73.8,Cleared,False,,Cleared,AO18162
AO24080,Gamma,2025,71.1,Cleared,False,,Cleared,AO18162
AO24080,Gamma,2026,54.0,Not Cleared,True,60.4,Not Cleared,AO18162
AO24140,Sigma,2024,100.0,Cleared,False,,Cleared,AO12830
AO24140,Sigma,2025,74.7,Cleared,False,,Cleared,AO12830
AO24140,Sigma,2026,78.9,Cleared,False,,Cleared,AO12830
AO24190,Delta,2024,77.1,Cleared,False,,Cleared,AO13387
AO24190,Delta,2025,74.7,Cleared,False,,Cleared,AO13387
AO24190,Delta,2026,78.9,Cleared,False,,Cleared,AO13387
AO24225,Beta,2024,77.3,Cleared,False,,Cleared,AO13826
AO24225,Beta,2025,78.8,Cleared,False,,Cleared,AO13826
AO24225,Beta,2026,91.1,Cleared,False,,Cleared,AO13826
AO24250,Alpha,2024,71.8,Cleared,False,,Cleared,AO16543
AO24250,Alpha,2025,73.0,Cleared,False,,Cleared,AO16543
AO24250,Alpha,2026,73.5,Cleared,False,,Cleared,AO16543
AO24278,Delta,2024,54.2,Not Cleared,True,62.3,Not Cleared,AO13387
AO24278,Delta,2025,72.4,Cleared,False,,Cleared,AO13387
AO24278,Delta,2026,73.9,Cleared,False,,Cleared,AO13387
AO24322,Beta,2024,77.1,Cleared,False,,Cleared,AO13826
AO24322,Beta,2025,81.4,Cleared,False,,Cleared,AO13826
AO24322,Beta,2026,86.2,Cleared,False,,Cleared,AO13826
AO24361,Alpha,2024,67.2,Not Cleared,True,72.7,Cleared,AO16543
AO24361,Alpha,2025,83.3,Cleared,False,,Cleared,AO16543
AO24361,Alpha,2026,80.4,Cleared,False,,Cleared,AO16543
AO24366,Sigma,2024,73.5,Cleared,False,,Cleared,AO12830
AO24366,Sigma,2025,65.5,Not Cleared,True,79.0,Cleared,AO12830
AO24366,Sigma,2026,96.4,Cleared,False,,Cleared,AO12830
AO24395,Beta,2024,81.0,Cleared,False,,Cleared,AO13826
AO24395,Beta,2025,63.1,Not Cleared,True,72.0,Cleared,AO13826
AO24395,Beta,2026,86.5,Cleared,False,,Cleared,AO13826
AO24416,Alpha,2024,85.9,Cleared,False,,Cleared,AO16543
AO24416,Alpha,2025,87.1,Cleared,False,,Cleared,AO16543
AO24416,Alpha,2026,69.9,Not Cleared,True,86.1,Cleared,AO16543
AO24451,Gamma,2024,83.1,Cleared,False,,Cleared,AO18162
AO24451,Gamma,2025,98.3,Cleared,False,,Cleared,AO18162
AO24451,Gamma,2026,86.2,Cleared,False,,Cleared,AO18162
AO24475,Gamma,2024,84.3,Cleared,False,,Cleared,AO18162
AO24475,Gamma,2025,90.5,Cleared,False,,Cleared,AO18162
AO24475,Gamma,2026,74.4,Cleared,False,,Cleared,AO18162
AO24481,Beta,2025,83.3,Cleared,False,,Cleared,AO13826
AO24481,Beta,2026,72.3,Cleared,False,,Cleared,AO13826
AO24578,Delta,2024,62.7,Not Cleared,True,82.9,Cleared,AO13387
AO24578,Delta,2025,86.7,Cleared,False,,Cleared,AO13387
AO24578,Delta,2026,76.8,Cleared,False,,Cleared,AO13387
AO24579,Gamma,2024,91.1,Cleared,False,,Cleared,AO18162
AO24579,Gamma,2025,64.6,Not Cleared,True,72.4,Cleared,AO18162
AO24579,Gamma,2026,90.1,Cleared,False,,Cleared,AO18162
AO24582,Sigma,2025,70.1,Cleared,False,,Cleared,AO12830
AO24582,Sigma,2026,89.8,Cleared,False,,Cleared,AO12830
AO24602,Beta,2024,95.0,Cleared,False,,Cleared,AO13826
AO24602,Beta,2025,79.7,Cleared,False,,Cleared,AO13826
AO24602,Beta,2026,87.0,Cleared,False,,Cleared,AO13826
AO24631,Delta,2024,100.0,Cleared,False,,Cleared,AO13387
AO24631,Delta,2025,83.8,Cleared,False,,Cleared,AO13387
AO24631,Delta,2026,65.0,Not Cleared,True,72.8,Cleared,AO13387
AO24650,Gamma,2024,94.2,Cleared,False,,Cleared,AO18162
AO24650,Gamma,2025,80.1,Cleared,False,,Cleared,AO18162
AO24650,Gamma,2026,74.9,Cleared,False,,Cleared,AO18162
AO24665,Gamma,2024,66.6,Not Cleared,True,82.8,Cleared,AO18162
AO24665,Gamma,2025,96.3,Cleared,False,,Cleared,AO18162
AO24665,Gamma,2026,75.5,Cleared,False,,Cleared,AO18162
AO24715,Beta,2024,85.5,Cleared,False,,Cleared,AO13826
AO24715,Beta,2025,69.2,Not Cleared,True,72.8,Cleared,AO13826
AO24715,Beta,2026,76.3,Cleared,False,,Cleared,AO13826
AO24756,Beta,2024,70.4,Cleared,False,,Cleared,AO13826
AO24756,Beta,2025,75.8,Cleared,False,,Cleared,AO13826
AO24756,Beta,2026,88.9,Cleared,False,,Cleared,AO13826
AO24985,Gamma,2024,74.9,Cleared,False,,Cleared,AO18162
AO24985,Gamma,2025,86.9,Cleared,False,,Cleared,AO18162
AO24985,Gamma,2026,83.1,Cleared,False,,Cleared,AO18162
AO24998,Beta,2024,88.1,Cleared,False,,Cleared,AO13826
AO24998,Beta,2025,87.8,Cleared,False,,Cleared,AO13826
AO24998,Beta,2026,79.8,Cleared,False,,Cleared,AO13826
AO25008,Gamma,2025,66.3,Not Cleared,True,82.4,Cleared,AO18162
AO25008,Gamma,2026,90.4,Cleared,False,,Cleared,AO18162
AO25050,Beta,2025,72.6,Cleared,False,,Cleared,AO13826
AO25050,Beta,2026,78.6,Cleared,False,,Cleared,AO13826
AO25112,Sigma,2025,74.8,Cleared,False,,Cleared,AO12830
AO25112,Sigma,2026,75.1,Cleared,False,,Cleared,AO12830
AO25165,Sigma,2025,92.6,Cleared,False,,Cleared,AO12830
AO25165,Sigma,2026,63.1,Not Cleared,True,88.4,Cleared,AO12830
AO25183,Sigma,2025,87.9,Cleared,False,,Cleared,AO12830
AO25183,Sigma,2026,78.4,Cleared,False,,Cleared,AO12830
AO25210,Beta,2025,72.2,Cleared,False,,Cleared,AO13826
AO25210,Beta,2026,74.4,Cleared,False,,Cleared,AO13826
AO25328,Alpha,2025,67.0,Not Cleared,True,77.0,Cleared,AO16543
AO25328,Alpha,2026,78.8,Cleared,False,,Cleared,AO16543
AO25376,Sigma,2025,78.1,Cleared,False,,Cleared,AO12830
AO25376,Sigma,2026,86.3,Cleared,False,,Cleared,AO12830
AO25379,Delta,2025,70.6,Cleared,False,,Cleared,AO13387
AO25379,Delta,2026,73.5,Cleared,False,,Cleared,AO13387
AO25477,Delta,2025,79.9,Cleared,False,,Cleared,AO13387
AO25477,Delta,2026,63.2,Not Cleared,True,75.8,Cleared,AO13387
AO25541,Sigma,2025,75.2,Cleared,False,,Cleared,AO12830
AO25541,Sigma,2026,70.6,Cleared,False,,Cleared,AO12830
AO25607,Delta,2025,76.7,Cleared,False,,Cleared,AO13387
AO25607,Delta,2026,56.1,Not Cleared,True,65.6,Not Cleared,AO13387
AO25711,Delta,2025,88.8,Cleared,False,,Cleared,AO13387
AO25711,Delta,2026,72.7,Cleared,False,,Cleared,AO13387
AO25712,Alpha,2025,77.6,Cleared,False,,Cleared,AO16543
AO25712,Alpha,2026,90.2,Cleared,False,,Cleared,AO16543
AO25736,Gamma,2025,67.5,Not Cleared,True,81.1,Cleared,AO18162
AO25736,Gamma,2026,90.9,Cleared,False,,Cleared,AO18162
AO97199,Beta,2021,71.5,Cleared,False,,Cleared,AO13826
AO97199,Beta,2022,100.0,Cleared,False,,Cleared,AO13826
AO97199,Beta,2023,87.5,Cleared,False,,Cleared,AO13826
AO97199,Beta,2024,82.7,Cleared,False,,Cleared,AO13826
AO97199,Beta,2025,76.7,Cleared,False,,Cleared,AO13826
AO97199,Beta,2026,84.6,Cleared,False,,Cleared,AO13826
AO97317,Gamma,2021,86.1,Cleared,False,,Cleared,AO18162
AO97317,Gamma,2022,74.2,Cleared,False,,Cleared,AO18162
AO97317,Gamma,2023,79.6,Cleared,False,,Cleared,AO18162
AO97317,Gamma,2024,81.6,Cleared,False,,Cleared,AO18162
AO97317,Gamma,2025,69.4,Not Cleared,True,84.7,Cleared,AO18162
AO97317,Gamma,2026,82.3,Cleared,False,,Cleared,AO18162
AO97468,Sigma,2024,84.4,Cleared,False,,Cleared,AO12830
AO97468,Sigma,2025,100.0,Cleared,False,,Cleared,AO12830
AO97468,Sigma,2026,94.1,Cleared,False,,Cleared,AO12830
G07690,Delta,2025,65.4,Not Cleared,True,81.0,Cleared,AO13387
G07690,Delta,2026,93.9,Cleared,False,,Cleared,AO13387
G08440,Delta,2021,82.9,Cleared,False,,Cleared,AO13387
G08440,Delta,2022,64.5,Not Cleared,True,66.2,Not Cleared,AO13387
G08440,Delta,2023,64.8,Not Cleared,True,84.5,Cleared,AO13387
G08440,Delta,2024,86.6,Cleared,False,,Cleared,AO13387
G08440,Delta,2025,62.4,Not Cleared,True,70.6,Cleared,AO13387
G08440,Delta,2026,87.3,Cleared,False,,Cleared,AO13387
G08825,Gamma,2025,59.6,Not Cleared,True,75.6,Cleared,AO18162
