mission_id,department,year,month,mission_date,planned_duration_hours,status,cancellation_reason,dominant_weather,avg_temperature_c,person_id,role_on_mission,shift_hours,hours_category
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,G18716,Operator,4.0,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,G22153,Operator,3.89,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,AO13357,Mission Commander,4.0,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,AO22963,Mission Commander,4.0,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,AO13497,Mission Commander,4.0,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,AO21586,Mission Commander,4.0,Combat
MSN00514,Alpha,2023,7,2023-07-01,19.89,Completed,,Clear,28.3,AO21304,Mission Commander,3.89,Combat
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO20473,Pilot,16.99,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,G11488,Operator,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,G23944,Operator,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,G22314,Operator,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,G18716,Operator,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,G18673,Operator,0.99,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO13497,Mission Commander,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO21586,Mission Commander,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO21304,Mission Commander,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO22963,Mission Commander,4.0,Training
MSN00515,Alpha,2023,7,2023-07-06,16.99,Completed,,Cloudy,29.3,AO12605,Mission Commander,0.99,Training
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO20164,Pilot,18.52,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,G23357,Operator,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,G22314,Operator,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,G19017,Operator,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,G18673,Operator,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,G18716,Operator,2.52,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO17259,Mission Commander,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO21304,Mission Commander,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO22963,Mission Commander,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO13497,Mission Commander,4.0,Combat
MSN00516,Alpha,2023,7,2023-07-17,18.52,Completed,,Clear,28.4,AO12605,Mission Commander,2.52,Combat
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO22921,Pilot,16.99,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,G18716,Operator,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,G23944,Operator,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,G23357,Operator,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,G19017,Operator,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,G22153,Operator,0.99,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO13357,Mission Commander,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO21586,Mission Commander,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO22963,Mission Commander,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO12605,Mission Commander,4.0,Test
MSN00517,Alpha,2023,7,2023-07-27,16.99,Completed,,Cloudy,32.2,AO13497,Mission Commander,0.99,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO22646,Pilot,18.86,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,G23944,Operator,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,G11488,Operator,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,G18673,Operator,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,G22314,Operator,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,G18716,Operator,2.86,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO22963,Mission Commander,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO12605,Mission Commander,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO17259,Mission Commander,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO21304,Mission Commander,4.0,Test
MSN00518,Alpha,2023,7,2023-07-01,18.86,Completed,,Clear,29.3,AO21586,Mission Commander,2.86,Test
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,AO22585,Pilot,15.65,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,G11740,Operator,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,G19017,Operator,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,G23357,Operator,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,G23944,Operator,3.65,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,AO21304,Mission Commander,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,AO22963,Mission Commander,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,AO12605,Mission Commander,4.0,Training
MSN00519,Alpha,2023,7,2023-07-01,15.65,Completed,,Cloudy,29.4,AO17259,Mission Commander,3.65,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,AO22921,Pilot,15.94,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,G22153,Operator,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,G22314,Operator,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,G23944,Operator,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,G23357,Operator,3.94,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,AO12605,Mission Commander,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,AO22963,Mission Commander,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,AO21586,Mission Commander,4.0,Training
MSN00520,Alpha,2023,7,2023-07-10,15.94,Completed,,Clear,24.5,AO13497,Mission Commander,3.94,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,AO12461,Pilot,15.43,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,G18716,Operator,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,G22153,Operator,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,G23357,Operator,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,G19017,Operator,3.43,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,AO13357,Mission Commander,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,AO21586,Mission Commander,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,AO21304,Mission Commander,4.0,Training
MSN00521,Alpha,2023,7,2023-07-10,15.43,Completed,,Clear,25.4,AO22963,Mission Commander,3.43,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO22585,Pilot,18.41,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,G23357,Operator,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,G19017,Operator,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,G23944,Operator,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,G11740,Operator,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,G22153,Operator,2.41,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO22963,Mission Commander,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO12605,Mission Commander,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO21586,Mission Commander,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO13497,Mission Commander,4.0,Training
MSN00522,Alpha,2023,7,2023-07-04,18.41,Completed,,Clear,27.5,AO13357,Mission Commander,2.41,Training
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO22585,Pilot,17.53,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,G22153,Operator,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,G19017,Operator,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,G11488,Operator,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,G11740,Operator,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,G22314,Operator,1.53,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO22963,Mission Commander,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO13497,Mission Commander,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO21586,Mission Commander,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO17259,Mission Commander,4.0,Combat
MSN00523,Alpha,2023,7,2023-07-06,17.53,Completed,,Clear,32.1,AO13357,Mission Commander,1.53,Combat
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO22585,Pilot,16.79,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,G19017,Operator,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,G18716,Operator,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,G11488,Operator,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,G23357,Operator,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,G22153,Operator,0.79,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO12605,Mission Commander,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO17259,Mission Commander,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO21586,Mission Commander,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO22963,Mission Commander,4.0,Training
MSN00524,Alpha,2023,7,2023-07-02,16.79,Completed,,Clear,31.9,AO13357,Mission Commander,0.79,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO22646,Pilot,18.66,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,G23357,Operator,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,G18673,Operator,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,G19017,Operator,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,G18716,Operator,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,G23944,Operator,2.66,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO13497,Mission Commander,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO21586,Mission Commander,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO21304,Mission Commander,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO13357,Mission Commander,4.0,Training
MSN00525,Alpha,2023,7,2023-07-14,18.66,Completed,,Clear,32.7,AO22963,Mission Commander,2.66,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO12461,Pilot,16.8,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,G18673,Operator,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,G23944,Operator,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,G22153,Operator,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,G19017,Operator,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,G11740,Operator,0.8,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO22963,Mission Commander,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO13497,Mission Commander,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO17259,Mission Commander,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO12605,Mission Commander,4.0,Training
MSN00526,Alpha,2023,7,2023-07-06,16.8,Completed,,Rainy,30.6,AO21304,Mission Commander,0.8,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,AO19336,Pilot,14.91,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,G22314,Operator,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,G23944,Operator,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,G11740,Operator,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,G18673,Operator,2.91,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,AO21586,Mission Commander,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,AO17259,Mission Commander,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,AO22963,Mission Commander,4.0,Training
MSN00527,Alpha,2023,7,2023-07-05,14.91,Completed,,Clear,35.0,AO21304,Mission Commander,2.91,Training
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO20164,Pilot,16.17,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,G11488,Operator,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,G23944,Operator,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,G22153,Operator,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,G18716,Operator,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,G23357,Operator,0.17,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO21586,Mission Commander,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO12605,Mission Commander,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO22963,Mission Commander,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO13357,Mission Commander,4.0,Combat
MSN00528,Alpha,2023,7,2023-07-28,16.17,Completed,,Cloudy,33.3,AO21304,Mission Commander,0.17,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO12461,Pilot,17.73,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,G18716,Operator,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,G23357,Operator,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,G23944,Operator,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,G11488,Operator,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,G19017,Operator,1.73,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO12605,Mission Commander,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO22963,Mission Commander,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO17259,Mission Commander,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO13497,Mission Commander,4.0,Combat
MSN00529,Alpha,2023,7,2023-07-11,17.73,Completed,,Clear,31.5,AO21586,Mission Commander,1.73,Combat
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO20164,Pilot,16.37,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,G18673,Operator,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,G11488,Operator,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,G22153,Operator,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,G23944,Operator,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,G18716,Operator,0.37,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO21586,Mission Commander,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO21304,Mission Commander,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO22963,Mission Commander,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO13497,Mission Commander,4.0,Training
MSN00530,Alpha,2023,7,2023-07-09,16.37,Completed,,Windy,33.3,AO17259,Mission Commander,0.37,Training
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO12461,Pilot,17.74,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,G18716,Operator,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,G19017,Operator,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,G23423,Operator,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,G11488,Operator,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,G22153,Operator,1.74,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO21304,Mission Commander,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO21586,Mission Commander,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO22963,Mission Commander,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO17259,Mission Commander,4.0,Test
MSN00531,Alpha,2023,8,2023-08-03,17.74,Completed,,Stormy,30.7,AO12605,Mission Commander,1.74,Test
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,AO22646,Pilot,14.55,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,G23423,Operator,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,G19017,Operator,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,G22314,Operator,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,G11488,Operator,2.55,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,AO22963,Mission Commander,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,AO21586,Mission Commander,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,AO12605,Mission Commander,4.0,Training
MSN00532,Alpha,2023,8,2023-08-21,14.55,Completed,,Clear,26.8,AO13357,Mission Commander,2.55,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,AO20164,Pilot,15.55,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,G23423,Operator,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,G11488,Operator,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,G23944,Operator,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,G18673,Operator,3.55,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,AO22963,Mission Commander,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,AO21586,Mission Commander,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,AO21304,Mission Commander,4.0,Training
MSN00533,Alpha,2023,8,2023-08-11,15.55,Completed,,Cloudy,32.8,AO12605,Mission Commander,3.55,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO22921,Pilot,16.22,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,G18673,Operator,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,G22314,Operator,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,G11488,Operator,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,G23423,Operator,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,G22677,Operator,0.22,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO21304,Mission Commander,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO17259,Mission Commander,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO21586,Mission Commander,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO13357,Mission Commander,4.0,Training
MSN00534,Alpha,2023,8,2023-08-05,16.22,Completed,,Clear,33.3,AO13497,Mission Commander,0.22,Training
MSN00535,Alpha,2023,8,2023-08-22,20.0,Cancelled,Weather,Cloudy,33.5,,,0.0,
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO12461,Pilot,18.94,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,G22153,Operator,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,G18673,Operator,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,G23944,Operator,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,G11488,Operator,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,G11740,Operator,2.94,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO13497,Mission Commander,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO12605,Mission Commander,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO21304,Mission Commander,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO13357,Mission Commander,4.0,Training
MSN00536,Alpha,2023,8,2023-08-08,18.94,Completed,,Cloudy,25.0,AO22963,Mission Commander,2.94,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,AO11628,Pilot,12.33,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,G22314,Operator,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,G18673,Operator,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,G23423,Operator,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,G23944,Operator,0.33,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,AO22963,Mission Commander,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,AO13497,Mission Commander,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,AO13357,Mission Commander,4.0,Training
MSN00537,Alpha,2023,8,2023-08-11,12.33,Completed,,Clear,29.3,AO17259,Mission Commander,0.33,Training
MSN00538,Alpha,2023,8,2023-08-10,15.16,Completed,,Clear,25.4,AO11628,Pilot,15.16,Training
MSN00538,Alpha,2023,8,2023-08-10,15.16,Completed,,Clear,25.4,G23357,Operator,4.0,Training
MSN00538,Alpha,2023,8,2023-08-10,15.16,Completed,,Clear,25.4,G11740,Operator,4.0,Training
MSN00538,Alpha,2023,8,2023-08-10,15.16,Completed,,Clear,25.4,G23944,Operator,4.0,Training
