mission_id,aircraft_id,department,year,month,mission_date,aircraft_age_years,planned_duration_hours,actual_duration_hours,hours_returned_early,pre_flight_check_minutes,pre_flight_issue_found,post_flight_check_minutes,had_inflight_technical_problem,problem_type,problem_duration_minutes,effective_condition_score
MSN01173,TB2-B02,Beta,2021,5,2021-05-07,1,18.63,18.63,0.0,60.0,False,77.0,False,,0.0,88.5
MSN01174,TB2-B02,Beta,2021,5,2021-05-10,1,17.05,17.05,0.0,75.5,False,72.7,False,,0.0,88.5
MSN01176,TB2-B02,Beta,2021,5,2021-05-24,1,20.0,20.0,0.0,90.3,False,70.9,False,,0.0,88.5
MSN01177,TB2-B04,Beta,2021,5,2021-05-03,1,17.48,17.48,0.0,69.3,False,59.2,False,,0.0,91.7
MSN01178,TB2-B04,Beta,2021,5,2021-05-12,1,15.84,15.84,0.0,55.7,False,66.5,False,,0.0,91.7
MSN01179,TB2-B04,Beta,2021,5,2021-05-04,1,15.0,15.0,0.0,86.5,False,58.2,False,,0.0,91.7
MSN01180,TB2-B02,Beta,2021,5,2021-05-09,1,15.1,15.1,0.0,84.0,False,66.8,False,,0.0,88.5
MSN01181,TB2-B04,Beta,2021,5,2021-05-04,1,15.54,15.54,0.0,84.4,False,68.7,False,,0.0,91.7
MSN01182,TB2-B02,Beta,2021,5,2021-05-26,1,14.86,14.86,0.0,87.8,False,75.1,False,,0.0,88.5
MSN01183,TB2-B04,Beta,2021,5,2021-05-22,1,20.0,20.0,0.0,70.2,False,59.5,False,,0.0,91.7
MSN01184,TB2-B02,Beta,2021,5,2021-05-09,1,14.83,14.83,0.0,75.4,False,67.7,False,,0.0,88.5
MSN01185,TB2-B04,Beta,2021,5,2021-05-10,1,15.56,15.56,0.0,81.6,False,79.4,False,,0.0,91.7
MSN01186,TB2-B02,Beta,2021,5,2021-05-23,1,15.0,15.0,0.0,65.9,False,71.4,False,,0.0,88.5
MSN01187,TB2-B04,Beta,2021,6,2021-06-11,1,15.62,15.62,0.0,62.2,False,75.7,False,,0.0,91.1
MSN01188,TB2-B04,Beta,2021,6,2021-06-24,1,19.04,19.04,0.0,42.5,False,63.2,False,,0.0,91.1
MSN01189,TB2-B04,Beta,2021,6,2021-06-03,1,15.52,15.52,0.0,73.1,False,67.2,False,,0.0,91.1
MSN01190,TB2-B02,Beta,2021,6,2021-06-11,1,13.54,13.54,0.0,50.5,False,80.2,False,,0.0,88.6
MSN01191,TB2-B04,Beta,2021,6,2021-06-16,1,15.08,15.08,0.0,140.4,True,77.1,False,,0.0,91.1
MSN01192,TB2-B02,Beta,2021,6,2021-06-26,1,14.53,14.53,0.0,104.0,True,74.1,False,,0.0,88.6
MSN01193,TB2-B02,Beta,2021,6,2021-06-20,1,17.75,17.75,0.0,87.9,False,63.8,False,,0.0,88.6
MSN01194,TB2-B04,Beta,2021,6,2021-06-24,1,16.09,16.09,0.0,120.0,True,55.6,True,Engine,18.0,91.1
MSN01195,TB2-B02,Beta,2021,6,2021-06-01,1,19.9,19.9,0.0,79.5,False,77.8,False,,0.0,88.6
MSN01196,TB2-B04,Beta,2021,6,2021-06-08,1,20.0,20.0,0.0,76.5,False,70.8,True,Sensor/Payload,28.1,91.1
MSN01197,TB2-B04,Beta,2021,6,2021-06-15,1,16.88,16.88,0.0,84.7,False,69.7,False,,0.0,91.1
MSN01198,TB2-B04,Beta,2021,6,2021-06-17,1,19.08,19.08,0.0,72.2,False,56.9,False,,0.0,91.1
MSN01199,TB2-B02,Beta,2021,6,2021-06-21,1,14.82,14.82,0.0,62.2,False,73.0,False,,0.0,88.6
MSN01200,TB2-B02,Beta,2021,6,2021-06-14,1,15.21,15.21,0.0,80.0,False,62.3,False,,0.0,88.6
MSN01201,TB2-B04,Beta,2021,6,2021-06-13,1,12.87,12.87,0.0,66.6,False,60.3,False,,0.0,91.1
MSN01202,TB2-B02,Beta,2021,6,2021-06-11,1,13.48,13.48,0.0,81.3,False,67.6,False,,0.0,88.6
MSN01203,TB2-B02,Beta,2021,6,2021-06-27,1,16.89,16.89,0.0,58.3,False,52.2,True,Control Surface,33.5,88.6
MSN01204,TB2-B04,Beta,2021,6,2021-06-03,1,14.59,14.59,0.0,82.9,False,67.8,False,,0.0,91.1
MSN01205,TB2-B04,Beta,2021,6,2021-06-18,1,19.73,19.73,0.0,81.1,False,51.3,False,,0.0,91.1
MSN01206,TB2-B02,Beta,2021,6,2021-06-21,1,17.09,17.09,0.0,68.0,False,90.2,False,,0.0,88.6
MSN01207,TB2-B02,Beta,2021,6,2021-06-21,1,19.42,19.42,0.0,70.6,False,86.6,False,,0.0,88.6
MSN01208,TB2-B02,Beta,2021,7,2021-07-14,1,17.93,17.93,0.0,84.0,False,53.9,False,,0.0,89.3
MSN01209,TB2-B02,Beta,2021,7,2021-07-15,1,15.37,15.37,0.0,51.2,False,58.5,False,,0.0,89.3
MSN01210,TB2-B04,Beta,2021,7,2021-07-20,1,16.32,16.32,0.0,52.3,False,91.7,False,,0.0,87.3
MSN01211,TB2-B04,Beta,2021,7,2021-07-10,1,15.3,15.3,0.0,102.3,True,99.9,True,Control Surface,27.6,87.3
MSN01212,TB2-B04,Beta,2021,7,2021-07-21,1,14.44,14.44,0.0,76.4,False,75.8,False,,0.0,87.3
MSN01213,TB2-B02,Beta,2021,7,2021-07-12,1,18.81,18.81,0.0,63.9,False,60.5,False,,0.0,89.3
MSN01214,TB2-B02,Beta,2021,7,2021-07-20,1,18.03,18.03,0.0,85.7,False,63.3,False,,0.0,89.3
MSN01215,TB2-B04,Beta,2021,7,2021-07-22,1,17.58,17.58,0.0,49.4,False,44.9,False,,0.0,87.3
MSN01216,TB2-B02,Beta,2021,7,2021-07-11,1,16.13,16.13,0.0,53.8,False,60.3,False,,0.0,89.3
MSN01217,TB2-B02,Beta,2021,7,2021-07-01,1,17.07,17.07,0.0,66.7,False,71.1,False,,0.0,89.3
MSN01218,TB2-B02,Beta,2021,7,2021-07-26,1,17.81,17.81,0.0,69.0,False,82.9,True,Electrical System,25.5,89.3
MSN01219,TB2-B02,Beta,2021,7,2021-07-20,1,19.09,19.09,0.0,81.7,False,73.7,False,,0.0,89.3
MSN01220,TB2-B02,Beta,2021,7,2021-07-19,1,16.44,16.44,0.0,75.1,False,62.1,False,,0.0,89.3
MSN01221,TB2-B02,Beta,2021,7,2021-07-18,1,18.51,18.51,0.0,58.3,False,75.7,False,,0.0,89.3
MSN01222,TB2-B04,Beta,2021,7,2021-07-18,1,16.71,16.71,0.0,69.1,False,70.7,False,,0.0,87.3
MSN01223,TB2-B02,Beta,2021,7,2021-07-15,1,17.12,17.12,0.0,59.5,False,56.7,False,,0.0,89.3
MSN01224,TB2-B04,Beta,2021,8,2021-08-10,1,18.44,18.44,0.0,61.2,False,71.6,False,,0.0,88.3
MSN01225,TB2-B02,Beta,2021,8,2021-08-11,1,13.39,13.39,0.0,75.8,False,78.9,False,,0.0,94.0
MSN01226,TB2-B02,Beta,2021,8,2021-08-16,1,15.1,11.42,3.68,74.9,False,70.3,True,Electrical System,220.8,94.0
MSN01227,TB2-B04,Beta,2021,8,2021-08-23,1,20.0,20.0,0.0,67.7,False,64.8,False,,0.0,88.3
MSN01228,TB2-B04,Beta,2021,8,2021-08-03,1,17.61,17.61,0.0,61.5,False,76.3,False,,0.0,88.3
MSN01229,TB2-B04,Beta,2021,8,2021-08-05,1,17.98,17.98,0.0,56.0,False,64.0,False,,0.0,88.3
MSN01230,TB2-B04,Beta,2021,8,2021-08-14,1,18.49,18.49,0.0,100.0,True,52.7,False,,0.0,88.3
MSN01231,TB2-B02,Beta,2021,8,2021-08-27,1,17.84,17.84,0.0,75.5,False,63.9,False,,0.0,94.0
MSN01232,TB2-B02,Beta,2021,8,2021-08-03,1,20.0,20.0,0.0,70.6,False,67.9,False,,0.0,94.0
MSN01233,TB2-B04,Beta,2021,8,2021-08-23,1,14.63,14.63,0.0,72.2,False,61.8,False,,0.0,88.3
MSN01234,TB2-B04,Beta,2021,8,2021-08-27,1,16.2,16.2,0.0,75.0,False,86.0,False,,0.0,88.3
MSN01235,TB2-B04,Beta,2021,8,2021-08-25,1,15.15,15.15,0.0,69.8,False,78.2,False,,0.0,88.3
MSN01236,TB2-B04,Beta,2021,8,2021-08-14,1,16.25,16.25,0.0,72.1,False,67.5,False,,0.0,88.3
MSN01237,TB2-B02,Beta,2021,8,2021-08-25,1,13.93,13.93,0.0,79.6,False,48.6,False,,0.0,94.0
MSN01238,TB2-B04,Beta,2021,8,2021-08-05,1,19.32,19.32,0.0,60.4,False,73.9,False,,0.0,88.3
MSN01239,TB2-B02,Beta,2021,8,2021-08-03,1,14.25,14.25,0.0,75.8,False,55.3,False,,0.0,94.0
MSN01240,TB2-B02,Beta,2021,8,2021-08-27,1,18.4,18.4,0.0,70.9,False,84.9,False,,0.0,94.0
MSN01241,TB2-B04,Beta,2021,8,2021-08-11,1,19.55,19.55,0.0,74.1,False,90.3,False,,0.0,88.3
MSN01242,TB2-B04,Beta,2021,9,2021-09-10,1,15.7,15.7,0.0,75.1,False,68.5,False,,0.0,88.1
MSN01243,TB2-B04,Beta,2021,9,2021-09-12,1,19.72,19.72,0.0,99.9,False,68.6,True,Communication Link,17.5,88.1
MSN01244,TB2-B04,Beta,2021,9,2021-09-21,1,19.85,19.85,0.0,55.5,False,52.4,False,,0.0,88.1
MSN01245,TB2-B04,Beta,2021,9,2021-09-09,1,18.94,18.74,0.2,78.0,False,67.8,True,Electrical System,12.0,88.1
MSN01246,TB2-B02,Beta,2021,9,2021-09-13,1,14.11,14.11,0.0,63.5,False,66.7,False,,0.0,85.0
MSN01247,TB2-B02,Beta,2021,9,2021-09-05,1,14.06,14.06,0.0,73.6,False,47.9,True,Navigation/GPS,24.4,85.0
MSN01249,TB2-B04,Beta,2021,9,2021-09-21,1,17.2,17.2,0.0,75.4,False,75.9,False,,0.0,88.1
MSN01250,TB2-B02,Beta,2021,9,2021-09-11,1,15.46,15.46,0.0,41.2,False,70.4,False,,0.0,85.0
MSN01251,TB2-B04,Beta,2021,9,2021-09-22,1,17.88,17.88,0.0,58.9,False,98.0,False,,0.0,88.1
MSN01252,TB2-B04,Beta,2021,9,2021-09-10,1,17.66,17.66,0.0,65.4,False,73.6,False,,0.0,88.1
MSN01253,TB2-B04,Beta,2021,9,2021-09-05,1,18.28,18.28,0.0,83.6,False,78.1,False,,0.0,88.1
MSN01254,TB2-B04,Beta,2021,9,2021-09-07,1,19.11,19.11,0.0,84.7,False,65.8,False,,0.0,88.1
MSN01255,TB2-B04,Beta,2021,9,2021-09-14,1,15.51,15.51,0.0,64.3,False,65.9,False,,0.0,88.1
MSN01256,TB2-B04,Beta,2021,9,2021-09-03,1,14.5,14.5,0.0,70.6,False,71.8,False,,0.0,88.1
MSN01258,TB2-B04,Beta,2021,9,2021-09-19,1,12.79,12.79,0.0,76.3,False,65.1,False,,0.0,88.1
MSN01259,TB2-B04,Beta,2021,10,2021-10-23,1,18.2,18.2,0.0,74.4,False,82.4,False,,0.0,89.8
MSN01260,TB2-B04,Beta,2021,10,2021-10-02,1,16.63,16.63,0.0,59.8,False,59.7,False,,0.0,89.8
MSN01262,TB2-B02,Beta,2021,10,2021-10-13,1,18.48,18.48,0.0,75.2,False,62.6,False,,0.0,83.1
MSN01263,TB2-B04,Beta,2021,10,2021-10-06,1,15.05,15.05,0.0,81.5,False,64.9,False,,0.0,89.8
MSN01264,TB2-B04,Beta,2021,10,2021-10-21,1,16.67,16.67,0.0,76.4,True,55.9,False,,0.0,89.8
MSN01266,TB2-B04,Beta,2021,10,2021-10-05,1,19.07,19.07,0.0,87.5,False,82.4,False,,0.0,89.8
MSN01267,TB2-B04,Beta,2021,10,2021-10-10,1,18.93,18.93,0.0,71.2,False,55.9,False,,0.0,89.8
MSN01268,TB2-B02,Beta,2021,10,2021-10-06,1,20.0,20.0,0.0,66.0,False,67.5,False,,0.0,83.1
MSN01269,TB2-B04,Beta,2021,10,2021-10-13,1,18.93,18.93,0.0,66.8,False,65.5,False,,0.0,89.8
MSN01270,TB2-B02,Beta,2021,10,2021-10-25,1,18.58,18.58,0.0,79.5,False,72.6,False,,0.0,83.1
MSN01271,TB2-B02,Beta,2021,10,2021-10-11,1,19.18,19.18,0.0,77.0,False,49.7,False,,0.0,83.1
MSN01272,TB2-B02,Beta,2021,10,2021-10-07,1,20.0,20.0,0.0,96.5,False,87.7,False,,0.0,83.1
MSN01273,TB2-B04,Beta,2021,10,2021-10-20,1,20.0,20.0,0.0,76.1,False,64.4,False,,0.0,89.8
MSN01274,TB2-B04,Beta,2021,10,2021-10-25,1,16.56,16.56,0.0,60.6,False,68.3,False,,0.0,89.8
MSN01275,TB2-B04,Beta,2021,10,2021-10-03,1,19.94,19.94,0.0,135.7,True,62.3,False,,0.0,89.8
MSN01276,TB2-B02,Beta,2021,11,2021-11-24,1,15.42,15.42,0.0,65.4,False,75.3,False,,0.0,94.2
MSN01278,TB2-B04,Beta,2021,11,2021-11-16,1,15.22,15.22,0.0,57.9,False,71.3,False,,0.0,88.3
MSN01279,TB2-B02,Beta,2021,11,2021-11-20,1,18.63,18.63,0.0,65.6,False,94.1,False,,0.0,94.2
MSN01281,TB2-B02,Beta,2021,11,2021-11-04,1,16.6,16.6,0.0,73.5,False,70.2,False,,0.0,94.2
MSN01282,TB2-B04,Beta,2021,11,2021-11-10,1,20.0,20.0,0.0,61.9,False,70.2,False,,0.0,88.3
MSN01283,TB2-B04,Beta,2021,11,2021-11-08,1,17.85,17.85,0.0,71.6,False,47.8,False,,0.0,88.3
MSN01284,TB2-B04,Beta,2021,11,2021-11-02,1,14.43,14.43,0.0,60.3,False,65.9,True,Communication Link,25.7,88.3
MSN01285,TB2-B04,Beta,2021,11,2021-11-15,1,12.12,12.12,0.0,91.9,False,66.3,False,,0.0,88.3
MSN01286,TB2-B02,Beta,2021,11,2021-11-14,1,17.17,17.17,0.0,72.3,False,74.4,False,,0.0,94.2
MSN01287,TB2-B02,Beta,2021,12,2021-12-17,1,17.25,17.25,0.0,62.3,False,72.5,False,,0.0,88.7
MSN01288,TB2-B04,Beta,2021,12,2021-12-27,1,18.49,18.49,0.0,49.9,False,74.6,False,,0.0,94.9
MSN01289,TB2-B02,Beta,2021,12,2021-12-04,1,17.82,17.82,0.0,62.4,False,84.2,False,,0.0,88.7
MSN01290,TB2-B02,Beta,2021,12,2021-12-09,1,18.49,18.49,0.0,83.1,False,66.3,False,,0.0,88.7
MSN01291,TB2-B02,Beta,2021,12,2021-12-02,1,18.31,18.31,0.0,97.8,False,75.7,False,,0.0,88.7
MSN01292,TB2-B02,Beta,2021,12,2021-12-28,1,17.74,17.74,0.0,68.6,False,88.4,False,,0.0,88.7
MSN01293,TB2-B02,Beta,2022,1,2022-01-05,2,13.88,13.88,0.0,119.8,True,106.9,False,,0.0,94.3
MSN01295,TB2-B02,Beta,2022,1,2022-01-05,2,16.01,16.01,0.0,73.6,False,63.1,False,,0.0,94.3
MSN01296,TB2-B02,Beta,2022,1,2022-01-26,2,14.22,14.22,0.0,78.8,False,84.3,False,,0.0,94.3
MSN01297,TB2-B02,Beta,2022,1,2022-01-02,2,17.61,17.61,0.0,75.8,False,63.0,False,,0.0,94.3
MSN01298,TB2-B02,Beta,2022,1,2022-01-23,2,17.91,17.91,0.0,47.5,False,78.1,False,,0.0,94.3
MSN01300,TB2-B02,Beta,2022,1,2022-01-11,2,16.63,16.63,0.0,84.8,False,81.3,False,,0.0,94.3
MSN01301,TB2-B04,Beta,2022,1,2022-01-11,2,17.62,17.62,0.0,62.9,False,66.8,False,,0.0,83.2
MSN01302,TB2-B04,Beta,2022,1,2022-01-25,2,19.15,19.15,0.0,79.0,False,85.8,False,,0.0,83.2
MSN01303,TB2-B04,Beta,2022,1,2022-01-23,2,17.34,17.34,0.0,173.9,True,68.5,False,,0.0,83.2
MSN01304,TB2-B02,Beta,2022,2,2022-02-10,2,13.05,13.05,0.0,80.5,False,83.7,False,,0.0,82.4
MSN01305,TB2-B02,Beta,2022,2,2022-02-13,2,15.62,15.62,0.0,85.3,False,103.6,False,,0.0,82.4
MSN01306,TB2-B04,Beta,2022,2,2022-02-15,2,19.19,19.19,0.0,68.6,False,83.8,False,,0.0,88.1
MSN01307,TB2-B02,Beta,2022,2,2022-02-15,2,13.85,13.85,0.0,65.8,False,65.9,False,,0.0,82.4
MSN01308,TB2-B04,Beta,2022,2,2022-02-07,2,15.91,11.12,4.79,89.8,False,76.4,True,Sensor/Payload,287.4,88.1
MSN01309,TB2-B02,Beta,2022,2,2022-02-26,2,20.0,18.58,1.42,71.3,False,69.0,True,Control Surface,85.2,82.4
MSN01310,TB2-B02,Beta,2022,2,2022-02-20,2,18.43,18.43,0.0,61.9,False,76.6,False,,0.0,82.4
MSN01311,TB2-B04,Beta,2022,2,2022-02-23,2,17.84,17.84,0.0,95.7,False,109.2,False,,0.0,88.1
MSN01312,TB2-B02,Beta,2022,2,2022-02-19,2,18.46,18.46,0.0,117.3,True,72.5,False,,0.0,82.4
MSN01313,TB2-B02,Beta,2022,2,2022-02-21,2,16.62,16.62,0.0,85.1,False,75.9,False,,0.0,82.4
MSN01314,TB2-B02,Beta,2022,3,2022-03-20,2,13.84,13.84,0.0,80.5,False,91.5,False,,0.0,86.2
MSN01315,TB2-B04,Beta,2022,3,2022-03-13,2,16.55,16.55,0.0,47.2,False,70.1,False,,0.0,88.6
MSN01316,TB2-B02,Beta,2022,3,2022-03-05,2,19.26,19.26,0.0,89.9,False,97.0,False,,0.0,86.2
MSN01317,TB2-B04,Beta,2022,3,2022-03-15,2,16.44,16.44,0.0,107.3,True,63.0,False,,0.0,88.6
MSN01318,TB2-B02,Beta,2022,3,2022-03-10,2,20.0,18.63,1.37,56.5,False,74.9,True,Engine,82.2,86.2
MSN01319,TB2-B04,Beta,2022,3,2022-03-14,2,19.68,19.68,0.0,94.4,False,80.7,False,,0.0,88.6
MSN01320,TB2-B02,Beta,2022,3,2022-03-20,2,19.08,19.08,0.0,77.9,False,77.4,False,,0.0,86.2
MSN01321,TB2-B04,Beta,2022,3,2022-03-10,2,13.07,13.07,0.0,111.4,True,88.6,False,,0.0,88.6
MSN01322,TB2-B02,Beta,2022,3,2022-03-16,2,18.37,18.37,0.0,82.9,False,68.4,False,,0.0,86.2
MSN01323,TB2-B02,Beta,2022,3,2022-03-10,2,15.18,15.18,0.0,70.2,False,87.9,False,,0.0,86.2
MSN01324,TB2-B02,Beta,2022,3,2022-03-15,2,17.03,17.03,0.0,97.0,True,89.6,False,,0.0,86.2
MSN01326,TB2-B02,Beta,2022,4,2022-04-14,2,15.65,15.65,0.0,77.4,False,84.6,False,,0.0,83.0
MSN01328,TB2-B04,Beta,2022,4,2022-04-10,2,19.62,19.62,0.0,88.1,False,86.7,False,,0.0,89.0
MSN01329,TB2-B04,Beta,2022,4,2022-04-07,2,16.53,16.53,0.0,77.8,False,91.7,False,,0.0,89.0
MSN01331,TB2-B02,Beta,2022,4,2022-04-14,2,16.5,16.5,0.0,122.7,True,89.2,False,,0.0,83.0
MSN01332,TB2-B04,Beta,2022,4,2022-04-17,2,19.5,19.5,0.0,102.5,True,85.2,False,,0.0,89.0
MSN01333,TB2-B02,Beta,2022,4,2022-04-08,2,14.82,14.82,0.0,148.2,True,82.4,False,,0.0,83.0
MSN01334,TB2-B02,Beta,2022,4,2022-04-04,2,17.39,17.39,0.0,77.0,False,90.7,False,,0.0,83.0
MSN01335,TB2-B02,Beta,2022,4,2022-04-07,2,14.38,14.38,0.0,71.4,False,87.2,False,,0.0,83.0
MSN01336,TB2-B04,Beta,2022,4,2022-04-17,2,20.0,20.0,0.0,90.4,False,78.8,True,Control Surface,22.2,89.0
MSN01337,TB2-B04,Beta,2022,4,2022-04-14,2,16.26,16.26,0.0,70.8,False,63.7,False,,0.0,89.0
MSN01338,TB2-B04,Beta,2022,4,2022-04-07,2,18.63,18.63,0.0,66.9,False,77.1,False,,0.0,89.0
MSN01339,TB2-B02,Beta,2022,5,2022-05-24,2,14.93,14.93,0.0,78.0,False,86.9,False,,0.0,89.1
MSN01340,TB2-B04,Beta,2022,5,2022-05-11,2,17.07,17.07,0.0,60.2,False,81.2,False,,0.0,91.0
MSN01341,TB2-B04,Beta,2022,5,2022-05-20,2,20.0,20.0,0.0,89.5,False,83.1,False,,0.0,91.0
MSN01342,TB2-B02,Beta,2022,5,2022-05-04,2,17.21,17.21,0.0,86.7,False,91.8,False,,0.0,89.1
MSN01343,TB2-B02,Beta,2022,5,2022-05-12,2,18.79,15.39,3.4,86.8,False,68.5,True,Communication Link,204.0,89.1
MSN01344,TB2-B02,Beta,2022,5,2022-05-09,2,18.29,18.29,0.0,65.2,False,75.9,False,,0.0,89.1
MSN01345,TB2-B02,Beta,2022,5,2022-05-11,2,15.99,14.53,1.46,70.3,False,88.3,True,Navigation/GPS,87.6,89.1
MSN01346,TB2-B02,Beta,2022,5,2022-05-26,2,19.59,19.59,0.0,72.6,False,70.9,False,,0.0,89.1
MSN01347,TB2-B02,Beta,2022,5,2022-05-05,2,17.92,17.92,0.0,70.2,False,75.2,False,,0.0,89.1
MSN01349,TB2-B02,Beta,2022,5,2022-05-05,2,14.9,14.9,0.0,83.4,False,88.2,True,Navigation/GPS,19.9,89.1
MSN01350,TB2-B02,Beta,2022,5,2022-05-14,2,18.43,18.43,0.0,75.0,False,88.3,False,,0.0,89.1
MSN01351,TB2-B04,Beta,2022,5,2022-05-09,2,16.17,16.17,0.0,155.3,True,75.2,False,,0.0,91.0
MSN01352,TB2-B04,Beta,2022,5,2022-05-17,2,18.05,18.05,0.0,53.4,False,66.5,False,,0.0,91.0
MSN01353,TB2-B04,Beta,2022,5,2022-05-03,2,17.12,17.12,0.0,77.3,False,81.3,False,,0.0,91.0
MSN01354,TB2-B04,Beta,2022,5,2022-05-08,2,16.33,16.33,0.0,95.9,False,91.4,True,Control Surface,14.9,91.0
MSN01355,TB2-B04,Beta,2022,5,2022-05-07,2,15.8,15.8,0.0,66.5,False,97.6,False,,0.0,91.0
MSN01356,TB2-B02,Beta,2022,5,2022-05-09,2,20.0,20.0,0.0,78.3,False,75.7,False,,0.0,89.1
MSN01357,TB2-B04,Beta,2022,5,2022-05-07,2,18.38,18.38,0.0,87.3,False,83.6,False,,0.0,91.0
MSN01358,TB2-B04,Beta,2022,5,2022-05-28,2,14.75,14.75,0.0,89.7,False,89.5,False,,0.0,91.0
MSN01359,TB2-B04,Beta,2022,5,2022-05-20,2,16.25,16.25,0.0,96.3,False,84.4,False,,0.0,91.0
MSN01360,TB2-B04,Beta,2022,5,2022-05-27,2,15.91,15.91,0.0,71.9,False,85.4,False,,0.0,91.0
MSN01361,TB2-B04,Beta,2022,6,2022-06-25,2,20.0,20.0,0.0,89.3,False,50.2,False,,0.0,90.9
MSN01362,TB2-B04,Beta,2022,6,2022-06-15,2,18.07,18.07,0.0,125.6,True,59.6,False,,0.0,90.9
MSN01363,TB2-B02,Beta,2022,6,2022-06-20,2,19.29,19.29,0.0,93.2,False,72.8,False,,0.0,87.9
MSN01364,TB2-B04,Beta,2022,6,2022-06-05,2,19.76,19.76,0.0,62.4,False,77.0,False,,0.0,90.9
MSN01365,TB2-B04,Beta,2022,6,2022-06-06,2,19.82,19.82,0.0,85.6,False,67.6,False,,0.0,90.9
MSN01366,TB2-B04,Beta,2022,6,2022-06-10,2,14.41,14.41,0.0,75.8,False,74.7,False,,0.0,90.9
MSN01367,TB2-B02,Beta,2022,6,2022-06-24,2,15.09,15.09,0.0,64.6,False,91.2,False,,0.0,87.9
MSN01368,TB2-B02,Beta,2022,6,2022-06-18,2,18.96,18.96,0.0,74.0,False,91.2,False,,0.0,87.9
MSN01369,TB2-B02,Beta,2022,6,2022-06-20,2,16.56,16.56,0.0,85.7,False,82.3,False,,0.0,87.9
MSN01370,TB2-B04,Beta,2022,6,2022-06-24,2,14.89,14.89,0.0,79.8,False,63.1,False,,0.0,90.9
MSN01371,TB2-B02,Beta,2022,6,2022-06-02,2,15.74,15.74,0.0,98.3,False,75.8,False,,0.0,87.9
MSN01372,TB2-B02,Beta,2022,6,2022-06-23,2,15.99,15.99,0.0,79.1,False,79.8,False,,0.0,87.9
MSN01373,TB2-B04,Beta,2022,6,2022-06-17,2,17.48,17.48,0.0,109.7,True,98.1,False,,0.0,90.9
MSN01374,TB2-B02,Beta,2022,6,2022-06-01,2,20.0,20.0,0.0,86.2,False,83.5,False,,0.0,87.9
MSN01375,TB2-B02,Beta,2022,6,2022-06-26,2,16.93,16.93,0.0,87.4,False,84.8,False,,0.0,87.9
MSN01376,TB2-B02,Beta,2022,6,2022-06-20,2,15.25,15.25,0.0,76.7,False,64.9,False,,0.0,87.9
MSN01377,TB2-B02,Beta,2022,6,2022-06-19,2,16.64,14.5,2.14,101.4,False,83.9,True,Navigation/GPS,128.4,87.9
MSN01379,TB2-B04,Beta,2022,6,2022-06-22,2,13.96,13.96,0.0,83.3,False,86.4,False,,0.0,90.9
MSN01380,TB2-B04,Beta,2022,6,2022-06-16,2,16.42,16.42,0.0,55.4,False,98.2,False,,0.0,90.9
MSN01381,TB2-B02,Beta,2022,6,2022-06-27,2,16.58,16.58,0.0,66.7,False,70.1,False,,0.0,87.9
MSN01382,TB2-B04,Beta,2022,7,2022-07-03,2,19.04,19.04,0.0,86.7,False,77.6,False,,0.0,83.7
MSN01383,TB2-B04,Beta,2022,7,2022-07-28,2,14.8,14.8,0.0,74.2,False,93.2,False,,0.0,83.7
MSN01384,TB2-B02,Beta,2022,7,2022-07-01,2,14.53,14.53,0.0,71.8,False,91.5,False,,0.0,91.2
MSN01385,TB2-B02,Beta,2022,7,2022-07-26,2,20.0,20.0,0.0,93.9,False,91.3,False,,0.0,91.2
MSN01386,TB2-B02,Beta,2022,7,2022-07-02,2,20.0,20.0,0.0,83.6,False,82.3,True,Communication Link,15.8,91.2
MSN01387,TB2-B02,Beta,2022,7,2022-07-25,2,20.0,20.0,0.0,86.4,False,102.2,False,,0.0,91.2
MSN01388,TB2-B04,Beta,2022,7,2022-07-11,2,18.57,18.57,0.0,92.5,True,59.9,False,,0.0,83.7
MSN01389,TB2-B04,Beta,2022,7,2022-07-14,2,15.44,15.44,0.0,91.0,False,68.6,False,,0.0,83.7
MSN01390,TB2-B04,Beta,2022,7,2022-07-16,2,15.47,15.47,0.0,134.7,True,75.8,False,,0.0,83.7
MSN01391,TB2-B02,Beta,2022,7,2022-07-07,2,17.39,17.39,0.0,76.7,False,88.7,False,,0.0,91.2
MSN01392,TB2-B04,Beta,2022,7,2022-07-11,2,14.67,14.67,0.0,127.3,True,84.3,False,,0.0,83.7
MSN01393,TB2-B04,Beta,2022,7,2022-07-03,2,15.71,15.71,0.0,77.3,False,85.3,True,Communication Link,22.1,83.7
MSN01394,TB2-B02,Beta,2022,7,2022-07-02,2,15.29,13.78,1.51,139.5,True,73.4,True,Control Surface,90.6,91.2
MSN01395,TB2-B04,Beta,2022,7,2022-07-25,2,13.87,13.87,0.0,151.6,True,73.5,False,,0.0,83.7
MSN01396,TB2-B04,Beta,2022,7,2022-07-03,2,16.28,16.28,0.0,92.9,False,80.8,False,,0.0,83.7
MSN01397,TB2-B04,Beta,2022,7,2022-07-16,2,20.0,20.0,0.0,70.4,False,82.1,False,,0.0,83.7
MSN01398,TB2-B04,Beta,2022,7,2022-07-27,2,16.0,16.0,0.0,110.0,True,99.6,False,,0.0,83.7
MSN01399,TB2-B02,Beta,2022,7,2022-07-02,2,17.0,17.0,0.0,72.6,False,87.3,False,,0.0,91.2
MSN01400,TB2-B04,Beta,2022,7,2022-07-19,2,13.29,13.29,0.0,69.5,False,66.7,False,,0.0,83.7
