shot_id,person_id,department,shot_date,shot_sequence_number,is_first_shot,shot_type,outcome
AO16557-S015,AO16557,Beta,2026-03-14,15,False,Laser-guided,Failed
AO20423-S001,AO20423,Beta,2023-05-05,1,True,PUA,Successful
AO20423-S002,AO20423,Beta,2024-03-01,2,False,Laser-guided,Successful
AO20423-S003,AO20423,Beta,2024-09-10,3,False,Laser-guided,Successful
AO20423-S004,AO20423,Beta,2025-02-17,4,False,Training,Successful
AO20423-S005,AO20423,Beta,2025-03-03,5,False,Training,Successful
AO20423-S006,AO20423,Beta,2025-04-09,6,False,Laser-guided,Successful
AO20423-S007,AO20423,Beta,2025-05-16,7,False,Laser-guided,Successful
AO20423-S008,AO20423,Beta,2025-09-30,8,False,Laser-guided,Successful
AO20423-S009,AO20423,Beta,2025-11-11,9,False,PUA,Successful
AO20423-S010,AO20423,Beta,2025-11-17,10,False,Laser-guided,Successful
AO20423-S011,AO20423,Beta,2026-02-07,11,False,PUA,Successful
AO15870-S001,AO15870,Beta,2022-10-12,1,True,Training,Failed
AO15870-S002,AO15870,Beta,2022-12-11,2,False,PUA,Successful
AO15870-S003,AO15870,Beta,2023-01-09,3,False,PUA,Failed
AO15870-S004,AO15870,Beta,2023-11-19,4,False,Training,Successful
AO15870-S005,AO15870,Beta,2024-02-09,5,False,PUA,Successful
AO15870-S006,AO15870,Beta,2024-04-26,6,False,PUA,Successful
AO15870-S007,AO15870,Beta,2024-05-02,7,False,Training,Successful
AO15870-S008,AO15870,Beta,2024-05-28,8,False,Training,Successful
AO15870-S009,AO15870,Beta,2024-06-07,9,False,Laser-guided,Successful
AO15870-S010,AO15870,Beta,2025-01-06,10,False,PUA,Failed
AO15870-S011,AO15870,Beta,2025-03-30,11,False,PUA,Successful
AO15870-S012,AO15870,Beta,2025-05-27,12,False,Laser-guided,Successful
AO15870-S013,AO15870,Beta,2025-08-03,13,False,Laser-guided,Failed
AO15870-S014,AO15870,Beta,2025-09-26,14,False,PUA,Failed
AO15870-S015,AO15870,Beta,2025-10-12,15,False,PUA,Successful
AO15870-S016,AO15870,Beta,2025-11-29,16,False,Laser-guided,Failed
AO15870-S017,AO15870,Beta,2026-04-21,17,False,PUA,Failed
AO17162-S001,AO17162,Beta,2022-03-25,1,True,PUA,Failed
AO17162-S002,AO17162,Beta,2022-09-05,2,False,Laser-guided,Failed
AO17162-S003,AO17162,Beta,2022-09-18,3,False,Artillery Spotting,Successful
AO17162-S004,AO17162,Beta,2023-03-23,4,False,Training,Successful
AO17162-S005,AO17162,Beta,2023-04-09,5,False,PUA,Successful
AO17162-S006,AO17162,Beta,2023-04-13,6,False,Laser-guided,Successful
AO17162-S007,AO17162,Beta,2023-04-24,7,False,Artillery Spotting,Successful
AO17162-S008,AO17162,Beta,2023-09-24,8,False,Laser-guided,Failed
AO17162-S009,AO17162,Beta,2024-03-09,9,False,Artillery Spotting,Successful
AO17162-S010,AO17162,Beta,2024-06-10,10,False,Laser-guided,Successful
AO17162-S011,AO17162,Beta,2024-12-18,11,False,PUA,Successful
AO17162-S012,AO17162,Beta,2025-06-11,12,False,Laser-guided,Successful
AO17162-S013,AO17162,Beta,2025-08-19,13,False,PUA,Failed
AO17162-S014,AO17162,Beta,2026-02-08,14,False,Laser-guided,Successful
AO24225-S001,AO24225,Beta,2025-04-19,1,True,PUA,Successful
AO24225-S002,AO24225,Beta,2025-06-14,2,False,PUA,Successful
AO24225-S003,AO24225,Beta,2025-06-29,3,False,Artillery Spotting,Successful
AO24225-S004,AO24225,Beta,2025-09-29,4,False,Artillery Spotting,Successful
AO24225-S005,AO24225,Beta,2026-02-19,5,False,PUA,Successful
AO24225-S006,AO24225,Beta,2026-05-08,6,False,Artillery Spotting,Successful
AO24225-S007,AO24225,Beta,2026-06-20,7,False,Training,Successful
AO24481-S001,AO24481,Beta,2025-07-09,1,True,PUA,Failed
AO24481-S002,AO24481,Beta,2026-01-15,2,False,PUA,Successful
AO24481-S003,AO24481,Beta,2026-05-27,3,False,Laser-guided,Successful
AO19316-S001,AO19316,Beta,2022-01-08,1,True,PUA,Successful
AO19316-S002,AO19316,Beta,2022-02-16,2,False,Artillery Spotting,Successful
AO19316-S003,AO19316,Beta,2022-05-17,3,False,PUA,Successful
AO19316-S004,AO19316,Beta,2022-06-02,4,False,Artillery Spotting,Successful
AO19316-S005,AO19316,Beta,2023-01-11,5,False,PUA,Successful
AO19316-S006,AO19316,Beta,2023-01-16,6,False,PUA,Successful
AO19316-S007,AO19316,Beta,2023-01-18,7,False,Laser-guided,Successful
AO19316-S008,AO19316,Beta,2023-02-05,8,False,Training,Successful
AO19316-S009,AO19316,Beta,2023-03-16,9,False,PUA,Successful
AO19316-S010,AO19316,Beta,2023-05-13,10,False,PUA,Successful
AO19316-S011,AO19316,Beta,2023-05-29,11,False,PUA,Successful
AO19316-S012,AO19316,Beta,2023-06-20,12,False,Laser-guided,Successful
AO19316-S013,AO19316,Beta,2024-03-13,13,False,PUA,Successful
AO19316-S014,AO19316,Beta,2024-04-20,14,False,PUA,Successful
AO19316-S015,AO19316,Beta,2025-01-01,15,False,Artillery Spotting,Successful
AO19316-S016,AO19316,Beta,2025-07-17,16,False,PUA,Successful
AO19316-S017,AO19316,Beta,2025-08-04,17,False,Laser-guided,Successful
AO19316-S018,AO19316,Beta,2026-01-08,18,False,Artillery Spotting,Successful
AO20211-S001,AO20211,Beta,2023-01-03,1,True,PUA,Failed
AO20211-S002,AO20211,Beta,2023-01-18,2,False,PUA,Successful
AO20211-S003,AO20211,Beta,2023-01-28,3,False,Laser-guided,Successful
AO20211-S004,AO20211,Beta,2023-07-31,4,False,PUA,Successful
AO20211-S005,AO20211,Beta,2023-12-07,5,False,Laser-guided,Successful
AO20211-S006,AO20211,Beta,2024-01-04,6,False,PUA,Successful
AO20211-S007,AO20211,Beta,2025-01-04,7,False,Laser-guided,Successful
AO20211-S008,AO20211,Beta,2025-03-01,8,False,Laser-guided,Successful
AO20211-S009,AO20211,Beta,2026-01-29,9,False,PUA,Successful
AO20211-S010,AO20211,Beta,2026-05-09,10,False,Training,Successful
AO20211-S011,AO20211,Beta,2026-06-05,11,False,PUA,Successful
AO14299-S001,AO14299,Beta,2021-01-28,1,True,PUA,Successful
AO14299-S002,AO14299,Beta,2021-08-31,2,False,Training,Successful
AO14299-S003,AO14299,Beta,2021-09-16,3,False,Laser-guided,Successful
AO14299-S004,AO14299,Beta,2021-10-17,4,False,Artillery Spotting,Successful
AO14299-S005,AO14299,Beta,2021-10-20,5,False,Laser-guided,Successful
AO14299-S006,AO14299,Beta,2021-10-22,6,False,Laser-guided,Successful
AO14299-S007,AO14299,Beta,2022-04-16,7,False,PUA,Successful
AO14299-S008,AO14299,Beta,2022-08-14,8,False,PUA,Successful
AO14299-S009,AO14299,Beta,2022-09-20,9,False,PUA,Successful
AO14299-S010,AO14299,Beta,2022-10-14,10,False,Artillery Spotting,Successful
AO14299-S011,AO14299,Beta,2023-02-25,11,False,PUA,Successful
AO14299-S012,AO14299,Beta,2023-05-29,12,False,Artillery Spotting,Failed
AO14299-S013,AO14299,Beta,2024-07-10,13,False,PUA,Successful
AO14299-S014,AO14299,Beta,2024-10-01,14,False,Training,Successful
AO14299-S015,AO14299,Beta,2025-04-10,15,False,PUA,Successful
AO14299-S016,AO14299,Beta,2025-06-15,16,False,Artillery Spotting,Successful
AO14299-S017,AO14299,Beta,2025-11-25,17,False,Training,Successful
AO14299-S018,AO14299,Beta,2025-12-20,18,False,Artillery Spotting,Successful
AO14299-S019,AO14299,Beta,2026-02-17,19,False,Training,Successful
AO14299-S020,AO14299,Beta,2026-05-05,20,False,PUA,Successful
AO23728-S001,AO23728,Beta,2023-11-11,1,True,Laser-guided,Successful
AO23728-S002,AO23728,Beta,2023-12-08,2,False,PUA,Successful
AO23728-S003,AO23728,Beta,2024-01-13,3,False,Training,Successful
AO23728-S004,AO23728,Beta,2024-02-20,4,False,PUA,Successful
AO23728-S005,AO23728,Beta,2024-03-26,5,False,Training,Successful
AO23728-S006,AO23728,Beta,2024-04-06,6,False,Training,Successful
AO23728-S007,AO23728,Beta,2024-05-06,7,False,PUA,Successful
AO23728-S008,AO23728,Beta,2025-01-12,8,False,PUA,Successful
AO23728-S009,AO23728,Beta,2025-06-21,9,False,Laser-guided,Successful
AO23728-S010,AO23728,Beta,2025-10-19,10,False,Training,Successful
AO23728-S011,AO23728,Beta,2025-12-04,11,False,PUA,Successful
AO23728-S012,AO23728,Beta,2026-05-31,12,False,PUA,Successful
AO22709-S001,AO22709,Beta,2024-07-31,1,True,Laser-guided,Failed
AO22709-S002,AO22709,Beta,2024-08-18,2,False,Laser-guided,Successful
AO22709-S003,AO22709,Beta,2024-09-18,3,False,Laser-guided,Successful
AO22709-S004,AO22709,Beta,2024-10-09,4,False,Laser-guided,Successful
AO22709-S005,AO22709,Beta,2024-12-15,5,False,PUA,Successful
AO22709-S006,AO22709,Beta,2025-02-01,6,False,Laser-guided,Failed
AO22709-S007,AO22709,Beta,2025-05-18,7,False,PUA,Successful
AO22709-S008,AO22709,Beta,2025-08-07,8,False,Training,Successful
AO22709-S009,AO22709,Beta,2025-11-05,9,False,PUA,Successful
AO22709-S010,AO22709,Beta,2026-03-22,10,False,Training,Failed
AO18592-S001,AO18592,Beta,2021-05-10,1,True,PUA,Failed
AO18592-S002,AO18592,Beta,2021-09-05,2,False,PUA,Successful
AO18592-S003,AO18592,Beta,2021-09-13,3,False,Laser-guided,Successful
AO18592-S004,AO18592,Beta,2022-01-15,4,False,PUA,Successful
AO18592-S005,AO18592,Beta,2022-03-18,5,False,Artillery Spotting,Successful
AO18592-S006,AO18592,Beta,2022-10-31,6,False,Laser-guided,Successful
AO18592-S007,AO18592,Beta,2024-02-01,7,False,PUA,Successful
AO18592-S008,AO18592,Beta,2024-05-18,8,False,Training,Successful
AO18592-S009,AO18592,Beta,2024-07-26,9,False,PUA,Failed
AO18592-S010,AO18592,Beta,2024-08-25,10,False,Artillery Spotting,Failed
AO18592-S011,AO18592,Beta,2024-09-12,11,False,PUA,Successful
AO18592-S012,AO18592,Beta,2024-10-29,12,False,Artillery Spotting,Successful
AO18592-S013,AO18592,Beta,2025-07-04,13,False,Artillery Spotting,Failed
AO18592-S014,AO18592,Beta,2025-11-06,14,False,Training,Successful
AO18592-S015,AO18592,Beta,2025-12-30,15,False,PUA,Successful
AO18592-S016,AO18592,Beta,2026-02-06,16,False,PUA,Successful
AO18592-S017,AO18592,Beta,2026-06-14,17,False,Laser-guided,Successful
AO18652-S001,AO18652,Beta,2025-01-26,1,True,PUA,Successful
AO18652-S002,AO18652,Beta,2025-03-06,2,False,PUA,Successful
AO18652-S003,AO18652,Beta,2025-04-20,3,False,PUA,Failed
AO18652-S004,AO18652,Beta,2025-08-11,4,False,Laser-guided,Failed
AO18652-S005,AO18652,Beta,2026-01-08,5,False,PUA,Successful
AO18652-S006,AO18652,Beta,2026-01-09,6,False,PUA,Successful
AO18652-S007,AO18652,Beta,2026-06-29,7,False,Artillery Spotting,Successful
AO24038-S001,AO24038,Beta,2024-10-04,1,True,Laser-guided,Successful
AO24038-S002,AO24038,Beta,2025-01-02,2,False,PUA,Successful
AO24038-S003,AO24038,Beta,2025-03-05,3,False,Training,Successful
AO24038-S004,AO24038,Beta,2025-07-11,4,False,PUA,Successful
AO24038-S005,AO24038,Beta,2025-08-09,5,False,PUA,Successful
AO24038-S006,AO24038,Beta,2025-09-08,6,False,PUA,Successful
AO24038-S007,AO24038,Beta,2025-11-02,7,False,Artillery Spotting,Successful
AO24038-S008,AO24038,Beta,2025-12-12,8,False,Laser-guided,Successful
AO24038-S009,AO24038,Beta,2026-04-29,9,False,PUA,Successful
AO23051-S001,AO23051,Beta,2023-08-08,1,True,Artillery Spotting,Successful
AO23051-S002,AO23051,Beta,2023-11-27,2,False,Laser-guided,Failed
AO23051-S003,AO23051,Beta,2024-01-08,3,False,Laser-guided,Successful
AO23051-S004,AO23051,Beta,2024-02-16,4,False,Training,Successful
AO23051-S005,AO23051,Beta,2024-03-02,5,False,PUA,Successful
AO23051-S006,AO23051,Beta,2024-03-05,6,False,PUA,Successful
AO23051-S007,AO23051,Beta,2024-05-14,7,False,PUA,Failed
AO23051-S008,AO23051,Beta,2024-05-28,8,False,PUA,Successful
AO23051-S009,AO23051,Beta,2024-10-29,9,False,Training,Successful
AO23051-S010,AO23051,Beta,2024-11-29,10,False,PUA,Successful
AO23051-S011,AO23051,Beta,2024-12-26,11,False,Laser-guided,Successful
AO23051-S012,AO23051,Beta,2025-01-11,12,False,PUA,Successful
AO23051-S013,AO23051,Beta,2025-05-03,13,False,Training,Successful
AO23051-S014,AO23051,Beta,2025-07-20,14,False,PUA,Successful
AO23051-S015,AO23051,Beta,2025-12-20,15,False,Laser-guided,Successful
AO23051-S016,AO23051,Beta,2026-03-13,16,False,Training,Successful
AO23051-S017,AO23051,Beta,2026-04-10,17,False,Training,Successful
AO23051-S018,AO23051,Beta,2026-04-19,18,False,PUA,Successful
AO25210-S001,AO25210,Beta,2026-03-02,1,True,Laser-guided,Failed
AO25210-S002,AO25210,Beta,2026-03-05,2,False,PUA,Failed
AO25210-S003,AO25210,Beta,2026-04-26,3,False,PUA,Successful
AO25210-S004,AO25210,Beta,2026-05-09,4,False,Artillery Spotting,Successful
AO25210-S005,AO25210,Beta,2026-06-12,5,False,Laser-guided,Successful
AO25210-S006,AO25210,Beta,2026-06-12,6,False,PUA,Successful
AO25050-S001,AO25050,Beta,2025-03-07,1,True,PUA,Failed
AO25050-S002,AO25050,Beta,2025-07-08,2,False,Artillery Spotting,Failed
AO25050-S003,AO25050,Beta,2025-12-21,3,False,PUA,Successful
AO25050-S004,AO25050,Beta,2025-12-27,4,False,Training,Successful
AO24602-S001,AO24602,Beta,2024-09-29,1,True,PUA,Successful
AO24602-S002,AO24602,Beta,2024-10-01,2,False,Training,Successful
AO24602-S003,AO24602,Beta,2024-11-13,3,False,PUA,Successful
AO24602-S004,AO24602,Beta,2025-01-25,4,False,PUA,Successful
AO24602-S005,AO24602,Beta,2025-05-17,5,False,Laser-guided,Successful
AO24602-S006,AO24602,Beta,2025-09-03,6,False,PUA,Successful
AO24602-S007,AO24602,Beta,2026-04-25,7,False,Training,Successful
AO24602-S008,AO24602,Beta,2026-06-06,8,False,Training,Successful
AO23001-S001,AO23001,Beta,2023-11-23,1,True,Laser-guided,Successful
AO23001-S002,AO23001,Beta,2024-04-16,2,False,PUA,Successful
AO23001-S003,AO23001,Beta,2024-04-17,3,False,Artillery Spotting,Successful
AO23001-S004,AO23001,Beta,2024-04-24,4,False,PUA,Successful
AO23001-S005,AO23001,Beta,2025-01-08,5,False,Laser-guided,Failed
AO23001-S006,AO23001,Beta,2025-02-02,6,False,Laser-guided,Successful
AO23001-S007,AO23001,Beta,2025-09-10,7,False,PUA,Successful
AO23001-S008,AO23001,Beta,2025-10-12,8,False,Training,Successful
AO23001-S009,AO23001,Beta,2026-05-20,9,False,Artillery Spotting,Successful
AO16430-S001,AO16430,Beta,2021-12-01,1,True,PUA,Successful
AO16430-S002,AO16430,Beta,2022-06-08,2,False,PUA,Successful
AO16430-S003,AO16430,Beta,2022-07-20,3,False,Training,Successful
AO16430-S004,AO16430,Beta,2022-07-22,4,False,Training,Successful
AO16430-S005,AO16430,Beta,2022-09-24,5,False,PUA,Successful
AO16430-S006,AO16430,Beta,2022-11-24,6,False,Artillery Spotting,Successful
AO16430-S007,AO16430,Beta,2022-12-08,7,False,Training,Successful
AO16430-S008,AO16430,Beta,2023-01-06,8,False,PUA,Successful
AO16430-S009,AO16430,Beta,2023-07-25,9,False,Artillery Spotting,Successful
AO16430-S010,AO16430,Beta,2023-08-23,10,False,Laser-guided,Successful
AO16430-S011,AO16430,Beta,2023-11-08,11,False,Training,Successful
AO16430-S012,AO16430,Beta,2024-05-18,12,False,PUA,Successful
AO16430-S013,AO16430,Beta,2024-08-09,13,False,Artillery Spotting,Successful
AO16430-S014,AO16430,Beta,2024-10-06,14,False,Laser-guided,Successful
AO16430-S015,AO16430,Beta,2025-05-01,15,False,PUA,Successful
AO16430-S016,AO16430,Beta,2025-08-25,16,False,Laser-guided,Successful
AO16430-S017,AO16430,Beta,2025-10-05,17,False,Training,Successful
AO16430-S018,AO16430,Beta,2026-01-22,18,False,PUA,Successful
AO16430-S019,AO16430,Beta,2026-02-10,19,False,PUA,Successful
AO16430-S020,AO16430,Beta,2026-04-25,20,False,PUA,Successful
AO16430-S021,AO16430,Beta,2026-06-24,21,False,Laser-guided,Successful
AO23143-S001,AO23143,Beta,2024-01-27,1,True,PUA,Successful
AO23143-S002,AO23143,Beta,2024-02-13,2,False,Laser-guided,Successful
AO23143-S003,AO23143,Beta,2024-03-05,3,False,Laser-guided,Successful
AO23143-S004,AO23143,Beta,2024-03-17,4,False,PUA,Successful
AO23143-S005,AO23143,Beta,2024-07-18,5,False,Laser-guided,Successful
AO23143-S006,AO23143,Beta,2024-08-18,6,False,Artillery Spotting,Successful
AO23143-S007,AO23143,Beta,2024-11-04,7,False,PUA,Successful
AO23143-S008,AO23143,Beta,2024-11-22,8,False,Training,Successful
AO23143-S009,AO23143,Beta,2026-03-17,9,False,PUA,Successful
AO23143-S010,AO23143,Beta,2026-03-20,10,False,PUA,Successful
AO23143-S011,AO23143,Beta,2026-04-24,11,False,Laser-guided,Successful
AO23143-S012,AO23143,Beta,2026-06-26,12,False,Laser-guided,Successful
AO24756-S001,AO24756,Beta,2024-12-19,1,True,Training,Successful
AO24756-S002,AO24756,Beta,2025-06-26,2,False,Training,Successful
AO24756-S003,AO24756,Beta,2025-07-13,3,False,Training,Successful
AO24756-S004,AO24756,Beta,2025-10-10,4,False,Artillery Spotting,Successful
AO24756-S005,AO24756,Beta,2026-02-18,5,False,PUA,Successful
AO24756-S006,AO24756,Beta,2026-06-30,6,False,PUA,Successful
AO12366-S001,AO12366,Beta,2021-09-21,1,True,Laser-guided,Failed
AO12366-S002,AO12366,Beta,2022-02-04,2,False,Artillery Spotting,Successful
AO12366-S003,AO12366,Beta,2022-12-24,3,False,Artillery Spotting,Failed
AO12366-S004,AO12366,Beta,2023-07-06,4,False,PUA,Successful
AO12366-S005,AO12366,Beta,2024-04-07,5,False,Artillery Spotting,Successful
AO12366-S006,AO12366,Beta,2024-06-19,6,False,Artillery Spotting,Successful
AO12366-S007,AO12366,Beta,2024-07-13,7,False,PUA,Successful
AO12366-S008,AO12366,Beta,2024-10-17,8,False,Laser-guided,Successful
AO12366-S009,AO12366,Beta,2024-11-16,9,False,PUA,Successful
AO12366-S010,AO12366,Beta,2025-03-02,10,False,Laser-guided,Successful
AO12366-S011,AO12366,Beta,2025-10-24,11,False,Training,Successful
AO12366-S012,AO12366,Beta,2025-12-05,12,False,Training,Successful
AO12366-S013,AO12366,Beta,2026-02-04,13,False,Laser-guided,Successful
AO12366-S014,AO12366,Beta,2026-02-17,14,False,Artillery Spotting,Successful
AO24998-S001,AO24998,Beta,2024-12-22,1,True,Laser-guided,Failed
AO24998-S002,AO24998,Beta,2025-01-29,2,False,PUA,Successful
AO24998-S003,AO24998,Beta,2025-05-17,3,False,Laser-guided,Successful
AO24998-S004,AO24998,Beta,2025-08-18,4,False,Training,Successful
AO24998-S005,AO24998,Beta,2025-10-20,5,False,PUA,Successful
AO24998-S006,AO24998,Beta,2026-03-14,6,False,PUA,Successful
G22440-S001,G22440,Beta,2023-04-06,1,True,Laser-guided,Failed
G22440-S002,G22440,Beta,2023-07-03,2,False,PUA,Failed
G22440-S003,G22440,Beta,2024-03-24,3,False,Training,Successful
G22440-S004,G22440,Beta,2024-05-05,4,False,PUA,Successful
G22440-S005,G22440,Beta,2024-07-11,5,False,PUA,Failed
G22440-S006,G22440,Beta,2024-08-25,6,False,PUA,Successful
G22440-S007,G22440,Beta,2025-06-07,7,False,Artillery Spotting,Successful
G22440-S008,G22440,Beta,2026-02-28,8,False,Artillery Spotting,Successful
G22440-S009,G22440,Beta,2026-04-05,9,False,PUA,Successful
G22440-S010,G22440,Beta,2026-05-02,10,False,Training,Successful
G22440-S011,G22440,Beta,2026-05-02,11,False,Artillery Spotting,Successful
G23771-S001,G23771,Beta,2023-10-23,1,True,PUA,Failed
G23771-S002,G23771,Beta,2023-11-24,2,False,Laser-guided,Successful
G23771-S003,G23771,Beta,2023-12-07,3,False,Training,Failed
G23771-S004,G23771,Beta,2023-12-07,4,False,Artillery Spotting,Successful
G23771-S005,G23771,Beta,2024-03-16,5,False,Training,Successful
G23771-S006,G23771,Beta,2024-03-26,6,False,PUA,Successful
G23771-S007,G23771,Beta,2024-04-17,7,False,PUA,Successful
G23771-S008,G23771,Beta,2024-06-14,8,False,PUA,Successful
G23771-S009,G23771,Beta,2024-08-05,9,False,PUA,Successful
G23771-S010,G23771,Beta,2024-08-05,10,False,PUA,Successful
G23771-S011,G23771,Beta,2024-12-01,11,False,PUA,Successful
G23771-S012,G23771,Beta,2025-03-24,12,False,PUA,Successful
G23771-S013,G23771,Beta,2025-07-11,13,False,PUA,Successful
G23771-S014,G23771,Beta,2025-11-17,14,False,Training,Successful
G23771-S015,G23771,Beta,2026-03-30,15,False,Laser-guided,Successful
G17117-S001,G17117,Beta,2021-11-13,1,True,Artillery Spotting,Failed
G17117-S002,G17117,Beta,2022-02-22,2,False,Laser-guided,Successful
G17117-S003,G17117,Beta,2022-06-27,3,False,PUA,Successful
G17117-S004,G17117,Beta,2022-09-19,4,False,Laser-guided,Successful
G17117-S005,G17117,Beta,2024-02-10,5,False,Artillery Spotting,Failed
G17117-S006,G17117,Beta,2024-03-18,6,False,Training,Successful
G17117-S007,G17117,Beta,2024-04-03,7,False,PUA,Successful
G17117-S008,G17117,Beta,2024-07-05,8,False,PUA,Successful
G17117-S009,G17117,Beta,2024-08-01,9,False,PUA,Successful
G17117-S010,G17117,Beta,2024-09-15,10,False,Training,Successful
G17117-S011,G17117,Beta,2024-09-22,11,False,PUA,Successful
G17117-S012,G17117,Beta,2025-05-24,12,False,Training,Successful
G17117-S013,G17117,Beta,2025-10-20,13,False,Artillery Spotting,Successful
G17117-S014,G17117,Beta,2026-03-26,14,False,Laser-guided,Successful
G17117-S015,G17117,Beta,2026-05-11,15,False,Artillery Spotting,Failed
G17117-S016,G17117,Beta,2026-06-14,16,False,Artillery Spotting,Successful
G15417-S001,G15417,Beta,2025-03-15,1,True,Laser-guided,Failed
G15417-S002,G15417,Beta,2025-06-14,2,False,PUA,Successful
G15417-S003,G15417,Beta,2025-07-27,3,False,Laser-guided,Failed
G15417-S004,G15417,Beta,2025-08-20,4,False,PUA,Successful
G24819-S001,G24819,Beta,2024-10-24,1,True,PUA,Successful
G24819-S002,G24819,Beta,2025-05-21,2,False,Training,Successful
G24819-S003,G24819,Beta,2025-06-20,3,False,Laser-guided,Successful
G24819-S004,G24819,Beta,2026-01-31,4,False,PUA,Successful
G24819-S005,G24819,Beta,2026-05-16,5,False,Artillery Spotting,Failed
G22927-S001,G22927,Beta,2022-11-14,1,True,Artillery Spotting,Failed
G22927-S002,G22927,Beta,2022-12-01,2,False,Training,Successful
G22927-S003,G22927,Beta,2022-12-23,3,False,Laser-guided,Successful
G22927-S004,G22927,Beta,2023-05-06,4,False,Artillery Spotting,Successful
G22927-S005,G22927,Beta,2023-05-18,5,False,PUA,Successful
G22927-S006,G22927,Beta,2023-05-24,6,False,PUA,Successful
G22927-S007,G22927,Beta,2023-10-21,7,False,Training,Successful
G22927-S008,G22927,Beta,2023-12-12,8,False,PUA,Successful
G22927-S009,G22927,Beta,2024-08-21,9,False,PUA,Successful
G22927-S010,G22927,Beta,2024-09-07,10,False,Training,Successful
G22927-S011,G22927,Beta,2024-10-23,11,False,PUA,Failed
G22927-S012,G22927,Beta,2025-01-08,12,False,PUA,Successful
G22927-S013,G22927,Beta,2025-03-14,13,False,PUA,Successful
G22927-S014,G22927,Beta,2025-05-04,14,False,Artillery Spotting,Successful
G22927-S015,G22927,Beta,2025-07-21,15,False,PUA,Successful
G22927-S016,G22927,Beta,2025-10-10,16,False,Training,Successful
G22927-S017,G22927,Beta,2025-12-20,17,False,Training,Successful
G22927-S018,G22927,Beta,2026-02-15,18,False,PUA,Successful
G22927-S019,G22927,Beta,2026-02-20,19,False,Artillery Spotting,Successful
G24599-S001,G24599,Beta,2024-04-29,1,True,Laser-guided,Failed
G24599-S002,G24599,Beta,2024-06-09,2,False,PUA,Successful
G24599-S003,G24599,Beta,2024-10-13,3,False,Laser-guided,Successful
G24599-S004,G24599,Beta,2025-02-26,4,False,PUA,Successful
G24599-S005,G24599,Beta,2025-06-24,5,False,Laser-guided,Successful
G24599-S006,G24599,Beta,2025-09-30,6,False,PUA,Successful
G24599-S007,G24599,Beta,2026-03-05,7,False,Artillery Spotting,Successful
G24599-S008,G24599,Beta,2026-06-01,8,False,Artillery Spotting,Successful
G25161-S001,G25161,Beta,2025-05-23,1,True,Laser-guided,Successful
G25161-S002,G25161,Beta,2025-07-25,2,False,Artillery Spotting,Successful
G25161-S003,G25161,Beta,2025-09-05,3,False,Laser-guided,Successful
G25161-S004,G25161,Beta,2025-09-06,4,False,Artillery Spotting,Successful
G25161-S005,G25161,Beta,2025-12-03,5,False,PUA,Successful
G25161-S006,G25161,Beta,2026-04-19,6,False,PUA,Successful
G25161-S007,G25161,Beta,2026-04-19,7,False,Laser-guided,Successful
G13723-S001,G13723,Beta,2021-03-09,1,True,PUA,Failed
G13723-S002,G13723,Beta,2021-08-23,2,False,Training,Successful
G13723-S003,G13723,Beta,2022-01-22,3,False,Training,Successful
G13723-S004,G13723,Beta,2022-02-08,4,False,Artillery Spotting,Successful
G13723-S005,G13723,Beta,2022-03-12,5,False,PUA,Successful
G13723-S006,G13723,Beta,2022-09-22,6,False,Laser-guided,Successful
G13723-S007,G13723,Beta,2022-11-22,7,False,PUA,Successful
G13723-S008,G13723,Beta,2023-07-21,8,False,PUA,Successful
G13723-S009,G13723,Beta,2024-04-02,9,False,PUA,Successful
G13723-S010,G13723,Beta,2024-11-16,10,False,Laser-guided,Successful
G13723-S011,G13723,Beta,2025-02-22,11,False,Training,Successful
G13723-S012,G13723,Beta,2025-10-02,12,False,PUA,Failed
G13723-S013,G13723,Beta,2025-11-13,13,False,Laser-guided,Successful
G13723-S014,G13723,Beta,2026-03-26,14,False,Artillery Spotting,Failed
G13723-S015,G13723,Beta,2026-06-10,15,False,Artillery Spotting,Successful
G24135-S001,G24135,Beta,2024-07-13,1,True,PUA,Successful
G24135-S002,G24135,Beta,2024-08-02,2,False,Laser-guided,Successful
G24135-S003,G24135,Beta,2024-09-27,3,False,Artillery Spotting,Successful
G24135-S004,G24135,Beta,2024-10-18,4,False,Laser-guided,Successful
G24135-S005,G24135,Beta,2025-02-21,5,False,Artillery Spotting,Successful
G24135-S006,G24135,Beta,2025-08-04,6,False,Laser-guided,Successful
G24135-S007,G24135,Beta,2025-08-17,7,False,Training,Successful
G24135-S008,G24135,Beta,2025-11-19,8,False,Training,Successful
G24135-S009,G24135,Beta,2025-11-23,9,False,Laser-guided,Failed
G24135-S010,G24135,Beta,2025-11-26,10,False,PUA,Successful
G21624-S001,G21624,Beta,2022-06-12,1,True,Training,Successful
G21624-S002,G21624,Beta,2022-12-16,2,False,PUA,Successful
G21624-S003,G21624,Beta,2022-12-19,3,False,Training,Successful
G21624-S004,G21624,Beta,2023-07-27,4,False,Training,Successful
G21624-S005,G21624,Beta,2023-08-09,5,False,Laser-guided,Successful
G21624-S006,G21624,Beta,2023-12-04,6,False,PUA,Successful
G21624-S007,G21624,Beta,2024-05-08,7,False,PUA,Successful
G21624-S008,G21624,Beta,2024-08-03,8,False,Laser-guided,Successful
G21624-S009,G21624,Beta,2024-09-04,9,False,PUA,Failed
